mp,season,url_school,school,player,player_id,pts,g
1040,2014,abilene-christian,Abilene Christian,Parker Wentz,parker-wentz-1,431,31
568,2014,abilene-christian,Abilene Christian,Julian Edmonson,julian-edmonson-1,332,30
914,2014,abilene-christian,Abilene Christian,Austin Cooke,austin-cooke-1,244,31
434,2014,abilene-christian,Abilene Christian,Jacob Lancaster,jacob-lancaster-1,214,31
481,2014,abilene-christian,Abilene Christian,Harrison Hawkins,harrison-hawkins-1,196,16
474,2014,abilene-christian,Abilene Christian,LaDarrien Williams,ladarrien-williams-1,196,16
642,2014,abilene-christian,Abilene Christian,Michael Grant,michael-grant-2,159,31
445,2014,abilene-christian,Abilene Christian,James Pegues,james-pegues-1,157,31
421,2014,abilene-christian,Abilene Christian,Rafael Farley,rafael-farley-1,133,27
584,2014,abilene-christian,Abilene Christian,Riley Payne,riley-payne-1,110,31
127,2014,abilene-christian,Abilene Christian,Alexsander Milosavljevic,alexsander-milosavljevic-1,38,19
145,2014,abilene-christian,Abilene Christian,Chris Blakeley,chris-blakeley-1,4,26
958,2014,air-force,Air Force,Tre' Coggins,tre-coggins-1,433,27
1038,2014,air-force,Air Force,Max Yon,max-yon-1,389,30
904,2014,air-force,Air Force,Marek Olesinski,marek-olesinski-1,317,30
718,2014,air-force,Air Force,Kamryn Williams,kamryn-williams-1,232,23
717,2014,air-force,Air Force,Justin Hammonds,justin-hammonds-1,201,28
391,2014,air-force,Air Force,DeLovell Earls,delovell-earls-1,91,20
261,2014,air-force,Air Force,Zach Kocur,zach-kocur-1,79,27
238,2014,air-force,Air Force,Darrius Parker,darrius-parker-1,69,18
185,2014,air-force,Air Force,Hayden Graham,hayden-graham-1,50,15
252,2014,air-force,Air Force,Chase Kammerer,chase-kammerer-1,40,28
52,2014,air-force,Air Force,Zach Moer,zach-moer-1,21,12
127,2014,air-force,Air Force,Nick Jorgensen,nick-jorgensen-1,14,11
76,2014,air-force,Air Force,Callum Long,callum-long-1,14,7
47,2014,air-force,Air Force,Ethan Michael,ethan-michael-1,13,7
32,2014,air-force,Air Force,Scott Adler,scott-adler-1,8,9
47,2014,air-force,Air Force,Joe Tuss,joe-tuss-1,7,11
6,2014,air-force,Air Force,Austin Flues,austin-flues-1,2,1
1131,2014,akron,Akron,Demetrius Treadwell,demetrius-treadwell-1,516,34
1003,2014,akron,Akron,Quincy Diggs,quincy-diggs-1,435,34
630,2014,akron,Akron,Nick Harney,nick-harney-1,254,30
683,2014,akron,Akron,Jake Kretzer,jake-kretzer-1,210,28
547,2014,akron,Akron,Reggie McAdams,reggie-mcadams-1,183,29
705,2014,akron,Akron,Nyles Evans,nyles-evans-1,180,34
595,2014,akron,Akron,Pat Forsythe,pat-forsythe-1,168,34
438,2014,akron,Akron,Adedeji Ibitayo,adedeji-ibitayo-1,151,29
414,2014,akron,Akron,Isaiah Johnson,isaiah-johnson-1,117,31
540,2014,akron,Akron,Carmelo Betancourt,carmelo-betancourt-1,66,32
185,2014,akron,Akron,Kwan Cheatham,kwan-cheatham-1,49,21
3,2014,akron,Akron,Mark Noble,mark-noble-1,3,1
930,2014,alabama-am,Alabama A&M,Jeremy Crutcher,jeremy-crutcher-1,354,29
699,2014,alabama-am,Alabama A&M,Brandon Ellis,brandon-ellis-1,258,30
623,2014,alabama-am,Alabama A&M,Demarquelle Tabb,demarquelle-tabb-1,223,28
568,2014,alabama-am,Alabama A&M,Arthur Capers,arther-capers-1,213,30
572,2014,alabama-am,Alabama A&M,Green Hill,green-hill-1,178,30
392,2014,alabama-am,Alabama A&M,Nicholas West,nicholas-west-1,145,24
408,2014,alabama-am,Alabama A&M,Justin Banks,justin-banks-1,120,28
299,2014,alabama-am,Alabama A&M,Justin Colvin,justin-colvin-1,103,30
530,2014,alabama-am,Alabama A&M,Jose Long,jose-long-1,102,30
432,2014,alabama-am,Alabama A&M,Tyler Davis,tyler-davis-3,97,29
383,2014,alabama-am,Alabama A&M,Jerome Hunter,jerome-hunter-1,84,29
116,2014,alabama-am,Alabama A&M,Rakiya Battle,rakiya-battle-1,33,18
40,2014,alabama-am,Alabama A&M,Baryn Houston,baryn-houston-1,13,11
61,2014,alabama-am,Alabama A&M,Xavier Williams,xavier-williams-1,13,12
22,2014,alabama-am,Alabama A&M,Matthew Cotton,matthew-cotton-1,0,7
1095,2014,alabama-birmingham,Alabama-Birmingham,Chad Frazier,chad-frazier-1,549,31
762,2014,alabama-birmingham,Alabama-Birmingham,C.J. Washington,cj-washington-2,365,28
918,2014,alabama-birmingham,Alabama-Birmingham,Rod Rucker,rod-rucker-1,328,30
767,2014,alabama-birmingham,Alabama-Birmingham,Fahro Alihodzic,fahro-alihodzic-1,272,31
793,2014,alabama-birmingham,Alabama-Birmingham,Robert Williams,robert-williams-2,266,31
675,2014,alabama-birmingham,Alabama-Birmingham,Jordan Swing,jordan-swing-1,185,31
473,2014,alabama-birmingham,Alabama-Birmingham,Denzell Watts,denzell-watts-1,107,31
387,2014,alabama-birmingham,Alabama-Birmingham,Tosin Mehinti,tosin-mehinti-1,89,31
154,2014,alabama-birmingham,Alabama-Birmingham,Tyler Madison,tyler-madison-1,46,19
178,2014,alabama-birmingham,Alabama-Birmingham,Preston Purifoy,preston-purifoy-1,37,24
66,2014,alabama-birmingham,Alabama-Birmingham,Thaddeus Rideau,thaddeus-rideau-1,17,10
8,2014,alabama-birmingham,Alabama-Birmingham,Karl Moton,karl-moton-1,5,6
1114,2014,alabama-state,Alabama State,Jamel Waters,jamel-waters-1,451,32
899,2014,alabama-state,Alabama State,DeMarcus Robinson,demarcus-robinson-1,367,32
848,2014,alabama-state,Alabama State,Brandon Graham,brandon-graham-1,287,32
878,2014,alabama-state,Alabama State,Maurice Strong,maurice-strong-2,274,32
653,2014,alabama-state,Alabama State,Bobby Brown,bobby-brown-2,266,28
826,2014,alabama-state,Alabama State,Luther Page,luther-page-1,222,32
540,2014,alabama-state,Alabama State,Terrance LeFlore,terrance-leflore-1,149,32
347,2014,alabama-state,Alabama State,Tony Armstrong,tony-armstrong-1,125,23
234,2014,alabama-state,Alabama State,Billy Ingram,billy-ingram-1,75,25
72,2014,alabama-state,Alabama State,DeAngelo Stewart,deangelo-stewart-1,20,9
22,2014,alabama-state,Alabama State,Tony Jacob,tony-jacob-1,12,5
31,2014,alabama-state,Alabama State,Darius Scott,darius-scott-1,10,12
23,2014,alabama-state,Alabama State,Nick Davis,nick-davis-2,4,6
5,2014,alabama-state,Alabama State,Devonte' Neal,devonte-neal-1,3,1
0,2014,alabama-state,Alabama State,Sean Burroughs,sean-burroughs-1,0,1
1078,2014,alabama,Alabama,Trevor Releford,trevor-releford-1,574,31
958,2014,alabama,Alabama,Levi Randolph,levi-randolph-1,306,32
862,2014,alabama,Alabama,Retin Obasohan,retin-obasohan-1,284,30
698,2014,alabama,Alabama,Shannon Hale,shannon-hale-1,274,31
939,2014,alabama,Alabama,Rodney Cooper,rodney-cooper-1,239,32
501,2014,alabama,Alabama,Nick Jacobs,nick-jacobs-1,210,25
492,2014,alabama,Alabama,Algie Key,algie-kay-1,117,32
542,2014,alabama,Alabama,Jimmie Taylor,jimmie-taylor-1,97,32
365,2014,alabama,Alabama,Carl Engstrom,carl-engstrom-1,50,31
29,2014,alabama,Alabama,Dakota Slaughter,dakota-slaughter-1,13,11
11,2014,alabama,Alabama,Isiah Wilson,isiah-wilson-1,6,4
1157,2014,albany-ny,Albany (NY),Peter Hooley,peter-hooley-1,512,33
1149,2014,albany-ny,Albany (NY),DJ Evans,dj-evans-1,401,34
993,2014,albany-ny,Albany (NY),Sam Rowley,sam-rowley-1,379,34
974,2014,albany-ny,Albany (NY),Gary Johnson,gary-johnson-3,353,32
982,2014,albany-ny,Albany (NY),John Puk,john-puk-1,217,34
279,2014,albany-ny,Albany (NY),Dallas Ennema,dallas-ennema-1,89,23
391,2014,albany-ny,Albany (NY),Luke Devlin,luke-devlin-1,72,30
134,2014,albany-ny,Albany (NY),Anders Haas,anders-haas-1,62,21
277,2014,albany-ny,Albany (NY),Mike Rowley,michael-rowley-1,51,27
302,2014,albany-ny,Albany (NY),Dave Wiegmann,dave-wiegmann-1,47,29
76,2014,albany-ny,Albany (NY),Ede Egharevba,ede-egharevba-1,26,13
132,2014,albany-ny,Albany (NY),Levan Shengelia,levan-shengelia-1,24,18
25,2014,albany-ny,Albany (NY),Anthony Odunsi,anthony-odunsi-1,6,5
5,2014,albany-ny,Albany (NY),Reece Williams,reece-williams-1,0,5
924,2014,alcorn-state,Alcorn State,LeAntwan Luckett,leantwan-luckett-1,497,31
992,2014,alcorn-state,Alcorn State,Octavius Brown,octavius-brown-1,404,30
771,2014,alcorn-state,Alcorn State,Marquis Vance,marquis-vance-1,299,30
695,2014,alcorn-state,Alcorn State,Devonte Hampton,devonte-hampton-1,169,29
445,2014,alcorn-state,Alcorn State,Twann Oakley,twann-oakley-1,162,28
461,2014,alcorn-state,Alcorn State,Anthony Evans,anthony-evans-3,83,29
252,2014,alcorn-state,Alcorn State,Tyrel Hunt,tyrel-hunt-1,80,27
237,2014,alcorn-state,Alcorn State,Shaun Smith,shaun-smith-2,70,10
465,2014,alcorn-state,Alcorn State,Marius Myles,marius-myles-1,62,29
539,2014,alcorn-state,Alcorn State,Stephane Raquil,stephane-raquil-1,62,31
278,2014,alcorn-state,Alcorn State,Josh Nicholas,josh-nicholas-1,51,24
169,2014,alcorn-state,Alcorn State,George Thomas,george-thomas-1,16,25
34,2014,alcorn-state,Alcorn State,Denarius Odell,denarius-odell-1,15,5
61,2014,alcorn-state,Alcorn State,Corey Young,corey-young-1,15,13
0,2014,alcorn-state,Alcorn State,DeCarlos Holmes,decarlos-holmes-1,0,1
1095,2014,american,American,Jesse Reed,jesse-reed-1,427,31
1055,2014,american,American,Tony Wroblicky,tony-wroblicky-1,402,33
1208,2014,american,American,John Schoof,john-schoof-1,376,33
1222,2014,american,American,Darius Gardner,darius-gardner-1,373,33
589,2014,american,American,Kyle Kager,kyle-kager-1,190,33
497,2014,american,American,Marko Vasic,marko-vasic-1,124,32
349,2014,american,American,Charlie Jones,charlie-jones-2,53,26
169,2014,american,American,Austin Carroll,austin-carroll-1,45,25
147,2014,american,American,Yilret Yiljep,yilret-yiljep-1,33,13
55,2014,american,American,Jalen Rhea,jalen-rhea-1,30,13
91,2014,american,American,Zach Elcano,zach-elcano-1,14,16
145,2014,american,American,Justice Montgomery,justice-montgomery-1,14,21
1,2014,american,American,Jordan Borucki,jordan-borucki-1,0,1
2,2014,american,American,Kade Kager,kade-kager-1,0,3
1,2014,american,American,Langdon Neal,langdon-neal-1,0,1
958,2014,appalachian-state,Appalachian State,Tab Hamilton,tabarris-hamilton-1,382,30
724,2014,appalachian-state,Appalachian State,Tommy Spagnolo,tommy-spagnolo-1,254,30
735,2014,appalachian-state,Appalachian State,Michael Neal,michael-neal-3,252,26
754,2014,appalachian-state,Appalachian State,Chris Burgess,chris-burgess-3,214,30
522,2014,appalachian-state,Appalachian State,Tevin Baskin,tevin-baskin-1,207,25
820,2014,appalachian-state,Appalachian State,Michael Obacha,michael-obacha-1,161,30
426,2014,appalachian-state,Appalachian State,Ty Toney,ty-toney-1,136,22
422,2014,appalachian-state,Appalachian State,Frank Eaves,frank-eaves-1,130,26
230,2014,appalachian-state,Appalachian State,Jay Canty,jay-canty-1,111,9
187,2014,appalachian-state,Appalachian State,Mike Kobani,mike-kobani-1,86,20
155,2014,appalachian-state,Appalachian State,Rantavious Gilbert,rantavious-gilbert-1,57,18
99,2014,appalachian-state,Appalachian State,Aaron Scott,aaron-scott-4,37,10
11,2014,appalachian-state,Appalachian State,Dustin Clarke,dustin-clarke-1,4,3
6,2014,appalachian-state,Appalachian State,Mitch Purgason,mitch-purgason-1,3,3
1168,2014,arizona-state,Arizona State,Jahii Carson,jahii-carson-1,614,33
1013,2014,arizona-state,Arizona State,Jermaine Marshall,jermaine-marshall-1,482,32
1020,2014,arizona-state,Arizona State,Jordan Bachynski,jordan-bachynski-1,379,33
918,2014,arizona-state,Arizona State,Shaquielle McKissic,shaquielle-mckissic-1,287,32
939,2014,arizona-state,Arizona State,Jonathan Gilling,jonathan-gilling-1,253,33
346,2014,arizona-state,Arizona State,Bo Barnes,bo-barnes-1,112,25
377,2014,arizona-state,Arizona State,Egor Koulechov,egor-koulechov-1,100,27
332,2014,arizona-state,Arizona State,Eric Jacobsen,eric-jacobsen-1,77,32
