season,school,wins,adjoe,adjde,barthag,efg,efgd,tor,tord,orb,drb,ftr,ftrd,two_pct,two_pctd,three_pct,three_pctd,adj_t,wab
2020,Maryland Eastern Shore,0,"72.9
353","109.1
304",".0096
353","34.6
353","49.3
154","21.8
267","17.5
265","20.7
330","35
328","19.6
337","34.8
235","35
353","47.1
118","22.7
350","35.3
238","71.6
96","-3.7
335"
2019,Alcorn St.,0,"80.5
352","116.1
338",".0146
353","36.7
353","58.5
330","26.3
348","19.4
153","25.3
252","46
353","35.7
126","28.2
79","39.3
344","61.3
344","21.6
351","35.7
206","66.2
312","-1.2
162"
2020,SIU Edwardsville,0,"91.1
309","125.7
352",".0242
352","49.6
176","56.3
322","18.5
127","17.1
280","24.8
256","35.2
330","30.1
214","40.9
303","46.7
257","51.1
218","36.8
71","42.9
343","67.9
247","-3.2
305"
2019,Savannah St.,0,"91.7
321","131.0
353",".0164
352","45.4
300","64
351","20
223","10.3
353","22.7
303","36
334","12.1
353","29.1
94","50.7
169","58
324","27.6
327","47.8
351","77.7
10","-2.8
282"
2020,Maine,1,"86.9
338","117.1
345",".0313
351","45.9
284","55.5
316","26.1
348","14.4
344","24.4
266","28.2
166","24.9
297","33.6
215","47.4
244","54
276","29.1
293","38.4
301","65.6
322","-4.4
347"
2019,Maryland Eastern Shore,0,"83.0
351","114.3
327",".0244
351","40.6
347","57.3
314","19.6
205","18.1
208","19.3
342","36.7
339","26.6
292","41.1
295","41.8
327","59
330","25.5
342","37.1
251","66.2
312","-3.8
335"
2018,Longwood,0,"83.3
349","117.6
341",".0186
351","43.7
330","53.2
249","27.5
350","12.7
349","24.1
285","35.9
330","30
228","34.5
218","41.5
334","56.9
315","31.6
264","32.8
104","69.9
167","-4.3
332"
2017,Grambling St.,0,"79.7
350","119.7
345",".0092
351","37.3
350","65.7
351","18.3
152","23.5
18","26
264","41.3
345","24.3
323","25
31","37.8
344","61.9
347","24.1
345","47.8
348","70.2
152","-2.3
230"
2016,Grambling St.,0,"74.5
351","100.2
131",".0320
351","36.3
349","55.8
317","24.3
340","22.9
26","23
315","33.3
260","25.2
326","29
78","39.9
333","49.7
205","20.2
350","44.2
343","70.1
138","-2.6
246"
2015,Grambling St.,0,"66.5
351","109.1
303",".0033
351","28.7
351","52.7
273","29.7
350","18.8
215","25.7
307","44.9
350","41.4
86","48.6
318","25.5
351","54.8
321","27.8
311","32.9
145","65.6
166","-2.3
238"
2020,Mississippi Valley St.,0,"84.4
348","113.1
333",".0334
350","41.2
348","58.1
338","17.6
96","19.9
150","24.6
261","35
328","15.1
350","30.4
158","39.9
340","59.6
345","28.9
299","37.5
280","77.1
4","-3.4
319"
2019,Northwestern St.,1,"79.5
353","107.7
261",".0297
350","37.9
352","54.8
281","25.1
342","22.4
55","23.9
283","29.8
216","44.1
30","43.8
316","40.9
333","51.4
195","21.6
351","40.5
326","73.6
50","-1.5
181"
2018,Alabama A&M,0,"82.1
350","114.4
328",".0216
350","41.3
343","60.6
345","27.1
349","16
305","27.1
220","32.6
282","27.6
272","25.5
53","41.3
337","59.3
340","27.6
337","41.9
327","68.1
248","-3.4
296"
2017,Coppin St.,0,"81.8
349","119.6
343",".0125
350","37.4
349","63.5
348","22.4
313","20.6
88","32.4
103","35.4
311","22.4
338","37.4
222","34.5
350","61
344","28.9
312","44.4
338","67.9
264","-3.4
299"
2016,UTSA,0,"90.0
330","119.7
350",".0361
350","42.7
327","58
341","20.6
269","12.8
348","26.3
269","30.1
163","40.3
91","36.7
196","46.4
239","57
332","23.8
347","40
301","75.5
14","-4
324"
2015,Florida A&M,0,"84.5
340","115.7
342",".0260
350","47
231","56.1
330","25.1
332","17.8
257","26.1
297","29.6
121","40.4
108","31.2
86","46.2
204","58.3
344","32.8
195","35.4
221","68.8
50","-3.6
314"
2020,Chicago St.,1,"90.9
313","119.4
349",".0418
349","46.5
269","56.7
328","25.4
344","15.9
317","25
249","31.3
266","32.8
154","46.7
334","43.9
313","53.8
273","33.9
146","40.9
328","72.2
76","-3.7
332"
2019,Chicago St.,1,"84.5
349","114.3
326",".0301
349","45.6
297","59.5
336","26.4
349","18.1
208","24.4
273","30.5
237","33
174","33
165","44.8
292","59.9
337","31.6
252","39.5
313","74.9
24","-2.6
276"
2018,Chicago St.,0,"86.8
343","120.0
347",".0234
349","43.5
332","59.4
338","22
310","15.9
308","21.6
322","28
144","30.5
218","49.7
341","41.5
334","58.4
332","32.4
249","40.6
312","74.1
38","-5.2
346"
2017,Presbyterian,0,"88.1
340","119.8
346",".0286
349","43.7
315","56.9
317","24.8
344","14.9
326","27.8
224","27
87","23.5
330","33.2
154","42.7
307","51.3
237","30.2
299","42.6
330","66.1
312","-3.8
317"
2016,Delaware St.,0,"89.0
335","116.3
344",".0440
349","37.8
348","56.4
322","21.9
308","14.9
318","25.1
293","44.7
350","26.3
317","39.3
248","33.2
350","58.1
345","30.8
284","35.9
219","68.4
228","-3
279"
2015,Mississippi Valley St.,0,"88.0
327","118.0
346",".0331
349","36.1
349","57.2
340","20.9
231","20.4
141","25.1
321","46.6
351","25.4
334","44
282","37.2
347","59.3
346","22.5
346","36
229","70.8
20","-3.8
318"
2014,Jacksonville,1,"84.8
344","118.1
341",".0216
349","41.5
327","61.2
344","18.4
156","21.7
54","26.5
284","34.9
261","35.2
244","36.8
138","45.8
241","62.3
345","21.3
349","39.4
295","67.6
148","-3.3
320"
2020,Gardner Webb,0,"93.5
282","122.4
350",".0434
348","42.1
338","57.5
335","12.4
3","13.4
347","22
320","26.6
124","32
170","28.7
121","46.6
261","54.1
277","24
346","40.4
325","69.2
196","-2.2
256"
2019,Mississippi Valley St.,0,"90.6
326","120.2
345",".0373
348","41.3
343","59.5
336","17.2
94","15.1
326","27.2
210","30.1
231","34.7
145","30
106","41.4
329","57.2
318","27.3
333","41.9
337","71.7
101","-4.6
348"
2018,Northwestern St.,0,"84.6
347","115.0
331",".0285
348","39.4
348","59
336","24.5
338","18
209","36.2
28","33.3
290","22.1
334","28.4
99","37.3
348","51.9
233","30.6
293","46.9
349","70.5
140","-2.4
230"
2017,Central Connecticut,0,"86.9
345","117.8
338",".0293
348","42.5
333","62.1
347","23.1
327","22.9
31","31.4
124","33
265","34.8
166","34.8
183","41.2
324","58.9
337","31.4
277","44.5
339","68.1
248","-6.7
351"
2016,Prairie View A&M,0,"75.9
350","98.9
111",".0452
348","31.9
351","50.6
200","25.8
349","23.9
17","31.2
147","37.2
329","36.7
139","47.1
317","34.5
347","55.3
317","15.6
351","26.3
12","70.9
108","-3.9
318"
2015,San Jose St.,0,"77.9
350","103.1
214",".0380
348","37.9
348","53.6
290","20.6
218","19.9
165","27.4
266","35.1
289","22.2
345","29.5
67","37.3
346","51
264","25.9
332","38.2
273","61.2
330","-3.8
319"
2014,Southern Utah,0,"83.5
347","112.1
305",".0326
348","39.5
342","52.9
262","23.1
327","16.1
286","22.9
334","41.5
343","29.1
314","51.6
309","35.2
347","51.4
253","32.9
203","38.5
276","66.1
208","-3
308"
2020,Presbyterian,0,"88.9
331","115.4
343",".0472
347","44.3
316","53.6
281","23.9
326","14.9
340","25.2
241","34.3
321","31.1
192","32.4
194","49.3
183","52.8
255","23.3
348","36.5
265","67.4
262","-3
299"
2019,Delaware St.,1,"87.9
339","113.6
324",".0496
347","40.9
344","57.6
320","19.7
209","18.1
208","23.9
283","29.6
207","24.5
320","41.3
297","34
352","59.4
333","35
141","36.4
232","75.7
17","-2.8
281"
2018,Delaware St.,0,"90.4
330","122.3
349",".0299
347","43.8
327","58.6
330","22.4
320","17
264","30.6
130","37
339","23.6
325","35
223","43.8
305","51.9
233","29.1
320","43.9
341","66.3
314","-5.3
347"
2017,Alabama St.,0,"75.0
351","101.2
156",".0308
347","33.6
351","55.4
290","23.4
334","23.4
20","30.8
138","34.1
293","31.1
240","45.5
319","30.1
351","57.7
332","25.5
336","34.2
152","70.9
118","-2.6
249"
2016,Central Connecticut,1,"87.6
342","112.9
322",".0515
347","40.7
338","56.9
331","21.9
308","18.8
165","28.9
203","35.4
309","31.7
243","28.1
73","38.7
338","56
324","30.9
281","39.3
289","69.7
164","-3.4
303"
2015,Alcorn St.,0,"81.5
348","107.5
287",".0399
347","35.9
350","54.1
300","21.1
247","16.2
310","30.6
181","34
264","26.6
327","39.3
223","36.8
349","54
308","22.2
347","36.3
235","63.8
243","-3.7
316"
2014,Grambling St.,0,"93.7
298","125.5
348",".0334
347","41.3
332","64.9
348","20.3
236","17.3
233","31.3
168","33
206","25.8
339","43.4
228","37.9
338","63.3
347","30.8
249","46.6
343","72.7
18","-2.7
296"
2013,Grambling St.,0,"74.0
347","112.4
333",".0081
347","39.9
332","55.6
321","34.3
347","17.1
297","23.3
330","42
335","16.5
346","40.2
254","31.9
347","52.4
284","34.6
143","41.6
328","69.2
87","-2.2
227"
2010,Bryant,0,"76.3
347","108.6
300",".0171
347","39.4
336","48.7
155","25.9
335","20
200","24.1
328","41.2
334","24
334","40.1
233","39.3
327","45.5
109","26.5
315","37.5
242","66
261","-5.4
343"
2020,Alabama St.,0,"87.6
335","112.2
327",".0548
346","42.6
333","65.7
353","20.5
226","20.5
135","24.3
271","30.8
247","23.7
310","34.6
231","41.6
333","65.3
352","29.5
279","44.3
347","70
155","-3.8
336"
2019,UNC Asheville,0,"95.7
281","122.5
350",".0549
346","47.6
256","59.7
340","26.4
349","18.5
190","28.3
178","38.3
346","24.1
324","35.1
204","44.6
297","60.8
341","34.7
154","38.7
294","65.6
325","-3.9
338"
2018,Mississippi Valley St.,0,"83.9
348","111.3
296",".0375
346","38.6
350","58
324","20.8
263","18.8
168","28.5
179","36.8
335","20.3
341","32.6
185","37.9
347","57.9
324","27.3
339","38.8
286","67.8
262","-3.7
310"
2017,Delaware St.,0,"87.1
344","116.8
333",".0331
346","41.1
343","58.6
335","20.2
239","20.2
101","26.4
257","41.5
346","32.1
221","41
275","38.7
340","63.5
350","30.1
300","34.2
152","68.1
248","-4.5
333"
2016,Florida A&M,1,"83.1
347","106.9
258",".0524
346","44.2
318","52.1
239","21.8
305","18.3
189","26.5
265","30.3
171","41.3
75","32.3
121","42.4
311","48.1
155","32.2
236","39.7
298","68.5
220","-5.2
345"
2015,Marist,0,"79.9
349","105.0
251",".0415
346","43.9
295","52.6
271","27
345","22.8
49","18.3
347","34.6
277","43.8
54","30.6
80","44.7
237","54
308","28.7
301","33.5
161","66.6
121","-5.7
350"
2014,Bethune Cookman,0,"87.3
336","116.6
335",".0347
346","38.7
347","55.2
319","20.6
254","17.1
245","38.1
38","32.5
200","37.7
203","49.1
294","38.6
336","54.9
310","26
324","37
244","61.4
344","-5.6
349"
2013,The Citadel,0,"89.1
308","122.5
346",".0250
346","40.4
329","60.3
344","22.6
260","16.4
319","28.3
256","38.3
306","35.4
158","25.5
42","38.5
336","57.6
337","29.8
269","44
343","67.2
157","-3.6
312"
2010,Fairleigh Dickinson,0,"84.4
336","114.6
335",".0286
346","38.2
341","55.5
313","24.3
303","19.9
205","29.6
247","33.8
202","44.6
56","39.3
223","38.1
337","53.8
303","25.6
321","39
279","69.5
123","-5.7
344"
2020,Alcorn St.,0,"89.3
325","113.4
335",".0600
345","43.5
323","57
333","22.2
279","18.5
218","24.7
258","33.8
317","13.8
352","31.3
174","38.8
345","45.2
72","36.1
90","47.2
351","66
309","-1.4
191"
2019,Nicholls St.,0,"86.7
347","107.9
264",".0749
345","46.7
275","57.4
317","21.7
281","16.3
289","20
337","28.6
169","17.5
348","33.9
184","45.7
273","57.5
321","32
240","38.2
285","75.3
20","-1.5
184"
2018,Maryland Eastern Shore,1,"86.9
342","114.1
325",".0418
345","36.4
351","58.4
326","20.5
252","15.8
310","30.7
129","36.9
337","26.1
300","24.7
44","38.7
346","58
327","22
350","39.3
295","64.8
339","-3.3
289"
2017,Lafayette,1,"90.1
335","120.5
347",".0343
345","51.6
135","57.9
328","21.3
277","17.7
228","16.4
348","31.6
229","22.8
336","29.2
89","47.2
218","54.4
299","38.3
97","41.7
318","72.6
63","-3.4
300"
2016,Arkansas Pine Bluff,0,"81.9
349","105.2
237",".0529
345","38.6
347","56.5
327","24.8
343","21.6
53","27.5
240","37.5
333","21
346","55.6
345","32.8
351","52.7
280","31.4
264","43.4
338","66.3
299","-3.6
310"
2015,Central Arkansas,0,"91.3
306","117.6
343",".0516
345","44.4
284","56.2
332","25.9
340","19.6
183","34.1
88","44.2
349","35.4
196","42.3
263","44.5
242","52.5
294","29.5
290","43.8
343","66.6
121","-4.3
336"
2014,Eastern Illinois,1,"83.6
345","110.3
280",".0398
345","38.8
346","54.6
301","21.8
292","16.7
263","28
243","27.1
51","26.2
337","36.2
121","39.1
334","47.1
145","25.3
330","49.3
348","64.5
273","-3
309"
2013,Idaho St.,0,"79.8
339","105.9
281",".0370
345","41.7
321","54.8
308","21.8
228","18.8
250","22.1
334","37.2
294","26.7
300","34.5
176","44.3
242","53.4
298","24.4
328","38.1
289","58.7
346","-3.5
310"
2012,Grambling St.,0,"75.1
345","112.6
327",".0094
345","33
345","52.3
259","27.7
343","16.3
313","29.2
258","37.3
297","28.1
296","30.6
84","30.4
345","50
232","26.7
319","38.9
286","69.4
65","-2.7
256"
2011,Chicago St.,0,"86.2
335","125.0
345",".0137
345","41.7
330","57.3
332","24.6
313","17.5
293","28.7
277","37.3
279","31.7
259","50.5
319","42.4
296","52.2
284","26.2
330","43.5
327","73.4
17","-5.7
344"
2010,Southern,2,"85.3
332","115.0
336",".0312
345","42
314","55.2
308","23.5
275","22.1
110","32.2
179","33.7
200","37.6
142","33.1
112","40.4
313","50.8
250","31.1
250","42.4
327","73.8
26","-2.5
255"
2020,Marist,0,"85.4
345","107.7
287",".0647
344","42.8
330","50.2
193","23.8
323","19.9
150","30.3
118","29
186","24.1
303","56.6
351","42.3
329","46.3
101","29.2
285","36.8
273","64.4
341","-4.4
349"
2019,Coppin St.,0,"83.6
350","103.8
194",".0762
344","39.4
351","53.3
242","23.6
326","15.3
324","27.6
196","21.7
17","30.2
243","32.9
160","43.9
311","50.4
171","22.4
349","37.9
277","70.4
150","-4.5
346"
2018,Jacksonville,0,"87.6
340","113.9
323",".0466
344","43.1
337","57.1
314","19
186","20
117","27.8
197","37
339","20.3
341","28.6
104","43.6
314","57.2
322","28
333","38
261","69.4
189","-4.3
335"
2017,Mississippi Valley St.,0,"90.1
336","118.4
341",".0411
344","42.7
331","59.1
339","18.5
165","18.3
208","28.4
207","34.9
303","21.6
342","34.9
186","40.8
327","56.5
323","31.8
269","41.6
316","72.4
70","-2.6
255"
2016,Maine,1,"89.5
333","113.7
334",".0603
344","46.7
267","55.4
310","23.6
336","22.2
37","28.4
221","34.6
298","24.1
333","31.9
117","49.3
147","54.2
304","27.7
328","38.6
279","78.2
3","-4.7
340"
2015,Kennesaw St.,1,"87.7
329","111.6
328",".0591
344","43.1
310","54.5
306","23.4
311","17.9
254","27.5
263","32.8
227","22
346","40.1
235","41.7
309","55.7
332","30.1
272","34.2
185","65.5
171","-5.1
346"
2014,Prairie View A&M,0,"88.8
332","115.1
326",".0482
344","41.6
326","63.6
347","24.1
332","14.6
319","30.3
198","35.9
289","26.6
334","47.7
279","42.1
309","60.3
342","27.1
307","46.8
346","68.6
113","-2.2
269"
2013,East Tennessee St.,0,"78.5
342","103.7
252",".0393
344","39.4
337","52.4
278","23.3
282","22.3
100","24.4
317","39.8
320","22
338","22.7
26","39.4
323","50.2
244","26.2
312","37.1
264","67.5
147","-4.2
330"
2012,Binghamton,0,"83.6
341","118.6
342",".0175
344","40.7
327","61
343","22.4
267","21.1
139","25.1
316","29.9
82","36.9
151","39.3
226","40.5
317","58.4
337","27.4
314","44.1
338","65.8
205","-6
343"
2011,Houston Baptist,1,"85.3
338","114.8
337",".0317
344","45.7
263","53.7
291","22.5
247","19.8
207","28.4
286","40.5
332","35.3
205","25.9
30","45.1
247","53.1
302","31.3
248","36.6
234","71.2
44","-3.4
291"
2010,UT Rio Grande Valley,0,"83.8
338","112.5
327",".0325
344","40.4
332","58.8
338","20.4
151","20.1
197","23.1
334","36.6
281","34.5
203","37.8
199","40.6
307","55.5
323","26.7
314","45
341","68.3
185","-5
338"
2009,Grambling St.,0,"76.3
342","113.7
332",".0100
344","36.3
341","56.2
325","26.3
326","18.1
290","28.8
279","38
283","49
11","30.3
91","38.1
330","55.9
326","22.2
340","37.9
275","66.9
188","-3.6
302"
2020,Middle Tennessee,0,"89.3
324","111.4
325",".0730
343","45.2
296","58.3
340","22.6
296","19.4
172","24
280","30.1
225","34.7
112","32.2
190","46.7
257","54.3
281","28.9
299","45.5
349","70.7
124","-2.7
286"
2019,South Carolina St.,0,"93.0
316","115.4
330",".0772
343","42.3
337","56.4
306","21.8
285","18.6
188","28.4
174","34
308","36.5
116","34.1
188","44.3
305","55.5
284","24.7
344","38.3
286","71
129","-3.4
314"
2018,USC Upstate,0,"101.9
196","131.6
351",".0497
343","46
298","69
351","16.6
57","14.7
326","21.5
323","32.8
286","17.1
349","29.5
127","46.1
268","62.4
347","30.6
293","54
351","67.4
281","-2.9
270"
2017,Southern Miss,0,"83.6
348","108.6
269",".0468
343","42.2
335","53.6
257","22.5
314","18.5
200","22.7
318","28.1
127","29.7
265","34.8
183","40.8
327","49.3
188","29.4
306","39.2
281","69
212","-5.3
340"
2016,Alcorn St.,0,"87.4
343","110.6
297",".0629
343","39
346","55.2
307","19.5
214","21
68","30.4
166","36.6
324","38
123","32.7
129","38
342","49.5
196","27
334","43.9
341","67
279","-2.4
235"
2015,Presbyterian,0,"95.3
260","120.5
350",".0631
343","48.2
194","57.6
343","17.2
61","11.7
351","23
336","32.6
214","28.1
314","24.7
23","48.9
149","51.2
270","30.8
250","45.1
347","61.3
324","-4.9
345"
2014,Kennesaw St.,0,"83.5
346","106.8
231",".0561
343","40
338","52.5
255","21.7
288","20.9
74","29.6
213","34.6
253","28.8
319","57.2
334","39
335","56.8
325","28.1
293","26.2
21","69.9
63","-3.4
324"
2013,Montana St.,0,"90.4
296","118.4
344",".0429
343","42.9
301","55.6
321","15.3
10","24.5
39","28
262","33
199","33.5
188","56.3
343","41.5
303","55.6
319","30.1
264","37.2
265","71.7
30","-2.8
270"
2012,Alcorn St.,0,"86.3
330","113.3
330",".0419
343","39.4
335","47.7
146","22.2
257","14.7
338","25.7
312","51.6
345","34.2
197","37.9
203","39.7
325","49
211","25.6
331","28.9
47","67.7
123","-1.9
202"
2011,Centenary,0,"81.3
342","107.9
290",".0374
343","40.9
335","52.6
261","23.8
298","22
104","31.1
226","42.4
339","41.5
100","49.2
306","39.2
333","54.1
313","30.2
274","33.1
139","68.9
110","-5.4
342"
2010,Penn,0,"89.5
305","120.2
345",".0327
343","45.2
269","57.8
333","21.3
198","16.4
318","25.7
314","33.8
202","21.9
341","41.3
243","44.6
243","56
326","30.8
259","40.6
305","69.2
138","-3.7
312"
2009,NJIT,0,"71.1
343","102.9
217",".0141
343","35.6
343","48.7
161","28
336","23
93","31.1
227","37.6
278","35.6
163","52.4
332","38.7
326","46.1
125","19.5
342","36.8
254","65.1
250","-6.9
344"
2020,Arkansas Pine Bluff,0,"81.0
351","100.7
184",".0754
342","42
340","54.5
303","31.3
353","21.6
88","21.9
321","32.8
302","27.5
267","39.3
287","38.5
347","54.4
286","34.8
123","36.5
265","67.3
266","-3.3
311"
2019,Stetson,2,"97.9
251","121.0
347",".0803
342","46.4
281","58
323","19.1
185","18
212","28.6
166","35.5
331","24.9
319","30.2
110","45
286","55.8
291","32.4
225","40.6
328","71.1
126","-2.1
236"
2018,Coppin St.,0,"86.6
344","110.3
290",".0585
342","39.9
347","49.7
144","21.4
280","16.5
286","18.7
344","35.2
319","24.7
314","39.2
271","34.8
350","46.9
104","30.3
300","36.3
216","68.9
211","-5.6
349"
2017,Florida A&M,0,"87.3
343","112.4
313",".0520
342","44
311","59.5
343","22.1
307","20.8
82","18.4
345","35.5
314","31.3
237","30.2
106","42.1
315","54.5
300","32
265","45
342","77.1
5","-3.7
312"
2016,UT Rio Grande Valley,0,"89.7
332","113.0
325",".0659
342","45.5
289","53.4
272","19.6
221","14.8
320","22.4
320","32.4
235","29.4
278","37.4
219","44.8
276","53.1
287","31.2
269","35.9
219","68.9
195","-5.9
350"
2015,Alabama A&M,0,"88.9
321","112.2
333",".0640
342","42.9
314","59.3
348","25.5
336","15.4
328","32.1
135","32.3
208","26.9
326","37.5
192","40.8
321","60.7
348","30.6
257","37.5
259","59.5
345","-3
285"
2014,Howard,1,"89.1
329","113.2
310",".0599
342","41
335","57.1
329","22.4
312","20.8
78","33.9
113","37.4
319","37.3
208","40.4
190","39.2
331","58.7
340","30.2
263","36.4
227","67.6
148","-4.4
343"
2013,Houston Baptist,0,"78.1
343","102.2
227",".0437
342","38.2
340","48.9
200","25.6
331","21.8
115","29.3
234","35.1
259","34
182","47.6
325","35.3
344","46.4
153","31.1
238","37.2
265","75.7
6","-4.4
334"
2012,The Citadel,0,"92.0
291","118.8
344",".0498
342","46.7
234","60.1
341","21.7
229","16
324","31.5
202","34.8
239","23.5
328","20.9
7","44
257","62
344","35.3
147","37.9
268","65.9
200","-4.9
337"
2011,Maryland Eastern Shore,0,"88.4
327","116.9
343",".0386
342","42.2
322","58.9
343","17.2
38","15.1
338","23.2
331","45.8
344","20.2
344","31.9
90","41.1
316","56.2
330","29.4
289","43.7
329","67.5
158","-2.6
235"
2010,Houston Baptist,1,"91.7
285","121.2
347",".0386
342","41.1
326","55
304","19.7
124","22.9
76","37.5
61","42
338","43.4
74","45.1
280","41.8
298","53.4
294","25.6
321","39.1
280","73.7
27","-4.2
327"
2009,North Carolina Central,0,"79.5
340","111.1
317",".0210
342","41.2
323","53.9
296","25.7
315","22.7
106","26.2
316","41.3
325","26.9
306","40.8
252","40.8
309","54.9
314","28
307","34.8
193","72.9
23","-6.2
340"
2020,"Fort Wayne
vs. 234 North Dakota",1,"88.8
333","109.7
312",".0813
341","45.1
297","56.6
327","22.5
295","19.2
181","35.8
31","25.8
104","17.1
346","16.6
6","49.2
185","58
332","27
332","36.5
265","66.3
300","-2.2
250"
2019,Tennessee Tech,1,"95.0
289","116.9
343",".0839
341","46.3
283","59.1
334","17.2
94","21.8
68","33.1
61","36.4
337","35.5
128","30.9
125","42.9
323","57.5
321","36.1
116","41.6
335","68.2
244","-1.9
221"
2018,Alcorn St.,0,"90.9
326","115.7
337",".0589
341","43.9
326","58.1
325","20.9
267","14.7
326","17.6
347","46.3
351","19.6
346","25
47","41.9
330","49.2
162","31.1
278","44.4
344","65.6
329","-1
133"
2017,Arkansas Pine Bluff,0,"84.5
347","108.5
267",".0532
341","43.6
319","55.4
290","28
351","22.4
38","30.4
151","38
334","25.1
316","55.1
345","40.6
330","55.7
314","32.9
240","36.8
222","68.5
238","-5.8
350"
2016,Bradley,0,"82.2
348","102.1
169",".0769
341","41.8
334","49.4
165","26.5
351","14.1
338","25.3
289","30
159","29.9
273","53.6
341","43.6
292","50
211","26.3
339","32.4
114","66.6
290","-4.1
329"
2015,Binghamton,0,"86.3
335","108.9
302",".0648
341","44.9
271","53.8
293","24
319","20.5
136","21.8
343","35.9
306","36.7
167","32.9
111","43.9
257","49.8
234","31
245","39.6
305","66.2
139","-5.5
348"
2014,Maryland Eastern Shore,0,"92.8
304","117.7
338",".0610
341","39.6
341","56.8
327","17.2
97","17.8
203","27.7
249","31.3
165","45.6
79","37.8
151","40.3
325","53.1
286","25.5
329","43.9
338","67.8
139","-3.5
328"
2013,Maryland Eastern Shore,0,"95.3
235","124.1
347",".0459
341","42
318","64.5
347","21.5
214","18.3
263","31.4
183","39.7
319","31.3
237","30.1
102","39.6
322","65.5
347","31.3
231","42
332","69.5
76","-2.5
246"
2012,Chicago St.,0,"85.0
338","109.6
299",".0505
341","40
333","54.9
304","24.2
315","18.9
232","32.5
171","36.8
289","27.4
305","43.2
273","39.3
327","53.5
296","28.1
305","37.9
268","74.3
10","-4.3
323"
2011,Grambling St.,1,"76.7
345","100.5
155",".0432
341","40
340","50.1
201","27.6
343","22.2
95","29
273","31.1
123","27.2
314","35.5
148","40.5
322","50.2
234","25.8
336","33.3
148","73.1
19","-3.5
298"
2010,Prairie View A&M,0,"84.5
335","111.1
323",".0412
341","40.8
330","62.5
345","21
180","22.1
110","27.3
297","29.3
74","32
254","40.3
236","38.6
332","60.6
345","29.2
292","42.7
329","72.8
35","-2.5
253"
2009,Alcorn St.,0,"85.2
324","114.4
337",".0328
341","41.5
322","56.6
328","22.2
226","18.2
285","23.8
329","47
343","25.6
322","36.3
196","39.8
318","57.1
333","30.3
266","37.1
259","76.5
6","-2.7
254"
2008,Grambling St.,0,"67.4
341","113.8
330",".0024
341","36
340","56.3
314","32.4
340","16.9
330","19.4
338","40.5
323","34
203","26.8
44","34.3
339","57.4
328","26.7
321","35.3
165","82.7
1","-0.6
102"
2020,Central Connecticut,0,"87.1
337","107.0
276",".0858
340","45.1
297","53
267","20.1
205","19.5
166","23
303","31.2
264","29.8
223","30.3
154","43.4
319","60.4
347","32.6
198","29.3
65","70.8
120","-3.6
326"
2019,Manhattan,0,"86.9
346","107.0
250",".0839
340","42.5
333","51.7
198","23.3
318","22.8
45","31.5
100","30.7
243","39.1
77","52.6
347","43.4
316","49.7
149","27
336","36.6
240","66
321","-5
351"
2018,Florida A&M,0,"93.3
316","117.6
340",".0652
340","47.6
265","56.2
302","21.5
285","17.5
230","28
194","38.8
345","28.5
256","34.1
210","43.6
314","51.8
229","37.4
106","41.7
324","68.1
248","-5.4
348"
2017,Alabama A&M,0,"92.7
310","117.2
334",".0634
340","43.6
319","54.7
276","19.5
207","13.7
342","25.8
268","38.6
339","42
55","28.4
72","47.6
205","51.4
241","23.6
348","40.3
296","69.4
192","-3.9
318"
2016,Mississippi Valley St.,0,"90.5
326","112.1
316",".0787
340","40.6
339","55.5
311","18.3
148","18.8
165","26.3
269","35.4
309","26.6
311","34.7
156","38.2
340","57.6
339","31.7
252","34.8
185","76
9","-4.8
341"
2015,Savannah St.,0,"83.8
343","105.5
261",".0665
340","39.9
344","61.5
351","24.4
327","26.5
7","30.2
191","40.6
343","27.5
321","53.4
336","40.5
325","57.7
342","25.6
337","46.2
351","66
148","-2.7
267"
2014,Alcorn St.,0,"86.8
338","109.6
273",".0643
340","39.1
343","52.9
262","20.2
234","20.7
85","32.5
144","36.3
297","36.2
228","41.3
201","40.7
321","53.6
295","23.5
341","34.3
172","63.5
303","-4.7
344"
2013,Texas A&M Corpus Chris,0,"88.3
313","114.8
341",".0467
340","40
330","54.7
306","20.5
172","21.5
129","29.7
220","42.7
340","25.6
311","39.7
251","39.4
323","53.2
294","27.8
298","38.5
294","65.3
225","-3.8
315"
2012,Texas Southern,0,"77.5
344","98.7
143",".0587
340","40.5
328","55.1
308","29.7
344","23
72","27.6
286","35.9
268","33.1
213","35.8
181","41.5
300","51.3
263","25.6
331","40.3
301","68.2
106","-2.5
244"
2011,UMBC,1,"89.2
320","116.2
341",".0458
340","43
314","56.7
327","20.6
180","19.1
236","28.4
286","38.9
308","22.4
337","50.9
321","41.4
312","54.3
316","31.2
251","40.4
302","67.9
144","-3.7
307"
2010,Winston Salem St.,0,"82.2
344","107.1
281",".0456
340","37.6
344","55.3
310","26.5
339","21.3
141","32.6
166","44.9
345","27.4
312","36.9
181","37.1
342","56.4
329","25.7
319","35.4
190","69.4
127","-2.1
217"
2009,Bryant,0,"81.4
339","109.2
300",".0329
340","39.5
330","54.6
309","23.9
285","20.9
177","27.1
303","37.4
270","25.4
323","33.1
129","37.3
334","55.4
321","28.3
299","35.5
223","62.3
314","-5.1
332"
