player,player_id,season,url_school,school,rsci
Evan Washington,evan-washington-1,2010,air-force,Air Force,NA
Grant Parker,grant-parker-1,2010,air-force,Air Force,NA
Tom Fow,tom-fow-1,2010,air-force,Air Force,NA
Michael Lyons,michael-lyons-1,2010,air-force,Air Force,NA
Mike McLain,mike-mclain-1,2010,air-force,Air Force,NA
Todd Fletcher,todd-fletcher-1,2010,air-force,Air Force,NA
Derek Brooks,derek-brooks-1,2010,air-force,Air Force,NA
Mike Fitzgerald,mike-fitzgerald-1,2010,air-force,Air Force,NA
Taylor Broekhuis,taylor-broekhuis-1,2010,air-force,Air Force,NA
Avery Merriex,avery-merriex-1,2010,air-force,Air Force,NA
Taylor Stewart,taylor-stewart-1,2010,air-force,Air Force,NA
Zach Bohannon,zach-bohannon-1,2010,air-force,Air Force,NA
Shawn Hempsey,shawn-hempsey-1,2010,air-force,Air Force,NA
Sammy Schafer,sammy-schafer-1,2010,air-force,Air Force,NA
Saj El-Amin,saj-el-amin-1,2010,air-force,Air Force,NA
Adam Brakeville,adam-brakeville-1,2010,air-force,Air Force,NA
Kyle Green,kyle-green-1,2010,air-force,Air Force,NA
Jimmy Conyers,jimmy-conyers-1,2010,akron,Akron,
Chris McKnight,chris-mcknight-1,2010,akron,Akron,
Brett Mcknight,brett-mcknight-1,2010,akron,Akron,
Steve McNees,steve-mcnees-1,2010,akron,Akron,
Anthony Hitchens,anthony-hitchens-1,2010,akron,Akron,
Darryl Roberts,darryl-roberts-1,2010,akron,Akron,
Nikola Cvetinovic,nikola-cvetinovic-1,2010,akron,Akron,
Zeke Marshall,zeke-marshall-1,2010,akron,Akron,61 (2009)
Brett McClanahan,brett-mcclanahan-1,2010,akron,Akron,
Ronnie Steward,ronnie-steward-1,2010,akron,Akron,
Mike Bardo,mike-bardo-1,2010,akron,Akron,
Tim Carroll,tim-carroll-1,2010,akron,Akron,
Steve Swiech,steve-swiech-1,2010,akron,Akron,
Alex Sullivan,alex-sullivan-1,2010,akron,Akron,
Kyle Petersen,kyle-petersen-1,2010,akron,Akron,
Cornelius Hester,cornelius-hester-1,2010,alabama-am,Alabama A&M,NA
Casey Cantey,casey-cantey-1,2010,alabama-am,Alabama A&M,NA
Bo Amusa,bo-amusa-1,2010,alabama-am,Alabama A&M,NA
Evan Hilton,evan-hilton-1,2010,alabama-am,Alabama A&M,NA
Maurice Kemp,maurice-kemp-1,2010,alabama-am,Alabama A&M,NA
Jonathan Inman,jonathan-inman-1,2010,alabama-am,Alabama A&M,NA
Adam Young,adam-young-1,2010,alabama-am,Alabama A&M,NA
Marcus Lee,marcus-lee-1,2010,alabama-am,Alabama A&M,NA
Jabari Deshields,jabari-deshields-1,2010,alabama-am,Alabama A&M,NA
Desmond Jackson,desmond-jackson-1,2010,alabama-am,Alabama A&M,NA
Reggie Porter,reggie-porter-1,2010,alabama-am,Alabama A&M,NA
