player,player_id,season,url_school,school,rsci
Clint Nwosuh,clint-nwosuh-1,2013,alcorn-state,Alcorn State,NA
Martrevious Sanders,martrevious-sanders-1,2013,alcorn-state,Alcorn State,NA
Larry Johnson,larry-johnson-4,2013,alcorn-state,Alcorn State,NA
Stephen Lumpkins,stephen-lumpkins-1,2013,american,American,NA
Daniel Munoz,daniel-munoz-1,2013,american,American,NA
John Schoof,john-schoof-1,2013,american,American,NA
Tony Wroblicky,tony-wroblicky-1,2013,american,American,NA
Blake Jolivette,blake-jolivette-1,2013,american,American,NA
Jesse Reed,jesse-reed-1,2013,american,American,NA
Mike Bersch,mike-bersch-1,2013,american,American,NA
Austin Carroll,austin-carroll-1,2013,american,American,NA
Marko Vasic,marko-vasic-1,2013,american,American,NA
Kyle Kager,kyle-kager-1,2013,american,American,NA
Daniel Fisher,daniel-fisher-1,2013,american,American,NA
Zach Elcano,zach-elcano-1,2013,american,American,NA
Warren Flood,warren-flood-1,2013,american,American,NA
Nathan Healy,nathan-healy-1,2013,appalachian-state,Appalachian State,NA
Jay Canty,jay-canty-1,2013,appalachian-state,Appalachian State,NA
Tevin Baskin,tevin-baskin-1,2013,appalachian-state,Appalachian State,NA
Tab Hamilton,tabarris-hamilton-1,2013,appalachian-state,Appalachian State,NA
Jamaal Trice,jamaal-trice-1,2013,appalachian-state,Appalachian State,NA
Michael Neal,michael-neal-3,2013,appalachian-state,Appalachian State,NA
Michael Obacha,michael-obacha-1,2013,appalachian-state,Appalachian State,NA
Chris Burgess,chris-burgess-3,2013,appalachian-state,Appalachian State,NA
Frank Eaves,frank-eaves-1,2013,appalachian-state,Appalachian State,NA
Brian Okam,brian-okam-1,2013,appalachian-state,Appalachian State,NA
Rantavious Gilbert,rantavious-gilbert-1,2013,appalachian-state,Appalachian State,NA
Tommy Spagnolo,tommy-spagnolo-1,2013,appalachian-state,Appalachian State,NA
Bennett Rutherford,bennett-rutherford-1,2013,appalachian-state,Appalachian State,NA
Jahii Carson,jahii-carson-1,2013,arizona-state,Arizona State,30 (2011)
Carrick Felix,carrick-felix-1,2013,arizona-state,Arizona State,
Evan Gordon,evan-gordon-1,2013,arizona-state,Arizona State,
Jordan Bachynski,jordan-bachynski-1,2013,arizona-state,Arizona State,
Jonathan Gilling,jonathan-gilling-1,2013,arizona-state,Arizona State,
Chris Colvin,chris-colvin-1,2013,arizona-state,Arizona State,97 (2009)
Ruslan Pateev,ruslan-pateev-1,2013,arizona-state,Arizona State,
Eric Jacobsen,eric-jacobsen-1,2013,arizona-state,Arizona State,
Bo Barnes,bo-barnes-1,2013,arizona-state,Arizona State,
Kenny Martin,kenny-martin-1,2013,arizona-state,Arizona State,
Joey Hormes,joey-hormes-1,2013,arizona-state,Arizona State,
Jarett Upchurch,jarett-upchurch-1,2013,arizona-state,Arizona State,
David Whitmore,david-whitmore-1,2013,arizona-state,Arizona State,
Mark Lyons,mark-lyons-1,2013,arizona,Arizona,
Solomon Hill,solomon-hill-1,2013,arizona,Arizona,56 (2009)
Nick Johnson,nick-johnson-1,2013,arizona,Arizona,22 (2011)
Kevin Parrom,kevin-parrom-1,2013,arizona,Arizona,
Brandon Ashley,brandon-ashley-1,2013,arizona,Arizona,15 (2012)
Kaleb Tarczewski,kaleb-tarczewski-1,2013,arizona,Arizona,7 (2012)
Grant Jerrett,grant-jerrett-1,2013,arizona,Arizona,11 (2012)
Jordin Mayes,jordin-mayes-1,2013,arizona,Arizona,
Angelo Chol,angelo-chol-1,2013,arizona,Arizona,59 (2011)
Gabe York,gabe-york-1,2013,arizona,Arizona,47 (2012)
Max Wiepking,max-wiepking-1,2013,arizona,Arizona,
Quinton Crawford,quinton-crawford-1,2013,arizona,Arizona,
Jacob Hazzard,jacob-hazzard-1,2013,arizona,Arizona,
Drew Mellon,drew-mellon-1,2013,arizona,Arizona,
Will Neighbour,will-neighbour-1,2013,arkansas-little-rock,Little Rock,NA
John Gillon,john-gillon-1,2013,arkansas-little-rock,Little Rock,NA
Josh Hagins,josh-hagins-1,2013,arkansas-little-rock,Little Rock,NA
Leroy Isler,leroy-isler-1,2013,arkansas-little-rock,Little Rock,NA
James White,james-white-2,2013,arkansas-little-rock,Little Rock,NA
Ben Dillard,ben-dillard-1,2013,arkansas-little-rock,Little Rock,NA
Michael Javes,michael-javes-1,2013,arkansas-little-rock,Little Rock,NA
Kemy Osse,kemy-osse-1,2013,arkansas-little-rock,Little Rock,NA
Taggart Lockhart,taggart-lockhart-1,2013,arkansas-little-rock,Little Rock,NA
Gus Leeper,gus-leeper-1,2013,arkansas-little-rock,Little Rock,NA
Stetson Billings,setson-billings-1,2013,arkansas-little-rock,Little Rock,NA
Ted Crass,ted-crass-1,2013,arkansas-little-rock,Little Rock,NA
Casey Wilmath,casey-wilmath-1,2013,arkansas-little-rock,Little Rock,NA
Andrew Poulter,andrew-poulter-1,2013,arkansas-little-rock,Little Rock,NA
DaVon Haynes,davon-haynes-1,2013,arkansas-pine-bluff,Arkansas-Pine Bluff,NA
Lazabian Jackson,lazabian-jackson-1,2013,arkansas-pine-bluff,Arkansas-Pine Bluff,NA
Terrell Kennedy,terrell-kennedy-1,2013,arkansas-pine-bluff,Arkansas-Pine Bluff,NA
Mitchell Anderson,mitchell-anderson-1,2013,arkansas-pine-bluff,Arkansas-Pine Bluff,NA
Tevin Hammond,tevin-hammond-1,2013,arkansas-pine-bluff,Arkansas-Pine Bluff,NA
Daniel Broughton,daniel-broughton-1,2013,arkansas-pine-bluff,Arkansas-Pine Bluff,NA
Marcel Mosley,marcel-mosley-1,2013,arkansas-pine-bluff,Arkansas-Pine Bluff,NA
Jaylon Floyd,jaylon-floyd-1,2013,arkansas-pine-bluff,Arkansas-Pine Bluff,NA
Trent Whiting,trent-whiting-2,2013,arkansas-pine-bluff,Arkansas-Pine Bluff,NA
Warren Boyd,warren-boyd-1,2013,arkansas-pine-bluff,Arkansas-Pine Bluff,NA
Kyle Jones,kyle-jones-1,2013,arkansas-pine-bluff,Arkansas-Pine Bluff,NA
Chandler Savage,chandler-savage-1,2013,arkansas-pine-bluff,Arkansas-Pine Bluff,NA
Demetrious Smith,demetrious-smith-1,2013,arkansas-pine-bluff,Arkansas-Pine Bluff,NA
Jared Young,jarrod-young-1,2013,arkansas-pine-bluff,Arkansas-Pine Bluff,NA
Edward Townsel,edward-townsel-1,2013,arkansas-state,Arkansas State,NA
Brandon Peterson,brandon-peterson-2,2013,arkansas-state,Arkansas State,NA
Trey Finn,trey-finn-1,2013,arkansas-state,Arkansas State,NA
Cameron Golden,cameron-golden-1,2013,arkansas-state,Arkansas State,NA
Marcus Hooten,marcus-hooten-1,2013,arkansas-state,Arkansas State,NA
Raeford Worsham,raeford-worsham-1,2013,arkansas-state,Arkansas State,NA
Kendrick Washington,kendrick-washington-1,2013,arkansas-state,Arkansas State,NA
Rakeem Dickerson,rakeem-dickerson-1,2013,arkansas-state,Arkansas State,NA
Kelvin Downs,kelvin-downs-1,2013,arkansas-state,Arkansas State,NA
Jordan Weaver,jordan-weaver-1,2013,arkansas-state,Arkansas State,NA
Josh Pierre,josh-pierre-1,2013,arkansas-state,Arkansas State,NA
Seth Kisler,seth-kisler-1,2013,arkansas-state,Arkansas State,NA
Kristopher Brown,kristopher-brown-1,2013,arkansas-state,Arkansas State,NA
B.J. Young,bj-young-1,2013,arkansas,Arkansas,20 (2011)
Marshawn Powell,marshawn-powell-1,2013,arkansas,Arkansas,72 (2009)
Coty Clarke,coty-clarke-1,2013,arkansas,Arkansas,
Mardracus Wade,mardracus-wade-1,2013,arkansas,Arkansas,
Hunter Mickelson,hunter-mickelson-1,2013,arkansas,Arkansas,71 (2011)
Michael Qualls,michael-qualls-1,2013,arkansas,Arkansas,
Rickey Scott,rickey-scott-1,2013,arkansas,Arkansas,
Rashad Madden,rashad-madden-1,2013,arkansas,Arkansas,42 (2011)
Anthlon Bell,anthlon-bell-1,2013,arkansas,Arkansas,
Kikko Haydar,kikko-haydar-1,2013,arkansas,Arkansas,
Jacorey Williams,jacorey-williams-1,2013,arkansas,Arkansas,
Fred Gulley,fred-gulley-1,2013,arkansas,Arkansas,
DeQuavious Wagner,dequavious-wagner-1,2013,arkansas,Arkansas,
Davion Spivey,davion-spivey-1,2013,arkansas,Arkansas,
Charlie Henderson,charlie-henderson-1,2013,arkansas,Arkansas,
Ella Ellis,ella-ellis-1,2013,army,Army,NA
Kyle Wilson,kyle-wilson-5,2013,army,Army,NA
Kyle Toth,kyle-toth-1,2013,army,Army,NA
Larry Toomey,larry-toomey-1,2013,army,Army,NA
Dylan Cox,dylan-cox-1,2013,army,Army,NA
Josh Herbeck,josh-herbeck-1,2013,army,Army,NA
Kevin Ferguson,kevin-ferguson-1,2013,army,Army,NA
Andrew Stire,andrew-stire-1,2013,army,Army,NA
Jordan Springer,jordan-springer-1,2013,army,Army,NA
Matt Gramling,matt-gramling-1,2013,army,Army,NA
Maxwell Lenox,maxwell-lenox-1,2013,army,Army,NA
Tanner Plomb,tanner-plomb-1,2013,army,Army,NA
Cartavious Kincade,cartavious-kincade-1,2013,army,Army,NA
Mo Williams,mo-williams-2,2013,army,Army,NA
Kyle Weldon,kyle-weldon-1,2013,army,Army,NA
Sean Billerman,sean-billerman-1,2013,army,Army,NA
Milton Washington,milton-washington-1,2013,army,Army,NA
Zach Lord,zach-lord-1,2013,army,Army,NA
Travis Rollo,travis-rollo-1,2013,army,Army,NA
Frankie Sullivan,frankie-sullivan-1,2013,auburn,Auburn,
Rob Chubb,rob-chubb-1,2013,auburn,Auburn,
Allen Payne,allen-payne-1,2013,auburn,Auburn,
Chris Denson,chris-denson-1,2013,auburn,Auburn,
Shaquille Johnson,shaquille-johnson-2,2013,auburn,Auburn,
Noel Johnson,noel-johnson-1,2013,auburn,Auburn,42 (2009)
Jordan Price,jordan-price-1,2013,auburn,Auburn,70 (2012)
Josh Wallace,josh-wallace-1,2013,auburn,Auburn,
Asauhn Dixon-Tatum,asauhn-dixon-tatum-1,2013,auburn,Auburn,
Brian Greene,brian-greene-3,2013,auburn,Auburn,
Jordon Granger,jordon-granger-1,2013,auburn,Auburn,
Shareif Adamu,shareif-adamu-2,2013,auburn,Auburn,
Nick Pellar,nick-pellar-1,2013,auburn,Auburn,
Dylan Spencer,dylan-spencer-1,2013,auburn,Auburn,
C.J. Holmes,cj-holmes-1,2013,auburn,Auburn,
Travis Betran,travis-betran-1,2013,austin-peay,Austin Peay,NA
Anthony Campbell,anthony-campbell-1,2013,austin-peay,Austin Peay,NA
Will Triggs,will-triggs-1,2013,austin-peay,Austin Peay,NA
Chris Horton,chris-horton-1,2013,austin-peay,Austin Peay,NA
Chris Freeman,chris-freeman-1,2013,austin-peay,Austin Peay,NA
Corey Arentsen,corey-arentsen-1,2013,austin-peay,Austin Peay,NA
Jeremy Purvis,jeremy-purvis-1,2013,austin-peay,Austin Peay,NA
A.J. Lynch,aj-lynch-1,2013,austin-peay,Austin Peay,NA
Preston Herring,preston-herring-1,2013,austin-peay,Austin Peay,NA
Herdie Lawrence,herdie-lawrence-1,2013,austin-peay,Austin Peay,NA
Jerome Clyburn,jerome-clyburn-1,2013,austin-peay,Austin Peay,NA
Thomas Greer,thomas-greer-1,2013,austin-peay,Austin Peay,NA
Matt Hasse,matt-hasse-1,2013,austin-peay,Austin Peay,NA
Joe Harms,joe-harms-1,2013,austin-peay,Austin Peay,NA
Kevin Covington,kevin-covington-1,2013,austin-peay,Austin Peay,NA
Jauwan Scaife,jauwan-scaife-1,2013,ball-state,Ball State,NA
Jesse Berry,jesse-berry-1,2013,ball-state,Ball State,NA
Majok Majok,majok-majok-1,2013,ball-state,Ball State,NA
Chris Bond,chris-bond-1,2013,ball-state,Ball State,NA
Marcus Posley,marcus-posley-1,2013,ball-state,Ball State,NA
Matt Kamieniecki,matt-kamieniecki-1,2013,ball-state,Ball State,NA
Zach Fields,zach-fields-1,2013,ball-state,Ball State,NA
Bo Calhoun,bo-calhoun-1,2013,ball-state,Ball State,NA
Michael Ramey,michael-ramey-1,2013,ball-state,Ball State,NA
Tyler Koch,tyler-koch-1,2013,ball-state,Ball State,NA
Chase Brogna,chase-brogna-1,2013,ball-state,Ball State,NA
Rocco Belcaster,rocco-belcaster-1,2013,ball-state,Ball State,NA
Pierre Jackson,pierre-jackson-1,2013,baylor,Baylor,
Cory Jefferson,cory-jefferson-1,2013,baylor,Baylor,92 (2009)
Isaiah Austin,isaiah-austin-1,2013,baylor,Baylor,3 (2012)
Brady Heslip,brady-heslip-1,2013,baylor,Baylor,
A.J. Walton,aj-walton-1,2013,baylor,Baylor,
Rico Gathers,rico-gathers-1,2013,baylor,Baylor,32 (2012)
Gary Franklin,gary-franklin-1,2013,baylor,Baylor,57 (2010)
Taurean Prince,taurean-prince-1,2013,baylor,Baylor,
Deuce Bello,deuce-bello-1,2013,baylor,Baylor,56 (2011)
L.J. Rose,lj-rose-2,2013,baylor,Baylor,66 (2012)
Logan Lowery,logan-lowery-1,2013,baylor,Baylor,
Jacob Neubert,jacob-neubert-1,2013,baylor,Baylor,
J'mison Morgan,jmison-morgan-1,2013,baylor,Baylor,25 (2008)
Ian Clark,ian-clark-1,2013,belmont,Belmont,NA
Kerron Johnson,kerron-johnson-1,2013,belmont,Belmont,NA
Trevor Noack,trevor-noack-1,2013,belmont,Belmont,NA
J.J. Mann,jj-mann-1,2013,belmont,Belmont,NA
Blake Jenkins,blake-jenkins-1,2013,belmont,Belmont,NA
Reece Chamberlain,reece-chamberlain-1,2013,belmont,Belmont,NA
Brandon Baker,brandon-baker-1,2013,belmont,Belmont,NA
Craig Bradshaw,craig-bradshaw-2,2013,belmont,Belmont,NA
Adam Barnes,adam-barnes-1,2013,belmont,Belmont,NA
Jeff Laidig,jeff-laidig-1,2013,belmont,Belmont,NA
Chad Lang,chad-lang-1,2013,belmont,Belmont,NA
Spencer Turner,spencer-turner-1,2013,belmont,Belmont,NA
Holden Mobley,holden-mobley-1,2013,belmont,Belmont,NA
Adrien Coleman,adrien-coleman-1,2013,bethune-cookman,Bethune-Cookman,NA
Kevin Dukes,kevin-dukes-1,2013,bethune-cookman,Bethune-Cookman,NA
Paul Scotland,paul-scotland-1,2013,bethune-cookman,Bethune-Cookman,NA
Javoris Bryant,javoris-bryant-1,2013,bethune-cookman,Bethune-Cookman,NA
Alex Smith,alex-smith-2,2013,bethune-cookman,Bethune-Cookman,NA
Ricky Johnson,ricky-johnson-1,2013,bethune-cookman,Bethune-Cookman,NA
Malik Jackson,malik-jackson-1,2013,bethune-cookman,Bethune-Cookman,NA
Marc Mack,marc-mack-1,2013,bethune-cookman,Bethune-Cookman,NA
Brandon Stewart,brandon-stewart-1,2013,bethune-cookman,Bethune-Cookman,NA
Allan Dempster,allan-dempster-1,2013,bethune-cookman,Bethune-Cookman,NA
Mikel Trapp,mikel-trapp-1,2013,bethune-cookman,Bethune-Cookman,NA
Myron Respress,myron-respress-1,2013,bethune-cookman,Bethune-Cookman,NA
Jordan Reed,jordan-reed-1,2013,binghamton,Binghamton,NA
Jimmy Gray,jimmy-gray-1,2013,binghamton,Binghamton,NA
Taylor Johnston,taylor-johnston-1,2013,binghamton,Binghamton,NA
Roland Brown,roland-brown-1,2013,binghamton,Binghamton,NA
Rayner Moquete,rayner-moquete-1,2013,binghamton,Binghamton,NA
Brian Freeman,brian-freeman-2,2013,binghamton,Binghamton,NA
Javon Ralling,javon-ralling-1,2013,binghamton,Binghamton,NA
Alex Ogundadegbe,alex-ogundadegbe-1,2013,binghamton,Binghamton,NA
Karon Waller,karon-waller-1,2013,binghamton,Binghamton,NA
K.J. Brown,kj-brown-1,2013,binghamton,Binghamton,NA
Jabrille Williams,jabrille-williams-1,2013,binghamton,Binghamton,NA
Mike Horn,mike-horn-1,2013,binghamton,Binghamton,NA
Chris Rice,chris-rice-1,2013,binghamton,Binghamton,NA
Robert Mansell,robert-mansell-1,2013,binghamton,Binghamton,NA
Anthony Drmic,anthony-drmic-1,2013,boise-state,Boise State,NA
Derrick Marks,derrick-marks-1,2013,boise-state,Boise State,NA
Jeff Elorriaga,jeff-elorriaga-1,2013,boise-state,Boise State,NA
Ryan Watkins,ryan-watkins-1,2013,boise-state,Boise State,NA
Mikey Thompson,mikey-thompson-1,2013,boise-state,Boise State,NA
Igor Hadziomerovic,igor-hadziomerovic-1,2013,boise-state,Boise State,NA
Kenny Buckner,kenny-buckner-1,2013,boise-state,Boise State,NA
Thomas Bropleh,thomas-bropleh-1,2013,boise-state,Boise State,NA
Joe Hanstad,joe-hanstad-1,2013,boise-state,Boise State,NA
Darrious Hamilton,darrious-hamilton-1,2013,boise-state,Boise State,NA
Vukasin Vujovic,vukasin-vujovic-1,2013,boise-state,Boise State,NA
Jake Ness,jake-ness-1,2013,boise-state,Boise State,NA
Olivier Hanlan,olivier-hanlan-1,2013,boston-college,Boston College,NA
Ryan Anderson,ryan-anderson-3,2013,boston-college,Boston College,NA
Joe Rahon,joe-rahon-1,2013,boston-college,Boston College,NA
Lonnie Jackson,lonnie-jackson-2,2013,boston-college,Boston College,NA
Patrick Heckmann,patrick-heckmann-1,2013,boston-college,Boston College,NA
Eddie Odio,eddie-odio-1,2013,boston-college,Boston College,NA
Dennis Clifford,dennis-clifford-1,2013,boston-college,Boston College,NA
Andrew Van Nest,andrew-van-nest-1,2013,boston-college,Boston College,NA
Danny Rubin,danny-rubin-1,2013,boston-college,Boston College,NA
Kyle Caudill,kc-caudill-1,2013,boston-college,Boston College,NA
Drew Jacobs,drew-jacobs-1,2013,boston-college,Boston College,NA
John Cain Carney,john-cain-carney-1,2013,boston-college,Boston College,NA
Steve Perpiglia,steve-perpiglia-1,2013,boston-college,Boston College,NA
D.J. Irving,dj-irving-1,2013,boston-university,Boston University,NA
Dom Morris,dom-morris-1,2013,boston-university,Boston University,NA
Maurice Watson Jr.,mo-watsonjr-1,2013,boston-university,Boston University,NA
John Papale,john-papale-1,2013,boston-university,Boston University,NA
Malik Thomas,malik-thomas-1,2013,boston-university,Boston University,NA
Travis Robinson,travis-robinson-2,2013,boston-university,Boston University,NA
Nathan Dieudonne,nathan-dieudonne-1,2013,boston-university,Boston University,NA
Zach Chionuma,zach-chionuma-1,2013,boston-university,Boston University,NA
Justin Alston,justin-alston-1,2013,boston-university,Boston University,NA
James Kennedy,james-kennedy-1,2013,boston-university,Boston University,NA
Jamaal Gill,jamaal-gill-1,2013,boston-university,Boston University,NA
Dylan Brossman,dylan-brossman-1,2013,boston-university,Boston University,NA
Chris Kurz,chris-kurz-1,2013,boston-university,Boston University,NA
A'uston Calhoun,auston-calhoun-1,2013,bowling-green-state,Bowling Green State,NA
Jordon Crawford,jordon-crawford-1,2013,bowling-green-state,Bowling Green State,NA
Chauncey Orr,chauncey-orr-1,2013,bowling-green-state,Bowling Green State,NA
Richaun Holmes,richaun-holmes-1,2013,bowling-green-state,Bowling Green State,NA
Luke Kraus,luke-kraus-1,2013,bowling-green-state,Bowling Green State,NA
Cameron Black,cameron-black-1,2013,bowling-green-state,Bowling Green State,NA
Anthony Henderson,anthony-henderson-1,2013,bowling-green-state,Bowling Green State,NA
Craig Sealey,craig-sealey-1,2013,bowling-green-state,Bowling Green State,NA
Jehvon Clarke,jehvon-clarke-1,2013,bowling-green-state,Bowling Green State,NA
James Erger,james-erger-1,2013,bowling-green-state,Bowling Green State,NA
Spencer Parker,spencer-parker-1,2013,bowling-green-state,Bowling Green State,NA
Damarkeo Lyshe,damarkeo-lyshe-1,2013,bowling-green-state,Bowling Green State,NA
Walt Lemon,walt-lemon--1,2013,bradley,Bradley,NA
Dyricus Simms-Edwards,dyricus-simms-edwards-1,2013,bradley,Bradley,NA
Tyshon Pickett,tyshon-pickett-1,2013,bradley,Bradley,NA
