mp,season,url_school,school,player,player_id,pts,g
12,2007,alabama-birmingham,Alabama-Birmingham,Tyler Marsh,tyler-marsh-1,0,4
1030,2007,alabama-state,Alabama State,Andrew Hayles,andrew-hayles-1,434,30
989,2007,alabama-state,Alabama State,Dustin Richmond,dustin-richmond-1,284,30
866,2007,alabama-state,Alabama State,Richard Lott,richard-lott-1,252,29
817,2007,alabama-state,Alabama State,Moses Edun,moses-edun-2,213,30
647,2007,alabama-state,Alabama State,Joel Bosh,joel-bosh-1,195,30
354,2007,alabama-state,Alabama State,Miguel Morton,miguel-morton-1,126,18
479,2007,alabama-state,Alabama State,Tahrea Jackson,tahrea-jackson-1,98,30
224,2007,alabama-state,Alabama State,Deshean Porchea,deshean-porchea-1,68,24
187,2007,alabama-state,Alabama State,Tramayne Moorer,tramayne-moorer-1,65,20
215,2007,alabama-state,Alabama State,Jared Howard,jared-howard-1,43,24
136,2007,alabama-state,Alabama State,Jacques Leeds,jacques-leeds-1,31,17
68,2007,alabama-state,Alabama State,Brandon Jones,brandon-jones-1,12,13
13,2007,alabama-state,Alabama State,Kintrell Biddle,kintrell-biddle-1,5,8
883,2007,alabama,Alabama,Richard Hendrix,richard-hendrix-1,468,32
968,2007,alabama,Alabama,Jermareo Davidson,jermareo-davidson-1,419,30
927,2007,alabama,Alabama,Alonzo Gee,alonzo-gee-1,403,32
978,2007,alabama,Alabama,Mykal Riley,mykal-riley-1,402,32
818,2007,alabama,Alabama,Ronald Steele,ronald-steele-1,223,26
696,2007,alabama,Alabama,Brandon Hollinger,brandon-hollinger-1,158,32
423,2007,alabama,Alabama,Demetrius Jemison,demetrius-jemison-1,94,32
270,2007,alabama,Alabama,Justin Tubbs,justin-tubbs-1,89,28
245,2007,alabama,Alabama,Mikhail Torrance,mikhail-torrance-1,62,21
195,2007,alabama,Alabama,Yamene Coleman,yamene-coleman-2,37,21
20,2007,alabama,Alabama,Verice Cloyd,verice-cloyd-1,6,3
10,2007,alabama,Alabama,Greg Cage,greg-cage-1,4,4
6,2007,alabama,Alabama,John Dill,john-dill-1,2,4
6,2007,alabama,Alabama,Kyle Sellers,kyle-sellers-1,2,4
7,2007,alabama,Alabama,Avery Jukes,avery-jukes-1,0,3
1199,2007,albany-ny,Albany (NY),Jamar Wilson,jamar-wilson-1,620,33
1029,2007,albany-ny,Albany (NY),Jason Siggers,jason-siggers-1,456,33
957,2007,albany-ny,Albany (NY),Brent Wilson,brent-wilson-1,363,33
863,2007,albany-ny,Albany (NY),Brian Lillis,brian-lillis-1,228,33
504,2007,albany-ny,Albany (NY),Jon Iati,jon-iati-1,196,33
705,2007,albany-ny,Albany (NY),Brian Connelly,brian-connelly-1,182,33
567,2007,albany-ny,Albany (NY),Jimmie Covington,jimmie-covington-1,64,33
378,2007,albany-ny,Albany (NY),Brett Gifford,brett-gifford-1,48,31
223,2007,albany-ny,Albany (NY),Carl Ross,carl-ross-1,40,28
122,2007,albany-ny,Albany (NY),Reid Anderson,reid-anderson-1,20,25
69,2007,albany-ny,Albany (NY),Michael Knight,michael-knight-1,13,19
20,2007,albany-ny,Albany (NY),Mike Yocum,mike-yocum-1,6,11
14,2007,albany-ny,Albany (NY),David Bauman,david-bauman-1,5,8
797,2007,alcorn-state,Alcorn State,Delvin Thompson,delvin-thompson-1,433,28
695,2007,alcorn-state,Alcorn State,Juan Wyatt,juan-wyatt-1,304,28
585,2007,alcorn-state,Alcorn State,Alex Owumi,alex-owumi-1,266,32
597,2007,alcorn-state,Alcorn State,Clif Douglass,clif-douglass-1,202,30
652,2007,alcorn-state,Alcorn State,Carl Landry,carl-landry-2,191,27
544,2007,alcorn-state,Alcorn State,Jarvis Williams,jarvis-williams-1,134,30
555,2007,alcorn-state,Alcorn State,Jumane Reed,jumane-reed-1,119,28
244,2007,alcorn-state,Alcorn State,Anthony Ford,anthony-ford-1,83,25
328,2007,alcorn-state,Alcorn State,Patrick Horton,patrick-horton-1,76,19
242,2007,alcorn-state,Alcorn State,Ramando Lyons,ramando-lyons-1,70,20
371,2007,alcorn-state,Alcorn State,Anthony Searcy,anthony-searcy-1,41,27
201,2007,alcorn-state,Alcorn State,Richard Griffin,richard-griffin-1,38,20
95,2007,alcorn-state,Alcorn State,Rudy Chestang,rudy-chestang-1,23,14
48,2007,alcorn-state,Alcorn State,James Westberry,james-westberry-1,16,7
52,2007,alcorn-state,Alcorn State,Gifford Blakely,gifford-blakely-1,11,12
8,2007,alcorn-state,Alcorn State,Johnny Lee Markham,johnny-lee-markham-1,5,3
1035,2007,american,American,Andre Ingram,andre-ingram-1,457,30
758,2007,american,American,Arvydas Eitutavicius,arvydas-eitutavicius-1,349,30
987,2007,american,American,Derrick Mercer,derrick-mercer-1,282,30
716,2007,american,American,Brayden Billbe,brayden-billbe-1,220,30
533,2007,american,American,Linas Lekavicius,linas-lekavicius-1,158,30
553,2007,american,American,Paulius Joneliunas,paulius-joneliunas-1,154,29
283,2007,american,American,Garrison Carr,garrison-carr-1,98,26
448,2007,american,American,Travis Lay,travis-lay-1,85,29
278,2007,american,American,Brian Gilmore,brian-gilmore-1,60,27
157,2007,american,American,Cornelio Guibunda,cornelio-guibunda-1,34,20
268,2007,american,American,Jordan Nichols,jordan-nichols-1,25,23
94,2007,american,American,Sekou Lewis,sekou-lewis-1,19,17
9,2007,american,American,Gary Garris,gary-garris-1,2,6
12,2007,american,American,Romone Penny,romone-penny-1,2,7
1075,2007,appalachian-state,Appalachian State,D.J. Thompson,dj-thompson-1,514,33
896,2007,appalachian-state,Appalachian State,Jeremy Clayton,jeremy-clayton-1,332,33
844,2007,appalachian-state,Appalachian State,Demetrius Scott,demetrius-scott-1,319,32
982,2007,appalachian-state,Appalachian State,Nathan Cranford,nathan-cranford-1,304,33
502,2007,appalachian-state,Appalachian State,Donte Minter,donte-minter-1,288,25
448,2007,appalachian-state,Appalachian State,Kellen Brand,kellen-brand-1,198,32
622,2007,appalachian-state,Appalachian State,Davis Bowne,davis-bowne-1,180,33
335,2007,appalachian-state,Appalachian State,Eduardo Bermudez,eduardo-bermudez-1,125,29
450,2007,appalachian-state,Appalachian State,Douglass McLaughlin-Williams,douglass-mclaughlin-williams-1,113,30
256,2007,appalachian-state,Appalachian State,Ryann Abraham,ryann-abraham-1,83,33
83,2007,appalachian-state,Appalachian State,Tyler Webb,tyler-webb-1,16,21
61,2007,appalachian-state,Appalachian State,Jeremy Harper,jeremy-harper-1,12,19
81,2007,appalachian-state,Appalachian State,P.L. Henderson,pl-henderson-2,11,19
19,2007,appalachian-state,Appalachian State,Jay McMillan,jay-mcmillan-1,7,12
24,2007,appalachian-state,Appalachian State,Jeremi Booth,jeremi-booth-1,6,2
,2007,appalachian-state,Appalachian State,Jarvis Jackson,jarvis-jackson-1,0,1
1007,2007,arizona-state,Arizona State,Jeff Ayres,jeff-pendergraph-1,363,30
883,2007,arizona-state,Arizona State,Christian Polk,christian-polk-1,360,30
901,2007,arizona-state,Arizona State,Jerren Shipp,jerren-shipp-1,229,30
789,2007,arizona-state,Arizona State,Antwi Atuahene,antwi-atuahene-1,207,30
751,2007,arizona-state,Arizona State,Serge Angounou,serge-angounou-1,204,30
836,2007,arizona-state,Arizona State,Derek Glasser,derek-glasser-1,189,30
476,2007,arizona-state,Arizona State,Allen Morill,allen-morill-1,123,29
112,2007,arizona-state,Arizona State,Sylvester Seay,sylvester-seay-1,40,12
152,2007,arizona-state,Arizona State,Steve Jones,steve-jones-1,23,27
62,2007,arizona-state,Arizona State,George Odufuwa,george-odufuwa-1,9,13
45,2007,arizona-state,Arizona State,Bruno Claudino,bruno-claudino-1,8,9
11,2007,arizona-state,Arizona State,Robby Alridge,robby-alridge-1,0,5
987,2007,arizona,Arizona,Marcus Williams,marcus-williams-2,497,30
1024,2007,arizona,Arizona,Chase Budinger,chase-budinger-1,484,31
1063,2007,arizona,Arizona,Ivan Radenovic,ivan-radenovic-1,469,31
1079,2007,arizona,Arizona,Mustafa Shakur,mustafa-shakur-1,368,31
835,2007,arizona,Arizona,Jawann McClellan,jawann-mcclellan-1,288,30
409,2007,arizona,Arizona,Jordan Hill,jordan-hill-1,137,29
318,2007,arizona,Arizona,Daniel Dillon,daniel-dillon-1,56,29
180,2007,arizona,Arizona,Nic Wise,nic-wise-1,42,22
235,2007,arizona,Arizona,Bret Brielmaier,bret-brielmaier-1,38,22
60,2007,arizona,Arizona,Fendi Onobun,fendi-onobun-1,26,14
11,2007,arizona,Arizona,David Bagga,david-bagga-1,5,7
29,2007,arizona,Arizona,Mohamed Tangara,mohamed-tangara-1,4,12
17,2007,arizona,Arizona,J.P. Prince,jp-prince-1,3,3
3,2007,arizona,Arizona,Kirk Walters,kirk-walters-1,0,2
973,2007,arkansas-little-rock,Little Rock,Rashad Jones-Jennings,rashad-jones-jennings-1,376,30
880,2007,arkansas-little-rock,Little Rock,Terrance Akins,terrance-akins-1,368,30
687,2007,arkansas-little-rock,Little Rock,De'Andre Eggins,deandre-eggins-1,284,25
746,2007,arkansas-little-rock,Little Rock,Lekheythan Malone,lekheythan-malone-1,250,30
621,2007,arkansas-little-rock,Little Rock,Steven Moore,steven-moore-1,207,30
585,2007,arkansas-little-rock,Little Rock,Byron Ray,byron-ray-1,183,30
335,2007,arkansas-little-rock,Little Rock,Rashad Moss,rashad-moss-1,132,30
265,2007,arkansas-little-rock,Little Rock,Brandon Nichols,brandon-nichols-1,55,25
230,2007,arkansas-little-rock,Little Rock,Corey Johnson,corey-johnson-3,51,27
544,2007,arkansas-little-rock,Little Rock,Buddy Harding,buddy-harding-1,49,30
159,2007,arkansas-little-rock,Little Rock,Lorenzo Razz,lorenzo-razz-1,24,24
986,2007,arkansas-pine-bluff,Arkansas-Pine Bluff,Williams Byrd,williams-byrd-1,404,31
780,2007,arkansas-pine-bluff,Arkansas-Pine Bluff,Larry Williams,larry-williams-1,240,31
475,2007,arkansas-pine-bluff,Arkansas-Pine Bluff,Terrance Calvin,terrance-calvin-1,210,20
744,2007,arkansas-pine-bluff,Arkansas-Pine Bluff,Jason Frierson,jason-frierson-1,182,31
566,2007,arkansas-pine-bluff,Arkansas-Pine Bluff,V'Angelo Smith,vangelo-smith-1,179,28
461,2007,arkansas-pine-bluff,Arkansas-Pine Bluff,George Davis,george-davis-1,147,27
638,2007,arkansas-pine-bluff,Arkansas-Pine Bluff,Tim Hamilton,tim-hamilton-1,131,31
457,2007,arkansas-pine-bluff,Arkansas-Pine Bluff,Marcelle Goins,marcelle-goins-1,118,31
363,2007,arkansas-pine-bluff,Arkansas-Pine Bluff,Torian Noel,torian-noel-1,86,26
425,2007,arkansas-pine-bluff,Arkansas-Pine Bluff,Tyree Glass,tyree-glass-1,82,28
223,2007,arkansas-pine-bluff,Arkansas-Pine Bluff,Charlton Gulley,charlton-gulley-1,43,27
77,2007,arkansas-pine-bluff,Arkansas-Pine Bluff,Cory Norman,cory-norman-1,27,16
35,2007,arkansas-pine-bluff,Arkansas-Pine Bluff,Allen Smith,allen-smith-1,11,8
19,2007,arkansas-pine-bluff,Arkansas-Pine Bluff,Amadou Traore,amadou-traore-1,2,5
1219,2007,arkansas-state,Arkansas State,Adrian Banks,adrian-banks-1,695,33
1076,2007,arkansas-state,Arkansas State,Isaac Wells,isaac-wells-1,507,32
965,2007,arkansas-state,Arkansas State,Ryan Wedel,ryan-wedel-1,354,33
786,2007,arkansas-state,Arkansas State,Shawn Morgan,shawn-morgan-1,225,33
566,2007,arkansas-state,Arkansas State,Jim Jones,jim-jones-1,162,22
392,2007,arkansas-state,Arkansas State,Abayomi Ajasin,abayomi-ajasin-1,87,33
393,2007,arkansas-state,Arkansas State,Kewain Gant,kewain-gant-1,79,31
278,2007,arkansas-state,Arkansas State,Chris Brown,chris-brown-5,74,13
308,2007,arkansas-state,Arkansas State,Theo Little,theo-little-1,70,27
276,2007,arkansas-state,Arkansas State,Yual Banks,yual-banks-1,59,27
275,2007,arkansas-state,Arkansas State,Ashton Farmer,ashton-farmer-1,51,32
93,2007,arkansas-state,Arkansas State,Darrel Jackson,darrel-jackson-1,29,15
1203,2007,arkansas,Arkansas,Patrick Beverley,patrick-beverley-1,485,35
1086,2007,arkansas,Arkansas,Sonny Weems,sonny-weems-1,412,35
803,2007,arkansas,Arkansas,Charles Thomas,charles-thomas-3,364,34
1116,2007,arkansas,Arkansas,Gary Ervin,gary-ervin-1,346,35
619,2007,arkansas,Arkansas,Darian Townes,darian-townes-1,284,35
824,2007,arkansas,Arkansas,Steven Hill,steven-hill-1,218,35
381,2007,arkansas,Arkansas,Stef Welsh,stef-welsh-1,113,35
339,2007,arkansas,Arkansas,Vincent Hunter,vincent-hunter-1,90,32
221,2007,arkansas,Arkansas,Mike Washington,mike-washington-1,90,26
288,2007,arkansas,Arkansas,Sean McCurdy,sean-mccurdy-1,54,31
92,2007,arkansas,Arkansas,Preston Cranford,preston-cranford-1,21,20
47,2007,arkansas,Arkansas,Cyrus McGowan,cyrus-mcgowan-1,10,17
3,2007,arkansas,Arkansas,Andrew Boyd,andrew-boyd-1,0,3
3,2007,arkansas,Arkansas,Colin Hardaway,colin-hardaway-1,0,3
868,2007,army,Army,Jarrell Brown,jarrell-brown-1,523,31
920,2007,army,Army,Matt Bell,matt-bell-1,439,30
595,2007,army,Army,Chris Walker,chris-walker-1,153,29
499,2007,army,Army,Doug Williams,doug-williams-1,107,29
566,2007,army,Army,Marcus Nelson,marcus-nelson-1,97,31
502,2007,army,Army,Cory Sinning,cory-sinning-1,97,30
541,2007,army,Army,Corban Bates,corban-bates-1,89,30
340,2007,army,Army,Kenny Brewer,kenny-brewer-1,83,30
378,2007,army,Army,Cleveland Richard,cleveland-richard-1,75,28
223,2007,army,Army,Josh Miller,josh-miller-1,59,16
91,2007,army,Army,Tyrell Thompson,tyrell-thompson-1,41,15
376,2007,army,Army,Marshall Jackson,marshall-jackson-1,35,26
127,2007,army,Army,Jimmy Sewell,jimmy-sewell-1,30,19
66,2007,army,Army,Grant Carter,grant-carter-1,29,22
71,2007,army,Army,Eric Zastoupil,eric-zastoupil-1,21,11
71,2007,army,Army,John Moonshower,john-moonshower-1,16,15
13,2007,army,Army,Curtis Koszuta,curtis-koszuta-1,2,5
3,2007,army,Army,Ryan Hodgson,ryan-hodgson-1,0,2
903,2007,auburn,Auburn,Frank Tolbert,frank-tolbert-1,377,32
817,2007,auburn,Auburn,Korvotney Barber,korvotney-barber-1,360,32
946,2007,auburn,Auburn,Rasheem Barrett,rasheem-barrett-1,351,32
688,2007,auburn,Auburn,Josh Dollard,josh-dollard-1,326,26
1080,2007,auburn,Auburn,Quantez Robertson,quantez-robertson-1,261,32
590,2007,auburn,Auburn,Quan Prowell,quan-prowell-1,251,21
607,2007,auburn,Auburn,DeWayne Reed,dewayne-reed-1,168,31
332,2007,auburn,Auburn,Archie Miaway,archie-miaway-1,103,29
179,2007,auburn,Auburn,Kelvin Lewis,kelvin-lewis-1,71,21
171,2007,auburn,Auburn,Lucas Hargrove,lucas-hargrove-1,43,17
95,2007,auburn,Auburn,Matt Heramb,matt-heramb-1,23,13
11,2007,auburn,Auburn,Adam Luquire,adam-luquire-1,4,4
5,2007,auburn,Auburn,Drew Smith,drew-smith-1,2,5
,2007,auburn,Auburn,Ryan Brooks,ryan-brooks-1,0,2
1102,2007,austin-peay,Austin Peay,Drake Reed,drake-reed-1,522,33
1114,2007,austin-peay,Austin Peay,Fernandez Lockett,fernandez-lockett-1,392,33
809,2007,austin-peay,Austin Peay,Todd Babington,todd-babington-1,304,33
666,2007,austin-peay,Austin Peay,Landon Shipley,landon-shipley-1,273,31
1016,2007,austin-peay,Austin Peay,Derek Wright,derek-wright-1,272,33
614,2007,austin-peay,Austin Peay,Wes Channels,wes-channels-1,233,33
544,2007,austin-peay,Austin Peay,Kyle Duncan,kyle-duncan-1,111,26
245,2007,austin-peay,Austin Peay,Ernest Fields,ernest-fields-1,55,32
240,2007,austin-peay,Austin Peay,J.P. Felder,jp-felder-1,48,24
156,2007,austin-peay,Austin Peay,Duran Roberson,duran-roberson-1,46,22
61,2007,austin-peay,Austin Peay,Brandon Harriford,brandon-harriford-1,21,13
73,2007,austin-peay,Austin Peay,Tomas Janusauskas,tomas-janusauskas-1,21,16
35,2007,austin-peay,Austin Peay,Grant Leaver,grant-leaver-1,12,7
853,2007,ball-state,Ball State,Skip Mills,skip-mills-1,370,27
915,2007,ball-state,Ball State,Anthony Newell,anthony-newell-1,368,31
932,2007,ball-state,Ball State,Peyton Stovall,peyton-stovall-1,272,31
650,2007,ball-state,Ball State,Micah Rollin,micah-rollin-1,202,30
582,2007,ball-state,Ball State,D'Andre Peyton,dandre-peyton-1,199,28
596,2007,ball-state,Ball State,Chris Ames,chris-ames-1,118,29
705,2007,ball-state,Ball State,Steve Horton,steve-horton-1,95,30
327,2007,ball-state,Ball State,Jalon Perryman,jalon-perryman-1,85,23
169,2007,ball-state,Ball State,Ahmaad Cook,ahmaad-cook-1,71,21
331,2007,ball-state,Ball State,Jarelle Redden,jarelle-redden-1,39,24
103,2007,ball-state,Ball State,Brandon Lampley,brandon-lampley-1,16,13
63,2007,ball-state,Ball State,Rashaun McLemore,rashaun-mclemore-1,13,6
1,2007,ball-state,Ball State,Zack Garcia,zack-garcia-1,0,1
,2007,ball-state,Ball State,Philip Garnett,philip-garnett-1,0,1
1019,2007,baylor,Baylor,Curtis Jerrells,curtis-jerrells-1,465,31
864,2007,baylor,Baylor,Kevin Rogers,kevin-rogers-1,383,30
854,2007,baylor,Baylor,Henry Dugat,henry-dugat-1,364,31
860,2007,baylor,Baylor,Aaron Bruce,aaron-bruce-1,328,29
789,2007,baylor,Baylor,Tweety Carter,tweety-carter-1,269,31
541,2007,baylor,Baylor,Tim Bush,tim-bush-1,165,26
497,2007,baylor,Baylor,Mamadou Diene,mamadou-diene-1,125,26
382,2007,baylor,Baylor,Josh Lomers,josh-lomers-1,123,31
160,2007,baylor,Baylor,Patrick Fields,patrick-fields-1,45,15
186,2007,baylor,Baylor,Mark Shepherd,mark-shepherd-1,43,18
41,2007,baylor,Baylor,Jari Vanttaja,jari-vanttaja-1,9,10
28,2007,baylor,Baylor,Penny Thiam,penny-thiam-1,7,4
26,2007,baylor,Baylor,Richard Hurd,richard-hurd-1,5,16
3,2007,baylor,Baylor,Carl Sims,carl-sims-1,2,2
1025,2007,belmont,Belmont,Justin Hare,justin-hare-1,471,33
545,2007,belmont,Belmont,Boomer Herndon,boomer-herndon-1,355,33
597,2007,belmont,Belmont,Andrew Preston,andrew-preston-1,286,33
775,2007,belmont,Belmont,Andy Wicke,andy-wicke-1,281,30
710,2007,belmont,Belmont,Matthew Dotson,matthew-dotson-1,231,33
822,2007,belmont,Belmont,Josh Goodwin,josh-goodwin-1,198,33
736,2007,belmont,Belmont,Henry Harris,henry-harris-1,187,33
545,2007,belmont,Belmont,Shane Dansby,shane-dansby-1,166,33
332,2007,belmont,Belmont,Keaton Belcher,keaton-belcher-1,125,33
473,2007,belmont,Belmont,Will Peeples,will-peeples-1,68,29
51,2007,belmont,Belmont,Andrew House,andrew-house-1,13,18
26,2007,belmont,Belmont,Mike Dejworek,mike-dejworek-1,9,9
13,2007,belmont,Belmont,Patrick Brand,patrick-brand-1,0,9
1026,2007,bethune-cookman,Bethune-Cookman,Jimmy Hudson,jimmy-hudson-1,341,30
776,2007,bethune-cookman,Bethune-Cookman,Dewayne Pettus,dewayne-pettus-1,227,28
656,2007,bethune-cookman,Bethune-Cookman,Josh Cummings,josh-cummings-1,215,30
566,2007,bethune-cookman,Bethune-Cookman,Aaron Nelson,aaron-nelson-1,205,30
773,2007,bethune-cookman,Bethune-Cookman,John Anderson,john-anderson-1,178,30
593,2007,bethune-cookman,Bethune-Cookman,Ron Mitchell,ron-mitchell-1,128,24
570,2007,bethune-cookman,Bethune-Cookman,Jordan Carrier,jordan-carrier-1,105,30
,2007,bethune-cookman,Bethune-Cookman,Damitrius Coleman,damitrius-coleman-1,98,26
248,2007,bethune-cookman,Bethune-Cookman,Kevan Creppy,kevan-creppy-1,86,21
,2007,bethune-cookman,Bethune-Cookman,Kenyan Alston,kenyan-alston-1,29,21
34,2007,bethune-cookman,Bethune-Cookman,Walter Murray,walter-murray-1,6,5
11,2007,bethune-cookman,Bethune-Cookman,Sam Barber,sam-barber-1,4,1
12,2007,bethune-cookman,Bethune-Cookman,Wade Weeks,wade-weeks-1,0,3
1056,2007,binghamton,Binghamton,Mike Gordon,mike-gordon-1,319,29
697,2007,binghamton,Binghamton,Steve Proctor,steve-proctor-1,319,27
675,2007,binghamton,Binghamton,Richard Forbes,richard-forbes-1,315,28
831,2007,binghamton,Binghamton,Lazar Trifunovic,lazar-trifunovic-1,315,29
706,2007,binghamton,Binghamton,Troy Hailey,troy-hailey-1,237,29
517,2007,binghamton,Binghamton,Duane James,duane-james-1,191,25
308,2007,binghamton,Binghamton,Dwayne Jackson,dwayne-jackson-1,77,28
423,2007,binghamton,Binghamton,Giovanni Olomo,giovanni-olomo-1,37,27
168,2007,binghamton,Binghamton,Miladin Kovacevic,miladin-kovacevic-1,27,18
114,2007,binghamton,Binghamton,Marvin Lee,marvin-lee-1,26,17
178,2007,binghamton,Binghamton,Jaan Montgomery,jaan-montgomery-1,24,26
129,2007,binghamton,Binghamton,Ian Milne,ian-milne-1,18,6
1009,2007,boise-state,Boise State,Coby Karl,coby-karl-1,458,31
933,2007,boise-state,Boise State,Reggie Larry,reggie-larry-1,437,31
919,2007,boise-state,Boise State,Matt Nelson,matt-nelson-1,417,31
885,2007,boise-state,Boise State,Eric Lane,eric-lane-1,297,30
480,2007,boise-state,Boise State,Anthony Thomas,anthony-thomas-1,168,31
480,2007,boise-state,Boise State,Seth Robinson,seth-robinson-1,158,31
417,2007,boise-state,Boise State,Tyler Tiedeman,tyler-tiedeman-1,137,31
519,2007,boise-state,Boise State,Matt Bauscher,matt-bauscher-1,136,30
461,2007,boise-state,Boise State,Kenny Wilson,kenny-wilson-1,126,29
80,2007,boise-state,Boise State,Colin Hallberg,colin-hallberg-1,15,14
48,2007,boise-state,Boise State,Kurt Cunningham,kurt-cunningham-1,8,6
19,2007,boise-state,Boise State,Steve Tracy,steve-tracy-1,3,8
1208,2007,boston-college,Boston College,Tyrese Rice,tyrese-rice-1,580,33
1152,2007,boston-college,Boston College,Jared Dudley,jared-dudley-1,571,30
1090,2007,boston-college,Boston College,Sean Marshall,sean-marshall-1,488,33
669,2007,boston-college,Boston College,Shamari Spears,shamari-spears-1,220,31
483,2007,boston-college,Boston College,Sean Williams,sean-williams-1,182,15
654,2007,boston-college,Boston College,John Oates,john-oates-1,146,31
578,2007,boston-college,Boston College,Marquez Haynes,marquez-haynes-1,124,33
487,2007,boston-college,Boston College,Tyrelle Blair,tyrelle-blair-1,80,30
282,2007,boston-college,Boston College,Tyler Roche,tyler-roche-1,40,23
22,2007,boston-college,Boston College,Daye Kaba,daye-kaba-1,12,9
19,2007,boston-college,Boston College,Tyler Neville,tyler-neville-1,6,10
6,2007,boston-college,Boston College,Akida McLain,akida-mclain-1,4,2
947,2007,boston-university,Boston University,Tyler Morris,tyler-morris-1,403,30
821,2007,boston-university,Boston University,Corey Lowe,corey-lowe-1,366,26
709,2007,boston-university,Boston University,Carlos Strong,carlos-strong-1,267,28
792,2007,boston-university,Boston University,Omari Peterkin,omari-peterkin-1,224,28
