season,school,wins,adjoe,adjde,barthag,efg,efgd,tor,tord,orb,drb,ftr,ftrd,two_pct,two_pctd,three_pct,three_pctd,adj_t,wab
2015,Arkansas Pine Bluff,12,"90.0
336","108.2
293",".1074
328","46.3
284","51.2
263","23.5
340","24.9
3","30.5
184","39.5
348","35.6
216","48.8
336","44.2
308","48.8
211","33.3
212","36.9
287","64.1
206","-15.1
301"
2014,Prairie View A&M,10,"95.6
310","113.1
326",".1267
328","46.8
281","51.8
268","20.4
298","19.5
89","31.1
187","36.9
344","40.6
164","50.1
321","44.8
314","51.7
286","33.9
186","34.7
195","67.5
118","-17.2
324"
2013,Houston Baptist,11,"85.2
342","102.5
206",".1068
328","43.8
326","47.3
121","25
342","22.6
40","31.7
166","33
221","37.5
123","41.7
287","42.5
324","46.8
145","31.7
264","32.6
102","69
50","-12.7
252"
2012,Alabama St.,10,"85.9
340","104.6
252",".0940
328","42.7
334","48.1
139","22.6
296","23.6
23","32.6
161","33.1
218","34.1
236","41.7
275","41.4
337","49.8
245","30.1
319","29.4
12","64.7
240","-14.2
294"
2011,UT Rio Grande Valley,3,"93.1
296","112.6
336",".1003
328","48.4
198","55.1
339","23
315","21.1
101","28.9
279","32.1
161","42.7
55","46.5
308","43.7
307","51.9
313","37.3
46","41.1
345","66.8
164","-20.7
341"
2010,Coppin St.,5,"88.7
328","108.4
300",".0908
328","43.4
331","49.2
174","21.1
208","22.1
67","29.9
263","38.8
341","29.2
326","42
257","41.4
338","51.1
298","32.3
247","30.8
32","65.6
249","-17.7
325"
2009,Howard,8,"89.7
319","109.0
308",".0958
328","47.2
238","50.6
239","23.8
312","20.3
183","27
319","36.7
308","40.8
55","34
120","47
208","49.5
232","31.8
266","35.4
239","66.9
161","-18.9
331"
2008,Longwood,6,"94.2
279","114.7
339",".0941
328","45.2
318","56.3
335","23
269","23.2
65","34.5
103","34.5
252","31.7
284","39.3
223","40
337","54.6
324","35.8
136","39.8
327","69.2
99","-16.9
317"
2019,Manhattan,11,"88.2
347","103.7
179",".1355
327","47.4
306","51
181","24.1
348","23.5
6","30.6
99","30.3
265","33.3
178","45.6
348","45.6
325","48.6
105","33.2
231","36.1
270","63.3
350","-17.4
330"
2018,Morgan St.,11,"95.5
317","111.2
307",".1482
327","45.6
336","51.9
227","18.7
188","20.5
53","33.5
40","30.7
263","39.3
41","41.7
322","44.8
327","51.9
261","32
316","34.6
146","70
137","-15.8
304"
2017,Northern Arizona,8,"94.0
326","109.6
291",".1467
327","46.7
314","52.9
281","20.4
297","16.7
286","31.3
97","26.9
69","33.2
244","32.8
115","46.1
293","54.2
326","31.7
312","33.9
106","70.9
98","-19.1
340"
2016,Northwestern St.,5,"100.2
229","117.9
350",".1331
327","50.2
155","55.1
343","19.5
262","18.6
141","27.3
251","38.6
350","35.2
216","36.1
147","49.5
136","54.8
345","34.3
185","37.1
294","74.2
11","-14.4
285"
2015,Coppin St.,7,"95.8
285","114.3
340",".1164
327","47
258","54.5
341","18.4
121","19.3
152","25.3
326","38.1
346","30.5
327","42.4
281","42.4
334","53.2
335","35.3
117","38.4
330","74.3
2","-16.5
317"
2014,Central Arkansas,6,"95.0
317","112.2
312",".1281
327","49.3
182","52
279","20.3
290","19.2
110","28
281","37.8
348","38.2
240","49
312","46.9
242","52
296","36.7
75","34.5
179","72.2
10","-16.5
321"
2013,Northern Illinois,4,"83.8
344","100.8
173",".1068
327","39.7
346","50.1
235","23.3
326","22.4
44","33.2
119","29.6
73","35.8
177","51.9
343","38.8
346","49.5
242","27.8
338","34.1
184","62.5
300","-19.7
338"
2012,Nicholls St.,8,"97.0
250","118.1
344",".0941
327","48
201","54.8
336","22.2
279","18.2
276","26.9
302","37.5
332","36.5
171","41.2
267","49.1
121","52.8
324","30.8
301","39.2
333","66.8
129","-14.3
295"
2011,Georgia Southern,2,"89.2
330","107.4
284",".1053
327","47.9
220","55.5
343","25.7
343","22.6
43","30.4
243","34.6
264","38.2
156","49.5
330","47.5
181","55.5
342","32.6
254","37
301","68
99","-21.1
343"
2010,Toledo,3,"88.7
327","108.3
298",".0917
327","46
284","51.3
274","23.3
315","16.7
334","27.2
318","32.9
182","27.3
342","36.3
144","44.3
290","51.5
309","33.1
219","33.9
161","61.9
331","-21.8
342"
2009,Furman,4,"90.2
317","109.3
312",".0993
327","45.3
303","53.7
326","21.6
225","19.6
228","29.6
266","34.7
250","34
232","44.5
309","44.7
278","52.4
321","31
303","37.4
319","64.5
268","-19.1
335"
2008,Louisiana Tech,6,"91.1
314","109.5
314",".1083
327","44.7
323","54.6
324","19.4
61","22.2
105","24.1
332","36.5
303","31.8
279","35
138","42.2
326","55.9
335","33.4
232","34
106","65.5
235","-18.9
328"
2019,Bryant,10,"97.9
272","114.7
345",".1395
326","49
254","54.9
331","18.4
161","18.6
160","26.6
232","30.2
262","36.8
71","35.4
242","49.2
217","52.8
279","32.5
260","38.8
342","69.2
157","-16.3
317"
2018,Cal St. Northridge,4,"96.4
309","112.1
319",".1498
326","47.7
308","52.6
259","18.3
163","16.4
290","23.3
317","32.7
317","28.3
308","32.8
163","45.9
314","51.7
252","34.7
183","36.3
245","67
285","-19.3
341"
2017,Idaho St.,4,"97.4
284","113.5
329",".1471
326","50.2
185","56.5
344","19.3
232","18.2
194","22
334","32.4
295","38.1
96","34.2
155","48.2
220","54.3
331","35.6
138","39.9
342","70.3
120","-20.1
344"
2016,Coppin St.,7,"94.9
315","111.6
309",".1341
326","44.2
339","52.8
302","17.7
138","18.1
176","30.7
135","34.8
336","37.2
161","43.1
304","40.6
349","51.8
293","33.4
232","36.7
280","71.1
78","-16.2
312"
2015,Morgan St.,7,"92.2
320","110.0
317",".1165
326","40.2
350","53.3
323","16.2
27","21.6
33","34.8
54","33.8
292","33.1
271","43.2
295","39.1
349","52.9
328","28.4
341","36.1
265","65
161","-18.5
336"
2014,New Orleans,9,"94.6
321","111.8
303",".1282
326","46.7
285","53.2
312","23.4
347","19.7
74","34.1
84","33.1
256","51.8
13","42.5
218","45.6
287","52.7
314","32.9
231","36.4
273","71.8
12","-10.2
228"
2013,IUPUI,4,"96.1
251","115.4
342",".1080
326","50.5
91","55.9
346","18.8
106","16.9
314","22.1
346","33.7
253","24.2
346","31.6
74","48.6
124","54.5
341","36.1
71","39.2
343","66.2
164","-20
340"
2012,Nebraska Omaha,1,"95.4
277","115.5
343",".0994
326","47.9
208","55.6
341","18.3
57","16.2
331","23.4
340","35.4
295","28.2
334","30.4
45","48.7
132","51.1
288","31.1
290","43.1
345","71.7
12","-11.1
234"
2011,Louisiana Monroe,5,"93.1
297","111.7
331",".1090
326","46.3
290","54.6
337","22.6
297","19.6
196","32.5
160","31.8
147","33.7
273","41.3
248","45.5
267","52.5
321","32.1
272","38.8
335","63.3
311","-19.5
333"
2010,Utah Valley,8,"89.0
326","108.5
303",".0923
326","45.4
296","50.3
235","21.2
219","20
196","28.1
306","29.2
44","35.2
241","39.3
211","41.6
336","48.5
206","35.5
110","36.2
269","62.8
322","-14.7
283"
2009,Monmouth,8,"91.9
300","110.9
325",".1032
326","47
247","51.3
270","22.7
276","19.6
228","30.4
252","34.3
239","33.3
251","36.7
181","45.1
276","50.2
258","33.5
188","35.5
243","65.6
220","-18.8
330"
2008,Winston Salem St.,10,"88.2
329","105.9
251",".1088
326","43.8
331","48.7
113","23.1
271","22.9
70","33.4
147","37.1
313","35
215","36.3
163","43.8
309","50.1
240","29.2
332","30.7
11","67.7
149","-14.1
280"
2019,SIU Edwardsville,8,"95.9
305","112.2
330",".1416
325","46.8
321","56.6
346","18.7
186","18.9
144","28.5
172","28.5
192","34.6
136","39.3
314","47.6
267","56.8
346","30.3
335","37.5
322","70.8
86","-16.3
319"
2018,Texas A&M Corpus Chris,8,"92.7
339","107.7
255",".1520
325","48.1
292","52.3
245","23
346","21.2
30","28.8
171","29.3
206","37
77","46.1
345","46.7
295","51.6
245","34.4
203","35.5
202","69
190","-14
284"
2017,Western Carolina,7,"89.0
348","103.5
172",".1492
325","43.1
346","52.9
281","23.2
346","19.1
143","31.5
91","29
167","27.7
334","46.6
337","41.9
347","52.1
274","30.4
333","36
229","68.5
226","-15.2
299"
2016,Lamar,7,"95.4
309","112.2
315",".1344
325","47.4
278","52
273","20.5
309","19.4
87","33.4
55","31.9
277","42.6
39","46.6
334","46.7
252","51.4
275","32.6
266","35.6
228","72.8
30","-15.9
304"
2015,Nicholls St.,7,"88.6
341","105.4
230",".1197
325","47.8
225","50
211","25
348","20.3
96","30.1
200","34.5
317","42.4
46","50.7
340","48.4
138","48.3
193","31.2
298","35.7
244","66.8
75","-13.9
283"
2014,Cornell,1,"101.1
233","119.1
349",".1318
325","46.7
285","56.8
347","18.2
159","15.5
323","28.1
276","32.7
239","28.2
349","47
291","46.5
259","54.4
339","31.4
301","41
349","66.1
200","-18.5
336"
2013,Louisiana Monroe,4,"90.5
322","108.1
304",".1146
325","48.4
175","53.5
325","24.1
336","21.9
68","27.3
302","34.1
267","31.5
282","39.6
260","46.6
210","53.1
327","34.8
117","36.2
280","66.1
170","-18
324"
2012,Navy,2,"89.4
324","108.0
294",".1024
325","45.3
302","54.5
333","23.3
317","22
76","30.9
221","30.7
107","33.5
250","41.3
268","47.4
186","53.4
331","27.9
335","37.5
306","61.3
327","-20.6
340"
2011,South Carolina St.,6,"91.6
316","109.2
311",".1167
325","46.6
277","51.3
272","24.4
336","20.6
131","35.8
56","36.1
316","32.8
293","44.7
290","46.1
244","50.8
288","31.7
284","34.8
190","67.8
112","-18.6
328"
2010,UT Rio Grande Valley,6,"88.0
334","107.2
277",".0929
325","44.8
317","53.2
327","20.7
185","22.6
51","24.1
337","33.3
201","36.8
196","41.8
254","43.3
309","53
332","31.5
273","35.9
262","67.8
146","-21.3
341"
2009,UNC Greensboro,4,"92.1
298","111.1
327",".1033
325","44.7
316","51.3
270","22.4
264","18.2
302","35.2
85","38.7
332","36.5
173","34.8
137","43.8
301","51.5
298","31.1
298","34
156","66.2
190","-20.3
341"
2008,Bethune Cookman,9,"90.9
316","109.1
308",".1101
325","48.5
220","49.2
136","25.4
326","23.4
55","31.6
218","38.7
336","42
39","38.8
212","47.9
189","49.7
222","33.5
228","32.2
40","59.7
337","-16.8
316"
2019,McNeese St.,6,"97.8
274","113.4
338",".1535
324","49.8
215","54.2
320","21.3
319","17.7
227","29.7
119","31.9
305","38.8
39","29.3
78","51.3
119","53.8
314","31
318","36.5
282","67.5
251","-16.4
321"
2018,Houston Baptist,3,"99.2
257","114.7
334",".1586
324","46
333","56.1
336","18.8
199","18.8
145","34
31","31.2
279","35.5
112","38.6
283","44.4
337","54.2
315","32.8
281","39.7
341","74.6
12","-18.9
336"
2017,VMI,4,"97.0
291","112.7
324",".1510
324","48.1
272","56.7
347","18.9
202","17.9
210","26.6
266","32.3
292","29.5
312","39.7
267","48.2
220","54.2
326","32
302","40.7
347","70.1
131","-17.3
322"
2016,McNeese St.,7,"96.4
302","113.3
331",".1359
324","46.7
296","52.3
290","17.7
138","16.1
292","28.1
227","33
308","36.2
189","37.7
188","44.9
310","50.8
256","33.2
242","37.3
301","69.2
154","-14.1
284"
2015,Western Illinois,6,"89.1
340","105.8
246",".1217
324","45.3
309","50.7
239","18.3
113","16.7
304","20
350","28.9
71","30.3
329","37.1
187","41.2
342","49.4
235","35.2
120","35.5
234","67
65","-15.4
306"
2014,Alcorn St.,9,"93.1
336","109.5
265",".1338
324","45.2
333","49.5
162","17.8
130","19.1
120","28.6
266","34.5
300","41.4
143","41.4
195","45.2
302","48.2
156","30.1
327","34.8
200","63.8
300","-14.9
296"
2013,Nebraska Omaha,10,"98.3
211","117.0
345",".1191
324","51.5
58","55.7
344","20.1
177","17.6
288","24.5
337","37.1
333","28.9
327","29.1
38","50.2
62","54.8
343","36.5
58","38.4
336","72.4
4","-13.4
267"
2012,UC Davis,4,"92.2
306","111.3
328",".1029
324","48.4
188","52.2
291","23.4
321","16.8
321","26.7
311","36.1
308","31.7
286","37
194","43.2
318","51.4
301","37.4
46","35.9
247","66.2
166","-19.8
334"
2011,Alabama A&M,10,"86.5
339","102.5
190",".1244
324","43.3
336","46.5
58","22.4
290","23.9
18","31
219","34.1
255","40.5
102","42
256","43.7
307","45.6
80","28.2
343","32.4
64","69.6
43","-11.9
242"
2010,Houston Baptist,12,"91.7
302","111.6
334",".0951
324","45.1
308","50.5
242","24.4
328","19.4
229","35.8
64","33.2
195","43.6
54","40
226","45.9
234","47.8
173","28.4
337","37.4
305","73.9
8","-17.6
323"
2009,UT Rio Grande Valley,6,"91.0
309","109.8
318",".1034
324","48.6
187","54.1
329","23.1
290","21.3
128","28.6
287","29.7
53","39.6
87","39.5
246","50.4
77","53.3
330","29.5
327","37
309","64.4
271","-13.1
261"
2008,Eastern Illinois,6,"94.0
284","112.5
331",".1121
324","49.2
187","52.2
262","22.8
262","18.4
301","32.1
198","32.1
137","32.2
272","41.3
272","46.3
252","47.5
127","37.6
65","39.5
321","63.4
302","-19.3
331"
2019,Central Connecticut,9,"96.3
301","111.3
317",".1581
323","47
316","53
280","19.8
257","18.1
199","29.6
124","29.9
251","34.1
153","37.2
279","45.8
321","51.5
234","32.8
248","36.6
289","70.5
100","-15.3
304"
2018,Jacksonville,11,"93.4
335","107.8
256",".1605
323","49
252","51.9
227","19.2
230","17.8
217","25.9
264","29.7
227","30
275","28.4
51","48.8
207","53.3
292","33
267","33
56","69.7
157","-13
267"
2017,Hampton,12,"91.9
337","106.8
236",".1520
323","46.3
324","49.1
111","19.8
260","19.9
90","31.3
97","29.4
180","34.4
206","43.7
323","45
316","46.8
76","32.5
278","35.6
199","69.2
193","-12.5
254"
2016,Southeastern Louisiana,10,"96.2
305","112.5
321",".1417
323","51.1
122","52.1
283","21.5
334","19.1
106","29.4
182","33.6
315","37
169","41.9
284","49.1
158","49.5
207","36.5
80","37.5
310","69
166","-15.8
303"
2015,Presbyterian,6,"94.9
300","112.1
334",".1275
323","48.4
198","54
337","20.9
289","15.9
330","27.3
293","33.6
286","33.3
268","28.7
23","48.8
120","50.6
270","31.7
279","38.9
342","62.4
292","-17.1
324"
2014,Samford,10,"99.7
263","117.0
342",".1377
323","51.8
75","53.3
315","18.9
219","17.1
245","27.1
299","33.7
278","38.9
216","49.1
314","53
23","52.3
305","32.6
246","36.8
283","67.3
130","-15.3
304"
2013,Idaho St.,5,"89.7
326","106.3
279",".1252
323","46.2
272","52.1
303","19.5
140","20.8
127","24.5
337","34.3
270","37.5
123","34.6
136","45.7
246","49.7
255","31.4
273","37.4
315","60.3
340","-19.5
335"
2012,The Citadel,4,"91.1
314","109.6
313",".1076
323","47.8
211","53.7
324","22.1
272","18.3
272","28.4
276","32.2
174","33.3
252","30.6
46","47.2
194","55.7
342","32.7
241","33.5
133","64.8
236","-19
328"
2011,"Alabama St.
16 seed, R68",15,"89.7
329","105.9
254",".1296
323","44.4
321","46.7
67","23.6
326","23.4
26","36.2
48","33.6
239","46.7
18","52.7
338","44.6
297","43.5
24","29.2
337","36.1
255","64.9
252","-13
266"
2010,Presbyterian,4,"90.9
311","110.6
330",".0953
323","47.7
217","51.9
301","23
309","18.8
261","23.2
343","36.9
312","27.2
343","30.1
34","46.6
215","49.8
251","33.2
213","37.4
305","63.9
298","-19.3
335"
2009,Texas Southern,7,"91.2
306","109.9
319",".1040
323","49.3
155","52
291","25.5
336","22.1
91","32
199","37.5
322","40
73","51.2
339","49.7
99","51
283","32.2
250","36.3
279","68
116","-18.5
328"
2008,Alabama A&M,11,"86.9
332","103.9
211",".1130
323","43.4
334","47.4
61","22.7
257","26
8","33
157","36.1
295","39.1
98","40.5
251","40.5
336","45.3
61","32.9
258","35.1
168","69.8
79","-12
245"
2019,Portland,5,"93.8
324","108.3
271",".1603
322","47.3
309","51.8
221","19.9
265","16.3
306","20.3
347","30.1
259","39
38","34.6
225","45.8
321","49.2
133","32.9
246","37.1
308","68.5
206","-17.9
335"
2018,Norfolk St.,13,"94.4
327","108.7
270",".1644
322","49.4
230","50
126","21.1
325","20.2
68","31.6
80","29.8
230","31.3
238","43.1
332","46.1
311","47.3
67","37
78","35.7
213","70
137","-13
264"
2017,Maryland Eastern Shore,12,"96.5
299","112.0
317",".1528
322","48.4
255","52.8
274","18
128","19.3
127","27.1
248","33.7
327","32.5
263","40.9
291","46.5
282","52.2
278","34.4
191","35.9
221","69.8
151","-13.7
278"
2016,Howard,10,"92.8
328","108.3
268",".1451
322","43.6
345","49.2
129","20.3
299","18.9
119","32.6
76","35.8
341","48.5
2","36.6
161","43.4
338","48.6
161","29.5
339","33.5
109","71.4
61","-16.1
311"
2015,The Citadel,8,"101.8
169","119.5
351",".1360
322","51.7
68","55.1
348","21.7
316","15.9
330","31.3
157","34.6
320","38
141","29.6
27","46.8
215","56.5
351","40.2
8","35.1
214","59.1
346","-14.7
294"
2014,IUPUI,3,"96.6
297","112.9
322",".1422
322","46.5
294","54.1
330","17.2
89","15.3
328","22.7
347","31.9
205","32.6
333","33.2
40","46.8
247","53.6
333","30.4
322","37
288","66.3
184","-19.8
344"
2013,Prairie View A&M,12,"87.0
337","102.9
217",".1266
322","41.3
342","46.9
98","21.6
261","21.1
107","38.6
13","33.4
244","32.6
261","43.7
316","42
331","46.9
148","26
346","31.3
53","67
122","-15.1
294"
2012,Central Arkansas,6,"91.6
310","110.0
317",".1087
322","45.5
298","54.6
334","20.3
169","21.2
118","32.1
174","37.3
328","30.8
303","44
305","45.1
273","55.7
342","31.1
290","34.4
173","72.9
5","-15.2
305"
2011,Sacramento St.,5,"92.0
311","108.5
296",".1308
322","44.4
321","51.1
262","22.4
290","17.7
300","33.4
137","32.9
200","37.7
172","36.7
146","43.8
306","49.2
235","30.4
315","36.2
264","64.6
267","-17
315"
2010,Florida A&M,8,"92.4
295","112.2
338",".0962
322","45
310","50.5
242","22.6
291","19.7
217","31.5
206","37.9
331","40
111","37
163","44.7
274","50.8
291","30.5
304","33.3
124","69
85","-17.5
321"
2009,St. Francis PA,6,"93.0
291","111.8
335",".1074
322","48.4
195","53.4
322","24.7
324","19.8
209","31.3
225","33
187","34.7
212","38.5
226","48.2
156","52.5
324","32.5
238","36.7
295","63.7
290","-19
332"
2008,Jacksonville St.,5,"95.1
262","113.6
334",".1146
322","51.1
118","52.7
281","20.7
150","20.2
213","29
285","37.9
326","32.8
258","39.9
239","47.6
208","52.4
300","37.7
62","35.6
200","69.7
86","-19.7
337"
2019,Jackson St.,11,"89.3
342","103.1
169",".1617
321","44.6
344","49.2
106","20.4
294","20.7
57","28.7
164","27
118","34.3
145","44
344","45.9
319","46.8
45","27.9
352","35.5
234","67
285","-14.5
293"
2018,American,6,"95.8
316","110.2
294",".1663
321","50.7
179","54.8
318","20.4
292","20.4
56","23.8
309","31.4
290","30.4
265","40.7
308","50.7
149","53.6
299","33.8
230","38.3
325","67.6
252","-19
337"
2017,Stetson,8,"98.8
259","114.2
333",".1593
321","49.9
196","52.9
281","14.9
7","15.1
336","21.1
340","33
318","32.6
261","32.2
93","49.9
145","52.6
297","33.4
240","35.6
199","73.8
19","-16.3
314"
2016,Alcorn St.,13,"96.1
306","112.0
311",".1463
321","45.6
318","51
221","21.1
327","17.3
226","34.8
37","31.9
277","38.4
122","39.7
239","45.3
297","48.6
161","30.8
316","37
289","66.4
299","-11.5
233"
2015,Fairleigh Dickinson,7,"94.6
303","110.7
321",".1419
321","46.5
277","52.3
293","18.6
129","23.2
14","27.6
282","40.4
351","34.2
250","51.8
344","45.5
265","52.5
322","32.1
258","34.7
195","67.5
52","-16.4
316"
2014,Delaware St.,7,"96.4
300","112.4
316",".1457
321","46.3
305","49.5
162","19.5
259","18.1
189","29
254","35.7
327","38.7
228","41.1
185","45.8
278","51.5
282","31.6
290","30.7
25","59.9
348","-15.7
308"
2013,UT Rio Grande Valley,12,"90.8
314","106.9
291",".1328
321","47.4
228","49.5
205","20.8
224","22
61","27
305","35.8
316","39.4
81","35.9
172","44.9
278","48.6
212","34.9
114","34.8
218","64.1
258","-12.5
247"
2012,Southern,14,"87.9
332","105.5
267",".1096
321","45.4
300","43.9
11","21.1
228","19.4
208","23.4
340","36.2
310","37.7
134","41.8
277","44.5
291","41.7
7","31.7
269","32.9
101","65.2
217","-10.8
225"
2011,Marist,6,"92.8
303","109.2
310",".1341
321","44.1
328","49.6
196","21.9
271","16.4
328","27.8
300","33.7
243","36.3
213","37.6
165","42.6
326","48.5
199","31.1
299","34.4
168","66.2
192","-20
337"
2010,UMBC,4,"94.0
283","114.0
341",".0978
321","45.8
287","50.6
250","17
21","18.9
253","23.8
338","37.5
326","32.9
288","39.8
221","44.8
269","48.3
195","32.3
247","36.7
286","67.3
174","-22.1
343"
2009,Loyola Marymount,3,"88.2
329","105.5
258",".1133
321","39.9
343","54.3
331","22.2
252","21.6
116","31.3
225","37.6
324","34.2
228","34.2
122","38.6
344","51.1
289","28.4
334","39.5
340","65.9
205","-19
333"
2008,UC Davis,7,"95.9
253","114.1
337",".1192
321","51
124","55.6
331","23.8
297","20.5
198","22.5
337","37.1
313","34.1
238","31.9
76","50
106","56.4
336","34.9
171","36.1
227","64.6
270","-16.2
307"
2019,Mount St. Mary's,7,"94.4
317","108.7
280",".1654
320","47.9
295","52.1
233","19
209","17.8
223","25.1
272","31.5
292","33.9
158","34.8
228","48.7
235","51.1
219","31.2
311","35.8
251","68.7
196","-16.9
326"
2018,North Carolina A&T,18,"97.1
299","111.7
313",".1665
320","51.3
160","51.6
216","19.5
256","18.2
187","28
197","29
192","38
61","31.3
124","54.7
35","52.7
280","30.2
341","32.9
52","70.2
118","-10.3
209"
2017,Savannah St.,11,"99.4
246","114.7
337",".1614
320","49.5
217","52.9
281","17.8
110","19.3
127","27.6
230","35.8
345","32.3
266","31.7
83","52
61","55.9
343","31.8
308","32.6
61","83.3
1","-11
225"
2016,New Orleans,7,"94.9
314","110.5
298",".1484
320","45.1
328","52.9
303","19.7
274","21.4
18","34.8
37","33.5
313","43.2
30","43
303","43.8
332","51.5
281","32.5
268","37
289","72.7
33","-16.5
316"
2015,Houston Baptist,8,"98.6
239","115.2
343",".1437
320","47.4
242","52.8
303","21.4
305","17.2
281","37.6
14","31.5
192","39.4
111","43.7
300","47.5
180","51
284","31.5
285","37.9
320","66.7
81","-12
250"
2014,Campbell,9,"98.0
286","114.2
331",".1461
320","51.3
94","52
279","20.3
290","16
305","31
193","36.2
336","27.4
351","37
98","50.2
98","51.7
286","35.1
134","35.1
214","63.8
300","-14.8
295"
2013,East Tennessee St.,9,"92.7
297","109.1
313",".1329
320","45.7
288","54.1
333","20
170","21.1
107","27.1
303","35.5
309","31.6
279","33.5
114","44.2
298","52.8
326","32.3
243","37.2
309","65.2
210","-15.5
300"
2012,Florida A&M,8,"91.1
315","109.0
308",".1128
320","44.5
318","50.3
228","22.5
294","21
128","35.8
46","38.5
337","27.8
336","42.4
287","42.7
329","49.3
228","32.6
244","35.2
210","69.4
37","-18
323"
2011,Kennesaw St.,7,"96.9
257","113.7
341",".1370
320","46.4
285","52
299","21.3
242","17.6
303","33.8
116","38.1
336","35.2
247","32.5
66","46.6
216","50.7
284","30.6
309","36.8
295","65.2
245","-17.6
320"
2010,Southern Utah,5,"88.6
330","107.3
278",".1004
320","46.9
256","49.5
193","26.6
346","17.2
322","30.9
228","33.9
230","38.7
134","45.2
294","45.4
248","48.5
206","34.2
165","34.4
186","68.2
129","-17.5
322"
2009,Houston Baptist,4,"93.3
288","111.3
330",".1154
320","46.9
255","55
336","21.7
232","19.5
234","28.4
293","36.9
310","32.4
278","39.7
248","45.9
251","55.3
339","32.3
244","36.2
273","71.9
17","-17.8
317"
2008,Maine,6,"89.7
323","106.6
266",".1208
320","46.6
287","50.3
193","27.2
337","19.6
253","33.9
123","33.1
182","40
82","35
138","44.7
294","48.2
155","33.8
216","36.2
237","69.2
99","-18.4
324"
2019,UC Riverside,7,"97.1
285","111.8
324",".1664
319","51.2
144","54.4
324","20.3
290","16
317","25.1
272","26.5
93","22.7
350","33.4
195","47.2
281","53.7
310","38
28","37.2
311","64.8
339","-18.2
337"
2018,"North Carolina Central
16 seed, R68",16,"96.7
304","111.0
303",".1693
319","51.2
164","48.7
61","20.7
306","16.6
276","32.5
58","29.5
213","31.2
242","34.4
207","51.9
96","48.2
100","33.2
258","33.1
61","66.5
313","-12
246"
2017,Morgan St.,13,"91.5
339","105.6
216",".1618
319","42.5
348","48.9
97","19.8
260","20.1
73","34.8
29","31.2
256","37.8
108","41.5
298","42
346","51.7
256","29.2
344","28.9
1","69.2
193","-13.2
266"
2016,VMI,6,"95.1
311","110.6
300",".1488
319","47.1
287","53
307","18.5
200","18.7
138","26.3
280","34
320","27
347","41.4
273","45.7
279","51.2
269","32.5
268","37.4
304","69.2
154","-16.1
310"
2015,Jackson St.,11,"88.5
342","102.8
184",".1513
319","42.9
341","48.6
152","21.9
322","22.7
18","37.7
12","28.1
48","32.9
279","54.1
349","43.7
318","47.2
145","27.4
348","34.1
166","64.2
200","-16.9
322"
2014,Arkansas Pine Bluff,11,"92.9
338","108.2
244",".1476
319","47
276","54
329","22.3
337","23.9
6","29.2
245","33.4
266","41.1
151","50.7
325","44.7
319","53.3
326","34.1
180","36.8
283","66.7
162","-12
254"
2013,Alcorn St.,9,"84.8
343","99.4
152",".1391
319","42.3
337","44.4
26","22.2
288","19.1
220","29.3
248","36
318","38.1
108","47
335","41.6
334","43.8
46","29.3
323","30.5
32","67.7
94","-16.7
313"
2012,Northern Illinois,4,"89.2
326","106.6
278",".1148
319","42.3
340","52.4
297","25.4
339","18.8
242","35.1
63","30.1
80","31.8
282","45.4
318","39.6
343","49.2
224","31.3
283","38.1
321","63.3
294","-20
335"
2011,Binghamton,8,"95.7
277","112.0
333",".1401
319","46.8
271","51.5
281","19.9
160","17.8
293","30
257","37.3
331","28.3
335","29.3
29","42.6
326","48.6
202","35.4
113","38.1
323","62.6
323","-18.4
326"
2010,Fairleigh Dickinson,11,"90.3
318","108.0
291",".1132
319","46.1
279","49.1
169","22.6
291","17.8
300","28.9
293","32.8
177","44.3
45","36.5
147","45.2
255","45.7
92","32.2
253","36.9
293","68.6
103","-17
312"
2009,Northwestern St.,8,"90.3
316","107.4
287",".1196
319","43.3
332","52.5
302","24.9
328","21.8
105","37.4
35","35
264","37.8
139","46.4
324","43.8
301","50.7
273","28
339","37.5
322","75.6
3","-15
295"
2008,Southern,10,"88.1
330","104.4
222",".1244
319","45.1
319","48.4
103","22.7
257","21
171","28.9
287","32.6
151","41.8
42","32.7
90","41.7
327","48
141","35.1
165","32.8
55","65.3
251","-14.2
281"
2019,Florida A&M,10,"88.7
345","101.9
142",".1682
318","49.1
246","48.5
70","24.6
352","21.7
26","27.9
192","32.4
316","31.1
236","40.5
327","46.9
290","50.4
188","36.4
76","30.2
19","66.4
305","-14.1
286"
2018,Savannah St.,13,"99.6
252","114.3
333",".1703
318","48.1
292","56.6
339","16.7
57","20.9
40","26.7
241","35.8
349","29.3
287","30.8
112","51.5
110","58
350","30.2
341","36.2
241","83.4
1","-9.6
192"
2017,McNeese St.,5,"94.7
320","109.0
281",".1650
318","47.5
293","50.6
178","19.8
260","17.9
210","25.4
293","36.2
348","34.4
206","39.1
250","46.2
291","49.7
188","33.4
240","35.1
176","71.6
69","-16
311"
2016,Abilene Christian,9,"95.7
308","111.4
308",".1494
318","50.5
142","54.6
339","19.2
247","19.2
97","24.5
316","27.6
75","40.3
84","46.5
331","48.4
187","54.2
339","36.3
96","36.9
286","68.3
207","-14.4
286"
2015,Southern Miss,7,"94.3
306","109.5
311",".1524
318","48.9
181","53.5
328","22.2
330","20.1
108","26.6
307","34.2
306","34.1
254","31.9
65","48.8
120","53.1
333","32.8
235","36
259","62.3
298","-13.8
281"
