season,school,wins,adjoe,adjde,barthag,efg,efgd,tor,tord,orb,drb,ftr,ftrd,two_pct,two_pctd,three_pct,three_pctd,adj_t,wab
2019,Maryland Eastern Shore,5,"84.9
351","114.3
344",".0316
353","43.5
350","54.4
324","20.7
303","19
140","22.8
326","31.7
300","28.3
293","36.6
267","44.5
341","53.2
288","27.9
352","37.3
313","64.5
343","-19.9
342"
2019,Delaware St.,4,"84.6
352","112.5
331",".0362
352","40
353","52.4
254","19
209","18.9
144","27.8
196","31.6
296","25.5
327","39.2
310","37.7
353","52.6
272","29
347","34.7
192","71.6
63","-21.7
351"
2019,Chicago St.,1,"88.7
346","116.9
349",".0403
351","44.2
346","57.8
352","22.5
333","16.7
282","22.1
334","33.9
339","33.1
184","33.9
207","43.5
347","57.9
352","30.7
330","38.5
337","71.9
51","-20.9
350"
2018,Delaware St.,2,"90.3
344","119.9
350",".0368
351","47.3
318","55.9
333","22.8
345","18.2
187","29.3
156","33.7
333","28.5
305","35.7
232","46.1
311","53.8
305","33.2
258","38.9
333","66.2
320","-24.1
351"
2017,Alabama A&M,2,"89.9
346","123.3
351",".0257
351","44.3
341","53.7
308","19.8
260","14
350","29.3
177","36.2
348","39.5
71","33.7
140","45.6
303","53.2
309","27.5
350","36.3
253","65.7
317","-24
350"
2016,Florida A&M,6,"82.9
351","107.0
242",".0503
351","44.8
332","50.3
192","22.5
346","20.3
52","25.4
299","31.2
242","42.5
40","38.5
212","44.4
325","50.4
242","30.4
321","33.3
101","70.4
97","-18.3
335"
2015,Grambling St.,0,"76.7
351","116.4
347",".0081
351","39.4
351","52.2
292","26.1
351","16.9
296","28.9
252","36.4
337","39.6
107","38.7
216","38.4
351","54.3
345","28.3
345","32.1
67","65.5
136","-22.3
349"
2014,Southern Utah,1,"87.5
351","114.2
330",".0444
351","44.7
338","53.1
309","21.4
323","16.6
277","23.8
343","34.2
292","39.3
202","57.7
348","43.1
340","51.4
277","32.6
246","38.3
326","65.4
235","-21.9
351"
2019,New Hampshire,3,"83.6
353","106.6
241",".0579
350","44
347","51.5
205","18.4
161","16.9
273","21.5
340","24.7
30","21.9
352","38
289","39.4
351","52.1
261","32.6
255","33.6
127","67.1
279","-20.2
345"
2018,Alabama A&M,3,"87.4
350","114.1
329",".0446
350","45
339","54
295","24.2
350","16.6
276","30
132","32.5
313","31.4
235","29.8
83","44.8
327","52.3
271","30.3
339","38.4
328","67.5
260","-23
349"
2017,Presbyterian,3,"87.8
349","118.2
346",".0320
350","45.5
332","56.1
341","23.3
347","16.9
273","29
188","31.9
286","27.7
334","36.7
203","43.2
341","53.3
313","33.6
233","39.6
338","65.3
327","-20.5
347"
2016,Grambling St.,4,"86.0
349","110.3
294",".0536
350","43.8
344","50.8
208","21.7
337","20
63","24.9
310","32.5
296","44.2
21","41.4
273","45.3
297","51.5
281","27.4
349","33.1
89","66.9
277","-19.7
345"
2015,Florida A&M,2,"82.8
350","115.6
345",".0211
350","41.3
347","53.5
328","21.8
320","18.5
208","26.8
303","35.5
331","37.8
148","34.9
135","40.9
344","54
342","28.3
345","35.1
214","66.3
98","-23.2
351"
2014,Grambling St.,4,"94.1
328","122.8
351",".0446
350","46.5
294","57.4
350","21.9
331","18.3
171","30.6
202","36.1
332","40.5
169","40.5
171","45.3
298","57.7
348","32.5
256","37.9
317","68.4
83","-19.3
342"
2019,Alcorn St.,6,"88.2
348","111.8
323",".0619
349","45.7
338","52.7
267","24.1
348","18.2
186","30.1
105","31.5
292","30.5
250","36.5
263","45
333","55.3
336","31.3
307","32.1
58","67.1
279","-16.7
324"
2018,Maryland Eastern Shore,5,"90.9
342","117.7
344",".0488
349","43.1
349","54.7
316","19.4
244","16
307","28.2
192","34.7
340","29.7
282","31.8
138","44.3
338","54.3
318","27.5
351","36.8
267","66.4
318","-19.3
340"
2017,Arkansas Pine Bluff,6,"84.2
351","110.3
300",".0428
349","46
326","52.2
242","25.9
351","23.5
9","29.9
148","35.4
342","32.8
253","58.5
351","42.9
344","54.3
331","34.4
191","32.6
61","68.9
211","-20.2
345"
2016,Central Connecticut,4,"91.8
334","117.8
348",".0540
349","44.8
332","53.4
319","19.9
286","14.8
335","29.9
165","30.2
199","31.1
311","30.6
54","42.3
343","53.2
328","34.2
193","35.9
240","68.4
199","-21.9
351"
2015,Central Arkansas,2,"89.2
338","116.6
349",".0437
349","48.8
187","55
347","25.6
350","18.3
219","28
277","36.7
343","39.3
114","42.5
284","46.5
229","54.4
346","35.3
117","37.6
309","69.9
14","-23
350"
2014,Presbyterian,4,"94.6
320","118.6
347",".0697
349","50.1
140","54.1
330","19.1
238","15
338","21.6
349","34.5
300","30.6
344","28.3
4","49.2
140","52.7
314","34.7
153","37.7
312","65.4
235","-21.7
350"
2019,Mississippi Valley St.,5,"89.7
341","113.2
337",".0643
348","41.9
351","54.1
318","18.5
171","17.5
241","28.4
175","31.7
300","33.7
168","32
154","40.1
350","51.4
231","31
318","39.1
349","70.6
94","-20.2
343"
2018,Mississippi Valley St.,4,"89.2
347","114.8
335",".0521
348","42.6
351","54.9
320","19.1
222","19.6
99","30.4
120","31.1
277","29.1
289","39.2
291","41.6
348","54.6
324","30.1
343","36.8
267","69.9
143","-22.5
348"
2017,North Carolina A&T,1,"94.5
321","122.3
350",".0493
348","47.6
290","53.1
291","21.7
327","14.3
345","31.8
82","32.9
315","33.4
237","38.9
245","47.3
258","50.1
207","32.2
294","38.3
323","64.5
337","-25.2
351"
2016,Delaware St.,5,"88.2
345","112.6
322",".0572
348","44.8
332","51.6
255","21.1
327","19.9
67","27.2
256","38.8
351","29.1
335","41.3
271","42.4
342","52.8
320","32.4
271","33.3
101","67.1
267","-20
346"
2015,Mississippi Valley St.,6,"89.1
339","116.4
348",".0442
348","42.7
343","54.5
341","20.9
289","20.8
71","30.1
200","39.7
349","33
275","36.7
177","41.7
339","55.1
348","30.3
316","35.5
234","71.1
5","-20.8
344"
2014,Mississippi Valley St.,6,"93.7
332","115.8
337",".0810
348","45.3
329","54.8
338","20.3
290","18.6
155","29.9
228","32
208","36.1
288","49.3
316","44.7
319","54.5
341","31.1
309","37.2
297","72.9
6","-18.1
332"
2019,UNC Asheville,2,"92.4
336","115.5
347",".0709
347","46.2
328","55.7
339","23.5
347","18.2
186","27.7
198","37.1
353","26.3
318","33.7
203","45.2
331","56.7
343","31.7
295","36.2
274","64
349","-19.8
341"
2018,Coppin St.,5,"85.9
351","109.6
286",".0575
347","43.3
348","49.2
80","20.5
297","17.9
210","22.3
328","31.9
302","27.1
329","37.6
263","41
350","48.3
104","30.5
336","33.7
100","68.7
210","-20.9
346"
2017,Longwood,4,"91.0
343","116.9
344",".0531
347","49.3
225","55.1
332","21.9
332","17.4
247","21.5
338","34.1
332","29
321","32.2
93","49.6
160","52.5
291","32.5
278","40
344","71.8
63","-19.6
342"
2016,Arkansas Pine Bluff,8,"87.4
347","109.2
282",".0713
347","45
330","49.2
129","23.8
350","20.2
57","27.7
241","37.4
349","30.1
326","53.7
349","44.7
318","49.6
213","30.3
326","32.3
55","65.8
316","-17.8
332"
2015,Alcorn St.,5,"90.4
335","117.2
350",".0482
347","43.1
339","52.8
303","17.2
57","18.6
203","30.2
195","35.9
336","37.5
156","39.9
235","43.3
321","50.9
281","28.4
341","38.2
326","66.9
69","-20.6
343"
2014,Bethune Cookman,5,"95.5
314","117.3
345",".0855
347","45.7
322","51.7
265","19.7
265","19.7
74","31.8
162","38.7
350","34.1
315","53.4
335","41.3
348","51.1
268","35.8
104","35.3
224","62.4
336","-20.5
347"
2013,Grambling St.,0,"76.6
347","121.3
347",".0050
347","41.1
343","52.2
305","26.8
346","14.8
345","28.5
274","39.1
345","24.9
344","34.9
144","38.4
347","49.9
261","31.2
283","37.8
325","64.7
234","-24.3
347"
2010,Alcorn St.,2,"81.1
346","114.5
343",".0184
347","41.8
344","52.3
314","27.4
347","20.8
140","29.2
284","39.7
345","42.2
71","44.7
289","40.3
343","50
261","30.9
297","38.3
324","74.7
5","-24
345"
2019,Alabama A&M,5,"86.8
350","108.6
276",".0709
346","45.8
335","53.7
306","22.3
331","21
44","28
190","32.1
312","25.1
331","38.8
302","45
333","54.1
318","31.6
302","35.3
223","67.1
279","-22.6
353"
2018,Chicago St.,1,"94.2
328","118.0
346",".0699
346","44.6
341","59.1
350","20.9
316","18.2
187","25.5
276","34.6
339","31.6
228","41.2
313","43.6
343","57.9
349","31.4
329","40.6
348","73.4
22","-20.3
345"
2017,Coppin St.,7,"91.0
342","116.1
341",".0571
346","43.9
344","54.4
324","19.1
217","18.9
153","28
220","33.1
320","40
63","40
274","41.7
348","55
338","31.7
312","35.6
199","70
137","-17.8
329"
2016,Chicago St.,1,"91.2
338","112.1
313",".0847
346","42.6
349","54.5
336","20.4
304","19
113","29.5
179","33.4
312","28.1
342","43.6
309","40.9
348","51.8
293","30.1
330","38.7
338","70.4
97","-21.2
349"
2015,San Jose St.,0,"85.6
348","107.0
275",".0714
346","41
348","54
337","21.6
310","17.8
252","24.1
331","31.8
213","29.1
338","42.9
293","38.7
350","51.8
313","29.4
335","38.8
341","64.6
185","-21.4
347"
2014,Abilene Christian,2,"94.4
323","115.7
336",".0872
346","47.2
267","56.4
346","22.3
337","18
198","24.9
331","33.8
281","42.3
114","48.3
304","42.3
345","56.8
347","37.3
57","37.1
292","64.9
258","-14.1
288"
2013,Lamar,3,"83.6
345","109.7
318",".0418
346","42.4
336","50.3
242","25.5
343","16
330","32.4
143","34.4
276","31.5
282","29
37","42
331","48.9
225","30.3
310","35.8
263","70.3
24","-21.4
344"
2010,Bryant,1,"80.3
347","109.7
314",".0268
346","42.5
338","50.7
257","25.2
342","19.1
247","23.6
339","36
296","26.9
344","43.1
272","42.4
326","48.4
200","28.5
336","36.8
289","64.3
292","-24.8
347"
2019,Coppin St.,8,"87.4
349","109.0
285",".0734
345","45.5
340","50.2
150","23.3
345","16.7
282","26
249","28.9
213","37.7
54","33.6
198","47.7
264","47.1
53","28.6
348","36.5
282","71.7
60","-18.2
336"
2018,Florida A&M,8,"93.9
330","117.5
343",".0706
345","47.2
320","53.6
289","19.5
256","18.7
153","27.5
213","36.5
350","32.1
213","36.2
238","44.8
327","54.4
322","35.1
160","34.8
152","68.4
220","-19.1
338"
2017,St. Francis NY,3,"87.5
350","111.4
310",".0585
345","41
351","52.7
269","17.4
88","20
82","27.9
224","33.4
325","31.8
276","46.9
339","40.1
351","52.2
278","28.2
349","36
229","68.5
226","-22.5
348"
2016,UT Rio Grande Valley,5,"94.3
321","115.9
343",".0849
345","47.2
283","52.1
283","17.7
138","14.4
340","23
334","35.7
339","29.6
333","31.1
59","45.7
279","51.9
296","33.1
244","35
189","68.4
199","-17
323"
2015,UMBC,4,"87.0
347","107.7
285",".0796
345","46.3
284","51.2
263","24.1
345","19.7
135","23.5
335","30.5
137","37.2
168","33
86","45
286","49.6
239","32.6
242","36.1
265","65.1
154","-20.8
345"
2014,The Citadel,4,"95.5
312","117.1
344",".0877
345","47.7
250","51.6
261","19.2
241","14.8
343","27
301","34.6
307","34.4
309","36.4
88","45.1
304","51.1
268","35.7
109","35.1
214","65.6
220","-20.1
346"
2013,Maryland Eastern Shore,2,"85.3
340","110.6
327",".0482
345","39.8
345","53.7
328","23.5
329","21.4
88","34.9
69","34
262","35.3
191","33.2
104","39.3
345","53.4
332","27.2
342","36.3
284","64.8
227","-21.3
343"
2012,Grambling St.,4,"81.5
345","115.5
342",".0178
345","39.8
345","49.9
211","24.5
335","17.4
306","27.8
289","36.3
317","35.7
189","31.2
56","39.3
345","50.5
271","27.5
339","32.3
80","65.6
196","-20
336"
2011,Southern,3,"81.7
345","112.8
337",".0237
345","42.8
339","49.2
175","24.7
340","19.1
229","28.1
296","38.8
339","34.4
262","36.7
146","42.1
334","51.1
297","29.5
333","30.2
14","66.1
198","-20.3
338"
2010,Southern,5,"83.1
345","110.6
329",".0360
345","42.7
334","49.1
169","23.2
314","20.7
147","28.2
304","38
336","36.7
198","34.5
104","43.6
302","49.2
230","27.2
343","32.6
90","69.8
61","-19.7
338"
2019,Savannah St.,10,"94.4
318","117.5
351",".0744
344","48
292","53.8
312","19.9
265","19.3
118","28
190","34.6
344","25.2
330","33.3
192","53.7
50","53.5
299","29.2
346","36.1
270","77.7
3","-15
299"
2018,Northwestern St.,2,"88.1
349","110.0
291",".0722
344","44.3
344","54.1
297","24.7
351","19.1
125","32.4
61","34.5
338","33.2
176","40.1
299","44.9
326","53.1
285","28.3
350","37.2
285","70.5
107","-18.1
330"
2017,Florida A&M,5,"92.4
334","116.5
342",".0652
344","46.5
321","53.2
299","18.5
169","18.9
153","26.3
274","34.7
338","37.6
115","33.9
147","44.7
325","52.5
291","33.9
220","36.1
237","71.1
87","-20.2
346"
2016,Mississippi Valley St.,8,"90.2
342","110.9
305",".0852
344","43
346","51
221","18.5
200","19.4
87","27.1
259","34.6
332","31.3
306","35.2
130","42
347","54.5
342","30.3
326","30.3
9","72.2
47","-21.6
350"
2015,Kennesaw St.,8,"91.5
327","112.5
335",".0857
344","45.3
309","50.7
239","21.3
302","16.2
321","29.6
223","35.1
327","29.8
334","35.7
153","44.1
312","51.1
288","31.5
285","33.4
124","66.1
108","-16.8
320"
2014,Maryland Eastern Shore,5,"98.1
281","120.1
350",".0894
344","45
335","54.3
333","18.7
199","19
125","32.3
141","35.9
329","42.3
114","43.6
247","43.4
337","53
323","32.1
273","38.1
321","66.8
157","-18.7
337"
2013,New Orleans,4,"87.0
336","112.0
334",".0521
344","44.9
303","54
331","24.4
339","21.2
100","27.4
298","36.6
329","38.8
92","41.5
284","46.1
230","52.7
323","27.1
343","38.1
330","71.1
12","-14.9
290"
2012,Binghamton,2,"85.0
343","112.5
334",".0383
344","43.9
328","53.5
319","22.8
299","19.5
205","26.8
306","30.7
107","34.1
236","37.7
204","43.3
313","52.6
319","30.2
315","36.8
281","65.5
200","-24.5
345"
2011,Chicago St.,4,"88.3
332","118.1
345",".0342
344","43.7
333","55.4
342","22.6
297","17.5
307","27.8
300","35.3
287","36.2
218","47.2
319","43.3
317","54.3
339","29.9
323","38.2
325","72.9
7","-19
329"
2010,Chicago St.,6,"84.5
343","109.1
307",".0501
344","40.9
345","53.6
332","23.3
315","23.3
31","34.3
116","32.8
177","36.9
192","47.4
316","40.7
342","51.4
305","27.5
342","37.9
317","67.8
146","-18.4
333"
2009,NJIT,1,"71.8
344","104.2
245",".0136
344","38.5
344","49.1
161","27.4
344","21.6
116","29.3
273","33
187","30.6
305","45
315","39.3
343","45.2
64","24.8
344","37.7
326","66.2
190","-26.6
344"
2019,Idaho,3,"95.2
312","117.6
352",".0808
343","50.3
188","53.7
306","20
275","13.3
353","24.2
298","32
310","28.2
295","33.1
188","46.5
304","55.4
337","37.6
38","34.3
170","66.5
300","-22.4
352"
2018,South Carolina St.,8,"95.3
318","118.2
347",".0780
343","46.7
326","56.5
338","18.5
172","18.9
136","29.4
148","32.8
320","35.9
106","33.6
186","45.7
317","57.8
348","32.7
285","36.3
245","71.9
55","-17.3
322"
2017,Alabama St.,7,"89.4
347","112.5
323",".0659
343","44.3
341","50.3
160","22
336","18
202","34.5
32","31.8
280","34.6
197","42.6
314","44.4
332","49.7
188","29.4
343","34.5
137","70
137","-19.2
341"
2016,Prairie View A&M,7,"87.4
346","106.6
232",".0926
343","41.8
350","50.7
204","21.8
339","23.4
4","30.7
135","36.3
347","36.4
186","47.4
337","42.1
346","53
323","27.3
350","30.6
15","69.7
128","-18.3
336"
2015,Alabama A&M,8,"92.3
319","113.4
338",".0858
343","44.7
319","50.5
229","21.9
322","18.3
219","35.2
41","36.4
337","41.6
61","41.3
259","45.4
273","50.7
273","29.1
336","33.3
115","63.5
253","-15.9
309"
2014,Longwood,4,"95.8
308","117.1
343",".0910
343","47.1
271","55.7
343","18.8
209","18.2
178","26.8
307","35.3
319","30.9
342","44.4
263","45.6
287","55.2
343","34.1
180","37.7
312","68.4
83","-19
338"
2013,Binghamton,2,"85.2
341","107.5
297",".0645
343","41.8
341","51.4
278","23.2
322","16.8
318","26.5
316","30.3
102","33.6
239","31.4
69","41.3
337","49.8
258","28.6
334","35.9
266","66.4
148","-21.7
345"
2012,Alabama A&M,5,"88.0
331","111.4
329",".0626
343","45.1
309","49.2
182","23.9
329","20.6
151","30.4
232","33.6
233","35.5
192","52.9
341","44.1
302","48
179","31.6
273","35.1
206","67.9
84","-17.5
322"
2011,Centenary,1,"83.1
344","110.6
322",".0360
343","44.2
325","55.1
339","26.2
344","20.7
124","26.5
315","39.6
342","47.6
12","46.3
307","43.1
319","56
343","31.2
296","35.6
234","70
38","-21.4
345"
2010,North Dakota,6,"90.7
312","116.9
346",".0513
343","48.9
160","51.9
301","24.9
338","18.8
261","26.7
325","29.6
54","45.5
28","50.1
335","46.1
231","49.4
243","35.2
117","36.7
286","65.4
258","-18.4
332"
2009,North Carolina Central,3,"83.5
342","113.3
340",".0290
343","42
340","55.8
343","24.2
316","23.1
48","27.8
308","40.6
342","30.8
303","41.2
271","40.5
341","57.8
343","30.2
314","34.2
169","70.6
35","-19.2
336"
2019,Northwestern St.,8,"88.7
344","109.1
288",".0846
342","44.7
343","51.2
192","22.7
337","19.5
108","28.9
155","34.7
345","33.6
169","36.5
263","46.2
314","48.1
85","28
350","37.5
322","69.9
126","-14.9
297"
2018,Alabama St.,8,"94.0
329","116.4
341",".0787
342","46.5
328","51.9
227","19.9
274","18.3
180","31.9
71","34.7
340","35.2
120","46.6
346","45.2
322","49.4
153","32.8
281","37.7
307","70.2
118","-18.2
331"
2017,Mississippi Valley St.,7,"94.5
322","119.0
349",".0661
342","46.6
319","56.4
342","19.7
253","19.5
113","30.4
132","33.9
329","33.5
236","37.8
225","44.9
321","56
345","34.3
197","38.1
319","72.4
46","-18.2
335"
2016,Northern Arizona,3,"92.7
330","112.7
323",".0960
342","45.2
325","56.2
346","18.1
177","17.5
213","22.3
340","29.6
162","36.1
191","34.3
111","42.3
343","53.9
335","33.4
232","39.9
346","71.2
73","-18.8
339"
2015,Central Connecticut,5,"90.9
330","111.5
329",".0878
342","44.6
321","51.4
275","21.3
302","15.8
333","30.9
172","32.8
255","28.6
342","23.9
3","43.2
323","51.2
291","32.2
253","34.5
190","63.8
237","-21.9
348"
2014,Maine,5,"94.4
322","115.2
334",".0922
342","48.9
198","53.2
312","20.3
290","17.6
223","24.5
337","35.5
322","33.9
316","39.4
152","48.7
168","52.9
321","32.9
231","36.1
262","74.8
3","-17.7
327"
2013,Presbyterian,5,"92.3
301","116.4
343",".0649
342","48.9
148","53.8
329","20.8
224","16.4
323","22.7
344","35.3
304","26.4
342","34.7
137","47.4
179","51.1
290","34.5
130","39.4
344","62.3
305","-18.9
331"
2012,South Carolina St.,3,"91.2
312","115.2
341",".0640
342","43.1
333","53.8
326","22.4
290","17.8
288","35.6
55","36.4
318","34.8
213","36.1
174","43.4
312","51.6
307","28.2
332","39.3
335","69.8
30","-20.6
338"
2011,Alcorn St.,4,"83.4
343","109.9
318",".0403
342","40.2
345","49.1
166","21.5
251","19.7
189","25.6
328","37.3
331","46
26","42.8
264","37.8
345","49.7
251","32.5
259","31.8
36","77.5
1","-17.7
321"
2010,Grambling St.,6,"88.7
329","114.2
342",".0518
342","44.7
319","50
217","22.3
276","21.9
75","29
290","36.4
304","36.2
212","55.3
344","41.7
335","50
261","34.3
158","33.4
132","68.4
114","-17.9
327"
2009,Maryland Eastern Shore,7,"87.3
333","115.8
343",".0371
342","42.1
339","50.6
239","25.2
332","20.5
174","39.1
21","37.3
317","44
21","39.9
252","40
342","49.6
239","31
303","35.1
223","64.7
260","-19.8
339"
2019,Incarnate Word,2,"97.2
283","118.5
353",".0931
341","51.9
118","59.3
353","24.1
348","19.7
99","23.1
321","32.7
321","34.8
123","39.1
307","51.4
115","61.2
353","35.1
131","37.6
324","66.4
305","-20.2
346"
2018,Longwood,4,"89.1
348","109.2
278",".0878
341","46.3
330","52.4
248","23
346","17.6
230","22.7
321","30.5
251","35.3
119","34.2
204","45.8
316","53.2
289","31.5
327","34.1
123","70.3
112","-21.2
347"
2017,Central Connecticut,6,"92.5
333","113.1
326",".0894
341","46.7
314","54
315","21.2
320","20.2
66","31.5
91","32.5
302","33.3
241","34.6
162","44.6
327","52.2
278","35.1
168","38
316","66.5
301","-19.6
343"
2016,Southern Utah,4,"97.4
287","117.9
349",".1006
341","49.3
198","57.7
350","18.8
217","17.4
219","23.9
325","31.2
242","35.4
211","45
323","46.5
255","55
346","36.4
90","42.2
351","68.8
174","-18.6
337"
2015,Maine,3,"92.2
321","112.9
337",".0884
341","46.7
269","55.8
351","21.6
310","19
172","23.5
335","31.7
207","27.7
347","36.6
172","45.5
265","55.6
350","32.6
242","37.4
302","66.6
86","-20.9
346"
2014,South Carolina St.,7,"91.9
344","111.6
299",".0966
341","43.5
348","50.2
195","22.5
341","17.7
216","35.5
40","34.3
298","33.6
322","44.6
267","44.2
327","50
225","28
346","33.8
139","66.6
169","-16
314"
2013,Mississippi Valley St.,5,"88.3
333","110.6
326",".0695
341","42.2
338","51.5
283","21.5
256","22.2
56","31.6
173","37.5
338","39.5
80","43.1
310","40.5
339","50.9
284","30.3
310","35.4
240","70.6
21","-18.3
326"
2012,Jackson St.,6,"86.1
339","108.6
301",".0651
341","41.8
343","49.8
208","23.8
325","20.8
139","33.6
128","36
305","33
256","41.7
275","39.6
343","49.1
217","32.2
258","34.3
168","62.5
314","-17.5
321"
2011,SIU Edwardsville,4,"87.0
337","111.3
326",".0556
341","46.7
274","53.6
331","23.7
328","18.2
278","22.1
341","37
326","33.5
281","44.4
287","45.5
267","53.1
329","32.4
264","36.6
286","70.3
34","-16.5
310"
2010,Marist,1,"89.4
322","112.6
339",".0662
341","45.4
296","52.2
312","22.1
268","18.7
264","26.1
331","34.6
257","28.4
335","37.5
171","41
340","51.7
315","35.1
119","35.4
234","63.9
298","-24.1
346"
2009,Grambling St.,5,"87.7
332","114.8
342",".0430
341","45.9
287","52.9
316","23.1
290","19.1
255","29.1
277","35.3
271","33.1
256","36
163","44.6
283","52.1
313","32.3
244","36.3
279","64.1
278","-19.1
334"
2008,NJIT,0,"76.6
341","107.8
287",".0194
341","40.2
340","53.7
307","27.9
339","20.4
204","30.7
249","32.9
167","40.1
79","45.8
319","39
341","50.7
256","28.4
336","40.1
333","71.1
41","-25.2
341"
2019,South Carolina St.,6,"96.9
290","117.1
350",".1019
340","47.2
311","56.4
344","20.8
307","20.4
65","31.6
74","30.2
262","39.7
28","40
324","46.5
304","57.1
348","32.4
266","36.9
302","68.3
214","-20.2
344"
2018,Alcorn St.,7,"93.8
332","114.2
331",".0943
340","48.3
285","52.1
236","20.8
313","17.9
210","27.1
226","33.1
327","33.7
164","40.1
299","47.8
257","50.4
196","32.7
285","36.3
245","69.2
179","-16.4
314"
2017,Howard,8,"90.0
345","109.5
290",".0949
340","43.4
345","49.7
133","21.5
325","18.2
194","32.3
72","33.3
322","43.4
17","35.8
191","43.3
340","47.2
89","29
347","36
229","68.6
220","-18
332"
2016,Bryant,7,"93.7
325","112.7
324",".1068
340","47.3
280","51.5
252","19.9
286","16
298","26.2
282","33.5
313","26.9
348","31.6
63","46.9
245","53.1
326","32
286","32.7
69","68.1
218","-17.7
330"
2015,Savannah St.,7,"85.3
349","104.4
211",".0895
340","44
332","53
312","24.7
347","24.8
4","30
206","33.7
288","34.2
250","50.5
338","46.2
241","51.9
316","25.2
351","37.1
296","65.4
137","-16.3
315"
2014,Howard,6,"88.0
350","106.2
207",".1037
340","42.1
351","49.9
175","24
350","21.3
25","31.8
162","36.3
339","49.3
26","54.4
340","38.9
351","49.8
217","32.9
231","33.4
119","67.6
111","-19
339"
2013,Alabama A&M,9,"89.1
328","111.0
329",".0744
340","43.8
326","49.8
220","21
237","17.4
299","31.8
159","31.9
167","36.9
142","36
175","43.9
307","48.8
220","28.9
327","34.9
224","66.1
170","-16
308"
2012,Northern Arizona,3,"88.6
330","111.0
325",".0698
340","44.2
324","56.9
343","22.7
298","20.9
134","31.5
197","33.9
241","30.4
309","31.9
69","42.8
327","54.6
338","31.7
269","41
344","65.5
200","-19.3
331"
2011,Prairie View A&M,6,"84.1
342","107.2
281",".0582
340","41.8
344","49
161","21.5
251","19.8
183","30.2
252","35.7
301","32.6
298","43.6
275","40.7
340","48.1
181","29.3
335","33.9
138","67.9
106","-17.2
317"
2010,Howard,7,"86.9
336","109.3
308",".0672
340","42.7
334","51.4
280","22.4
283","18.4
273","32.1
191","33.7
223","40.9
93","33.2
83","41.8
333","51.9
321","29.7
319","33.3
124","65.8
237","-21.1
340"
2009,Alcorn St.,4,"89.0
325","116.5
344",".0434
340","44.8
314","53.5
324","19.7
106","20
196","25
334","39.6
338","36.1
184","37.5
197","42.2
329","54.5
337","33.7
178","34.2
169","74.6
6","-20.3
340"
2008,Maryland Eastern Shore,4,"84.4
337","112.6
332",".0351
340","39.4
341","53.4
302","22.2
231","22.6
85","34.5
103","39.3
339","37.8
134","40.7
256","39.2
340","51.4
279","26.6
341","38.3
311","69.8
79","-22.9
340"
2019,San Jose St.,3,"92.7
333","111.7
321",".1050
339","46
333","56.1
342","21.9
326","15.4
329","27.4
206","28.7
203","34.8
123","26.9
28","44.1
344","56.3
341","33
241","37.3
313","71
80","-20.3
347"
2018,Bryant,3,"98.3
271","119.3
349",".0970
339","47.9
299","57.6
347","18.2
155","17.9
210","26.2
253","34.1
337","27.8
319","33
168","45.5
319","55.4
334","34.4
203","40.5
347","71.3
75","-23
350"
2017,Delaware St.,8,"93.9
327","113.6
330",".1010
339","47.8
281","52.3
252","19.6
244","20.3
59","28.5
204","37.2
350","30.1
305","39.1
250","44.7
325","52.6
297","35.1
168","34.7
152","67.3
273","-17.4
324"
2016,UTSA,4,"96.6
301","116.0
344",".1090
339","47
290","59
351","18.1
177","17.2
231","26
285","27.8
80","37.4
157","46.2
328","46.5
255","57.2
350","32.1
283","41.3
349","73
25","-20.4
347"
2015,Liberty,4,"88.5
343","107.6
283",".0950
339","46
294","50.2
219","24.5
346","18.1
236","30.6
180","32.5
244","40.2
90","41.8
267","45.8
256","48
174","31
304","35.6
240","66.2
100","-20.5
342"
2014,UMass Lowell,9,"93.6
334","112.8
319",".1044
339","45.6
326","50.3
200","20.8
314","18.2
178","28
281","36
330","38.8
222","35.5
73","43.9
330","51.7
286","32.1
273","31.8
52","65
254","-12.4
259"
2013,Furman,5,"90.7
318","112.8
340",".0751
339","45.8
281","52.6
313","22.7
306","17.2
305","28.4
280","33.5
249","35.3
191","29.2
40","44
306","50.3
270","32.6
230","38.6
337","64.9
222","-20
342"
2012,Alcorn St.,7,"86.8
336","108.3
296",".0730
339","44.5
318","48.1
139","23.3
317","21.8
84","26.8
306","39.1
340","37.5
141","44.6
309","44.5
291","47.4
154","29.7
324","33.1
115","68.2
72","-17.4
320"
2011,Arkansas Pine Bluff,7,"87.4
335","111.1
325",".0597
339","44.9
316","52.4
307","24.2
334","22.3
52","26.9
310","31.5
132","40.1
108","55.4
341","41.4
338","50.8
288","34.4
169","37.1
311","67.6
120","-18.6
327"
2010,SIU Edwardsville,3,"86.8
338","108.5
302",".0710
339","43.7
327","52.5
316","21.4
229","18.9
253","24.5
336","34.8
264","31.6
308","40.9
235","42.1
330","51.4
305","31.3
281","36.8
289","68.7
96","-18.2
329"
2009,Winston Salem St.,6,"82.7
343","106.4
275",".0521
339","42.4
338","51.2
263","25.3
333","24.4
15","31.3
225","35.3
271","34.3
223","43.4
299","42.5
325","51.3
292","28.2
335","33.9
150","68.4
100","-18.1
321"
