year_id,pts,mp,player,player_id,school_name,url_school
2019,86,241,Kyle Guy,kyle-guy-1,Virginia,virginia
2019,99,237,Ty Jerome,ty-jerome-1,Virginia,virginia
2011,141,231,Kemba Walker,kemba-walker-1,Connecticut,connecticut
2010,106,227,Nolan Smith,nolan-smith-1,Duke,duke
2015,132,226,Frank Kaminsky,frank-kaminsky-1,Wisconsin,wisconsin
2010,96,225,Jon Scheyer,jon-scheyer-1,Duke,duke
2011,94,223,Bradford Burgess,bradford-burgess-1,Virginia Commonwealth,virginia-commonwealth
2013,79,223,Tim Hardaway,tim-hardaway-jr-1,Michigan,michigan
2019,95,223,De'Andre Hunter,deandre-hunter-1,Virginia,virginia
2017,100,223,Nigel Williams-Goss,nigel-williams-goss-1,Gonzaga,gonzaga
2014,82,222,Ryan Boatright,ryan-boatright-1,Connecticut,connecticut
2008,61,221,Antonio Anderson,antonio-anderson-1,Memphis,memphis
2015,78,220,Tyus Jones,tyus-jones-1,Duke,duke
2010,108,219,Kyle Singler,kyle-singler-1,Duke,duke
2014,79,219,Aaron Harrison,aaron-harrison-1,Kentucky,kentucky
2013,76,219,Glenn Robinson,glenn-robinson-2,Michigan,michigan
2014,127,218,Shabazz Napier,shabazz-napier-1,Connecticut,connecticut
2015,81,218,Quinn Cook,quinn-cook-1,Duke,duke
2011,89,216,Matt Howard,matt-howard-1,Butler,butler
2010,95,216,Gordon Hayward,gordon-hayward-1,Butler,butler
2013,93,215,Trey Burke,trey-burke-1,Michigan,michigan
2018,86,214,Muhammad-Ali Abdur-Rahkman,muhammad-ali-abdur-rahkman-1,Michigan,michigan
2019,68,214,Davide Moretti,davide-moretti-1,Texas Tech,texas-tech
2008,125,213,Derrick Rose,derrick-rose-1,Memphis,memphis
2010,42,213,Willie Veasley,willie-veasley-1,Butler,butler
2015,32,213,Josh Gasser,josh-gasser-1,Wisconsin,wisconsin
2010,41,210,Ronald Nored,ronald-nored-1,Butler,butler
2014,66,210,Andrew Harrison,andrew-harrison-1,Kentucky,kentucky
2011,54,209,Joey Rodriguez,joey-rodriguez-1,Virginia Commonwealth,virginia-commonwealth
2011,97,209,Jeremy Lamb,jeremy-lamb-1,Connecticut,connecticut
2019,79,208,Matt Mooney,matt-mooney-1,Texas Tech,texas-tech
2012,82,208,Anthony Davis,anthony-davis-5,Kentucky,kentucky
2017,117,207,Justin Jackson,justin-jackson-4,North Carolina,north-carolina
2019,111,207,Jarrett Culver,jarrett-culver-1,Texas Tech,texas-tech
2011,122,206,Shelvin Mack,shelvin-mack-1,Butler,butler
2008,140,205,Chris Douglas-Roberts,chris-douglas-roberts-1,Memphis,memphis
2011,105,205,Jamie Skeen,jamie-skeen-1,Virginia Commonwealth,virginia-commonwealth
2015,115,205,Sam Dekker,sam-dekker-1,Wisconsin,wisconsin
2011,48,204,Shawn Vanzant,shawn-vanzant-1,Butler,butler
2008,95,204,Brandon Rush,brandon-rush-1,Kansas,kansas
2012,77,204,Tyshawn Taylor,tyshawn-taylor-1,Kansas,kansas
2014,96,203,DeAndre Daniels,deandre-daniels-1,Connecticut,connecticut
2015,74,201,Nigel Hayes,nigel-hayes-1,Wisconsin,wisconsin
2009,115,201,Wayne Ellington,wayne-ellington-1,North Carolina,north-carolina
2012,80,201,Marquis Teague,marquis-teague-1,Kentucky,kentucky
2014,79,200,James Young,james-young-1,Kentucky,kentucky
2018,89,199,Charles Matthews,charles-matthews-1,Michigan,michigan
2019,38,199,Kihei Clark,kihei-clark-1,Virginia,virginia
2016,82,198,Joel Berry,joel-berry-1,North Carolina,north-carolina
2012,100,198,Thomas Robinson,thomas-robinson-2,Kansas,kansas
2008,89,197,Mario Chalmers,mario-chalmers-1,Kansas,kansas
2012,80,197,Elijah Johnson,elijah-johnson-1,Kansas,kansas
2018,87,197,Devonte' Graham,devonte-graham-1,Kansas,kansas
2017,83,196,Joel Berry,joel-berry-1,North Carolina,north-carolina
2009,86,193,Kalin Lucas,kalin-lucas-1,Michigan State,michigan-state
2016,95,193,Ryan Arcidiacono,ryan-arcidiacono-1,Villanova,villanova
2019,63,193,Mamadi Diakite,mamadi-diakite-1,Virginia,virginia
2014,89,193,Julius Randle,julius-randle-1,Kentucky,kentucky
2013,134,193,Russ Smith,russ-smith-1,Louisville,louisville
2012,69,192,Terrence Jones,terrence-jones-1,Kentucky,kentucky
2016,114,192,Brice Johnson,brice-johnson-1,North Carolina,north-carolina
2014,46,192,Niels Giffey,niels-giffey-1,Connecticut,connecticut
2016,76,191,Michael Gbinije,michael-gbinije-1,Syracuse,syracuse
2012,52,191,Aaron Craft,aaron-craft-1,Ohio State,ohio-state
2016,90,190,Marcus Paige,marcus-paige-1,North Carolina,north-carolina
2019,92,190,Cassius Winston,cassius-winston-1,Michigan State,michigan-state
2015,95,189,Travis Trice,travis-trice-1,Michigan State,michigan-state
2012,99,189,Doron Lamb,doron-lamb-1,Kentucky,kentucky
2012,52,188,Travis Releford,travis-releford-1,Kansas,kansas
2016,126,188,Buddy Hield,buddy-hield-1,Oklahoma,oklahoma
2018,97,188,Jalen Brunson,jalen-brunson-1,Villanova,villanova
2015,86,188,Justise Winslow,justise-winslow-1,Duke,duke
2010,92,188,Shelvin Mack,shelvin-mack-1,Butler,butler
2018,108,187,Malik Newman,malik-newman-1,Kansas,kansas
2017,52,186,Dylan Ennis,dylan-ennis-1,Oregon,oregon
2012,74,186,Michael Kidd-Gilchrist,michael-kidd-gilchrist-1,Kentucky,kentucky
2018,39,185,Zavier Simpson,zavier-simpson-1,Michigan,michigan
2017,72,185,Jordan Mathews,jordan-mathews-1,Gonzaga,gonzaga
2013,86,184,Mitch McGary,mitch-mcgary-1,Michigan,michigan
2016,90,183,Josh Hart,josh-hart-1,Villanova,villanova
2012,70,182,Darius Miller,darius-miller-1,Kentucky,kentucky
2011,80,182,Brandon Knight,brandon-knight-1,Kentucky,kentucky
2008,66,182,Darrell Arthur,darrell-arthur-1,Kansas,kansas
2009,105,181,Tyler Hansbrough,tyler-hansbrough-1,North Carolina,north-carolina
2013,61,180,Peyton Siva,peyton-siva-1,Louisville,louisville
2018,74,180,Eric Paschall,eric-paschall-1,Villanova,villanova
2016,70,180,Trevor Cooney,trevor-cooney-1,Syracuse,syracuse
2018,61,179,Clayton Custer,clayton-custer-1,Loyola (IL),loyola-il
2018,90,179,Moritz Wagner,moritz-wagner-1,Michigan,michigan
2015,57,179,Bronson Koenig,bronson-koenig-1,Wisconsin,wisconsin
2016,75,179,Malachi Richardson,malachi-richardson-1,Syracuse,syracuse
2013,62,178,Brandon Triche,brandon-triche-1,Syracuse,syracuse
2018,56,178,Sviatoslav Mykhailiuk,sviatoslav-mykhailiuk-1,Kansas,kansas
2014,31,178,Josh Gasser,josh-gasser-1,Wisconsin,wisconsin
2013,54,178,Michael Carter-Williams,michael-carter-williams-1,Syracuse,syracuse
2010,65,178,Devin Ebanks,devin-ebanks-1,West Virginia,west-virginia
2008,39,178,Joey Dorsey,joey-dorsey-1,Memphis,memphis
2017,118,178,Sindarius Thornwell,sindarius-thornwell-1,South Carolina,south-carolina
2012,96,177,Deshaun Thomas,deshaun-thomas-1,Ohio State,ohio-state
2017,119,177,Tyler Dorsey,tyler-dorsey-1,Oregon,oregon
2018,93,177,Mikal Bridges,mikal-bridges-1,Villanova,villanova
2013,52,176,Nik Stauskas,nik-stauskas-1,Michigan,michigan
2013,77,176,C.J. Fair,cj-fair-1,Syracuse,syracuse
2017,39,176,Josh Perkins,josh-perkins-1,Gonzaga,gonzaga
2012,35,175,Gorgui Dieng,gorgui-dieng-1,Louisville,louisville
2009,78,175,Goran Suton,goran-suton-1,Michigan State,michigan-state
2012,66,174,William Buford,william-buford-1,Ohio State,ohio-state
2019,28,174,Kenny Goins,kenny-goins-1,Michigan State,michigan-state
2014,71,174,Scottie Wilbekin,scottie-wilbekin-1,Florida,florida
2018,62,174,Lagerald Vick,lagerald-vick-1,Kansas,kansas
2019,46,174,Matt McQuaid,matt-mcquaid-1,Michigan State,michigan-state
2011,42,173,DeAndre Liggins,deandre-liggins-1,Kentucky,kentucky
2010,79,173,Da'Sean Butler,dasean-butler-1,West Virginia,west-virginia
2016,77,173,Justin Jackson,justin-jackson-4,North Carolina,north-carolina
2017,54,172,Duane Notice,duane-notice-1,South Carolina,south-carolina
2011,65,172,Josh Harrellson,josh-harrellson-1,Kentucky,kentucky
2009,72,172,Danny Green,danny-green-1,North Carolina,north-carolina
2016,69,172,Daniel Ochefu,daniel-ochefu-1,Villanova,villanova
2013,52,171,Gorgui Dieng,gorgui-dieng-1,Louisville,louisville
2018,37,171,Phil Booth,phil-booth-1,Villanova,villanova
2012,43,171,Jeff Withey,jeff-withey-1,Kansas,kansas
2019,48,170,Tariq Owens,tariq-owens-1,Texas Tech,texas-tech
2012,45,170,Kyle Kuric,kyle-kuric-1,Louisville,louisville
2008,67,169,Russell Westbrook,russell-westbrook-1,UCLA,ucla
2010,67,169,Kevin Jones,kevin-jones-5,West Virginia,west-virginia
2010,30,169,Lance Thomas,lance-thomas-1,Duke,duke
2016,43,168,Tyler Roberson,tyler-roberson-1,Syracuse,syracuse
2019,139,168,Carsen Edwards,carsen-edwards-1,Purdue,purdue
2018,41,168,Ben Richardson,ben-richardson-1,Loyola (IL),loyola-il
2014,63,168,Ben Brust,ben-brust-1,Wisconsin,wisconsin
2008,101,167,Tyler Hansbrough,tyler-hansbrough-1,North Carolina,north-carolina
2017,76,167,Dillon Brooks,dillon-brooks-1,Oregon,oregon
2009,48,167,Reggie Redding,reggie-redding-1,Villanova,villanova
2015,90,167,Jahlil Okafor,jahlil-okafor-1,Duke,duke
2018,69,166,Omari Spellman,omari-spellman-1,Villanova,villanova
2010,94,166,Durrell Summers,durrell-summers-1,Michigan State,michigan-state
2016,93,166,Kris Jenkins,kris-jenkins-1,Villanova,villanova
2009,74,166,Stanley Robinson,stanley-robinson-1,Connecticut,connecticut
2017,62,166,Johnathan Williams,johnathan-williams-2,Gonzaga,gonzaga
2008,34,166,Josh Shipp,josh-shipp-1,UCLA,ucla
2018,90,165,Donte DiVincenzo,donte-divincenzo-1,Villanova,villanova
2009,67,165,Scottie Reynolds,scottie-reynolds-1,Villanova,villanova
2014,45,165,Michael Frazier,michael-frazier-1,Florida,florida
2011,42,165,Darius Miller,darius-miller-1,Kentucky,kentucky
2009,104,165,Ty Lawson,ty-lawson-1,North Carolina,north-carolina
2019,52,165,Aaron Henry,aaron-henry-1,Michigan State,michigan-state
2015,57,165,Jerian Grant,jerian-grant-1,Notre Dame,notre-dame
2017,33,164,Theo Pinson,theo-pinson-1,North Carolina,north-carolina
2019,81,164,Jared Harper,jared-harper-12,Auburn,auburn
2019,85,164,Bryce Brown,bryce-brown-1,Auburn,auburn
2009,69,164,Jeff Adrien,jeff-adrien-1,Connecticut,connecticut
2015,34,163,Matt Jones,matt-jones-3,Duke,duke
2015,75,163,Denzel Valentine,denzel-valentine-1,Michigan State,michigan-state
2015,67,163,Terry Rozier,terry-rozier-1,Louisville,louisville
2019,47,162,Brandone Francis,brandone-francis-1,Texas Tech,texas-tech
2013,55,162,Ron Baker,ron-baker-1,Wichita State,wichita-state
2012,66,162,Chane Behanan,chane-behanan-1,Louisville,louisville
2016,52,162,Isaiah Cousins,isaiah-cousins-1,Oklahoma,oklahoma
2008,99,162,Kevin Love,kevin-love-1,UCLA,ucla
2008,42,161,Russell Robinson,russell-robinson-1,Kansas,kansas
2015,40,161,Pat Connaughton,pat-connaughton-1,Notre Dame,notre-dame
2018,58,160,Tyus Battle,tyus-battle-1,Syracuse,syracuse
2009,95,160,A.J. Price,aj-price-1,Connecticut,connecticut
2013,62,160,Malcolm Armstead,malcolm-armstead-1,Wichita State,wichita-state
2012,85,160,Jared Sullinger,jared-sullinger-1,Ohio State,ohio-state
2008,50,160,Sherron Collins,sherron-collins-1,Kansas,kansas
2013,49,160,James Southerland,james-southerland-1,Syracuse,syracuse
2008,51,159,Darren Collison,darren-collison-1,UCLA,ucla
2015,44,158,Demetrius Jackson,demetrius-jackson-2,Notre Dame,notre-dame
2009,83,158,Dante Cunningham,dante-cunningham-1,Villanova,villanova
2008,49,158,Robert Dozier,robert-dozier-1,Memphis,memphis
2018,53,158,Grayson Allen,grayson-allen-1,Duke,duke
2011,44,157,Alex Oriakhi,alex-oriakhi-1,Connecticut,connecticut
2012,55,157,Lenzelle Smith,lenzelle-smith-jr-1,Ohio State,ohio-state
2011,52,157,Terrence Jones,terrence-jones-1,Kentucky,kentucky
2011,11,157,Ronald Nored,ronald-nored-1,Butler,butler
2018,68,157,Oshae Brissett,oshae-brissett-1,Syracuse,syracuse
2017,63,157,Jordan Bell,jordan-bell-1,Oregon,oregon
2017,73,157,Kennedy Meeks,kennedy-meeks-1,North Carolina,north-carolina
2018,44,156,Duncan Robinson,duncan-robinson-1,Michigan,michigan
2014,82,156,Frank Kaminsky,frank-kaminsky-1,Wisconsin,wisconsin
2010,79,156,Denis Clemente,denis-clemente-1,Kansas State,kansas-state
2015,62,156,Montrezl Harrell,montrezl-harrell-1,Louisville,louisville
2011,30,155,Shabazz Napier,shabazz-napier-1,Connecticut,connecticut
2015,54,155,Steve Vasturia,steve-vasturia-1,Notre Dame,notre-dame
2010,46,155,Korie Lucious,korie-lucious-1,Michigan State,michigan-state
2018,38,154,Frank Howard,franklin-howard-1,Syracuse,syracuse
2011,34,154,Roscoe Smith,roscoe-smith-1,Connecticut,connecticut
2016,71,154,Demetrius Jackson,demetrius-jackson-2,Notre Dame,notre-dame
2015,48,154,Kevin Pangos,kevin-pangos-1,Gonzaga,gonzaga
2015,56,154,Branden Dawson,branden-dawson-1,Michigan State,michigan-state
2009,93,154,Sam Young,sam-young-1,Pittsburgh,pittsburgh
2016,31,153,Ryan Spangler,ryan-spangler-1,Oklahoma,oklahoma
2009,32,153,Travis Walton,travis-walton-1,Michigan State,michigan-state
2019,81,153,R.J. Barrett,rj-barrett-1,Duke,duke
2018,63,153,Barry Brown,barry-brown-1,Kansas State,kansas-state
2008,128,152,Stephen Curry,stephen-curry-1,Davidson,davidson
2017,78,152,PJ Dozier,pj-dozier-1,South Carolina,south-carolina
2013,75,152,Ramon Galloway,ramon-galloway-1,La Salle,la-salle
2016,51,152,Tyler Lydon,tyler-lydon-1,Syracuse,syracuse
2008,81,151,A.J. Abrams,aj-abrams-1,Texas,texas
2008,57,151,D.J. Augustin,dj-augustin-1,Texas,texas
2015,44,151,Quentin Snider,quentin-snider-1,Louisville,louisville
2009,36,150,Craig Austrie,craig-austrie-1,Connecticut,connecticut
2018,82,150,Marvin Bagley III,marvin-bagleyiii-1,Duke,duke
2011,38,150,Andrew Smith,andrew-smith-2,Butler,butler
2019,42,150,Tre Jones,tre-jones-1,Duke,duke
2009,66,150,Dwayne Anderson,dwayne-anderson-1,Villanova,villanova
2014,66,150,Nick Johnson,nick-johnson-1,Arizona,arizona
2008,53,149,Jason Richards,jason-richards-1,Davidson,davidson
2019,68,149,Xavier Tillman,xavier-tillman-1,Michigan State,michigan-state
2014,63,149,Traevon Jackson,traevon-jackson-1,Wisconsin,wisconsin
2012,40,149,Kris Joseph,kris-joseph-1,Syracuse,syracuse
2016,79,149,Jordan Woodard,jordan-woodard-1,Oklahoma,oklahoma
2014,70,149,Nik Stauskas,nik-stauskas-1,Michigan,michigan
2011,72,148,Brandon Rozzell,brandon-rozzell-1,Virginia Commonwealth,virginia-commonwealth
2013,81,148,Cleanthony Early,cleanthony-early-1,Wichita State,wichita-state
2012,47,148,Peyton Siva,peyton-siva-1,Louisville,louisville
2013,84,148,Seth Curry,seth-curry-1,Duke,duke
2008,80,147,Wayne Ellington,wayne-ellington-1,North Carolina,north-carolina
2018,54,147,Marques Townes,marques-townes-1,Loyola (IL),loyola-il
2014,55,147,Glenn Robinson,glenn-robinson-2,Michigan,michigan
2018,35,147,Donte Ingram,donte-ingram-1,Loyola (IL),loyola-il
2015,67,147,Wayne Blackshear,wayne-blackshear-1,Louisville,louisville
2011,38,147,Chandler Parsons,chandler-parsons-1,Florida,florida
2019,104,147,Zion Williamson,zion-williamson-1,Duke,duke
2017,85,146,Trevon Bluiett,trevon-bluiett-1,Xavier,xavier
2018,65,146,Gary Trent Jr.,gary-trentjr-1,Duke,duke
2013,87,145,Deshaun Thomas,deshaun-thomas-1,Ohio State,ohio-state
2013,53,145,Chane Behanan,chane-behanan-1,Louisville,louisville
2009,56,145,Terrence Williams,terrence-williams-1,Louisville,louisville
2014,72,144,Jarnell Stokes,jarnell-stokes-1,Tennessee,tennessee
2015,32,144,Willie Cauley-Stein,willie-cauley-stein-1,Kentucky,kentucky
2019,49,143,Tyler Herro,tyler-herro-1,Kentucky,kentucky
2010,52,143,Raymar Morgan,raymar-morgan-1,Michigan State,michigan-state
2013,34,143,Tyreek Duren,tyreek-duren-1,La Salle,la-salle
2016,70,143,V.J. Beachem,vj-beachem-1,Notre Dame,notre-dame
2008,30,143,Stanley Burrell,stanley-burrell-1,Xavier,xavier
2013,39,143,Tekele Cotton,tekele-cotton-1,Wichita State,wichita-state
2010,40,142,Tweety Carter,tweety-carter-1,Baylor,baylor
2014,79,142,Jordan McRae,jordan-mcrae-1,Tennessee,tennessee
2014,52,142,Patric Young,patric-young-1,Florida,florida
2013,73,142,Vander Blue,vander-blue-1,Marquette,marquette
2016,31,142,Steve Vasturia,steve-vasturia-1,Notre Dame,notre-dame
2017,89,142,Frank Mason,frank-mason-1,Kansas,kansas
2019,47,142,Reid Travis,reid-travis-1,Kentucky,kentucky
2009,43,142,Levance Fields,levance-fields-1,Pittsburgh,pittsburgh
2014,52,141,Sam Dekker,sam-dekker-1,Wisconsin,wisconsin
2009,114,141,Blake Griffin,blake-griffin-1,Oklahoma,oklahoma
2016,44,141,Frank Mason,frank-mason-1,Kansas,kansas
2014,32,141,T.J. McConnell,tj-mcconnell-1,Arizona,arizona
2016,57,141,Malcolm Brogdon,malcolm-brogdon-1,Virginia,virginia
2008,42,141,Terrence Williams,terrence-williams-1,Louisville,louisville
2009,56,141,Willie Warren,willie-warren-1,Oklahoma,oklahoma
2010,44,141,Brian Zoubek,brian-zoubek-1,Duke,duke
2017,26,140,Quentin Goodin,quentin-goodin-1,Xavier,xavier
2016,44,140,London Perrantes,london-perrantes-1,Virginia,virginia
2010,54,140,Ekpe Udoh,ekpe-udoh-1,Baylor,baylor
2013,69,140,Luke Hancock,luke-hancock-1,Louisville,louisville
2015,62,140,T.J. McConnell,tj-mcconnell-1,Arizona,arizona
2009,38,140,Taylor Griffin,taylor-griffin-1,Oklahoma,oklahoma
2011,59,140,Kenny Boynton,kenny-boynton-1,Florida,florida
2012,56,140,Harrison Barnes,harrison-barnes-1,North Carolina,north-carolina
2017,59,139,Przemek Karnowski,przemek-karnowski-1,Gonzaga,gonzaga
2016,46,139,Jalen Brunson,jalen-brunson-1,Villanova,villanova
2018,34,139,Kamau Stokes,kamau-stokes-1,Kansas State,kansas-state
2017,52,139,J.P. Macura,jp-macura-1,Xavier,xavier
2017,43,139,Bam Adebayo,edrice-adebayo-1,Kentucky,kentucky
2011,30,139,Kendall Marshall,kendall-marshall-1,North Carolina,north-carolina
2008,51,139,Darnell Jackson,darnell-jackson-1,Kansas,kansas
2019,48,138,Matt Haarms,matt-haarms-1,Purdue,purdue
2013,44,138,Aaron Craft,aaron-craft-1,Ohio State,ohio-state
2009,58,138,Durrell Summers,durrell-summers-1,Michigan State,michigan-state
2017,63,138,Devonte' Graham,devonte-graham-1,Kansas,kansas
2009,63,138,Hasheem Thabeet,hasheem-thabeet-1,Connecticut,connecticut
2019,51,138,Ryan Cline,ryan-cline-1,Purdue,purdue
2011,28,137,Ed Nixon,ed-nixon-1,Virginia Commonwealth,virginia-commonwealth
2017,35,137,Payton Pritchard,payton-pritchard-1,Oregon,oregon
2018,52,137,Trevon Duval,trevon-duval-1,Duke,duke
2012,70,137,Pierre Jackson,pierre-jackson-1,Baylor,baylor
2013,58,137,Carl Hall,carl-hall-1,Wichita State,wichita-state
2008,45,137,Drew Lavender,drew-lavender-1,Xavier,xavier
2009,62,137,Earl Clark,earl-clark-1,Louisville,louisville
2008,34,137,Luc Richard Mbah a Moute,luc-richard-mbah-a-moute-1,UCLA,ucla
2012,59,136,Brady Heslip,brady-heslip-1,Baylor,baylor
2014,77,136,Josh Richardson,josh-richardson-2,Tennessee,tennessee
2015,53,136,Trey Lyles,trey-lyles-1,Kentucky,kentucky
2008,13,136,Marcus Ginyard,marcus-ginyard-1,North Carolina,north-carolina
2018,55,136,Xavier Sneed,xavier-sneed-1,Kansas State,kansas-state
2010,55,136,Wayne Chism,wayne-chism-1,Tennessee,tennessee
2014,38,136,Dorian Finney-Smith,dorian-finney-smith-1,Florida,florida
2009,67,136,DeJuan Blair,dejuan-blair-1,Pittsburgh,pittsburgh
2014,57,135,Aaron Gordon,aaron-gordon-1,Arizona,arizona
2012,55,135,Scoop Jardine,scoop-jardine-1,Syracuse,syracuse
2016,69,135,Elgin Cook,elgin-cook-1,Oregon,oregon
2011,63,135,Erving Walker,erving-walker-1,Florida,florida
2017,25,135,Maik Kotsar,maik-kotsar-1,South Carolina,south-carolina
2011,84,135,Harrison Barnes,harrison-barnes-1,North Carolina,north-carolina
2008,27,135,Justin Mason,justin-mason-1,Texas,texas
2009,30,134,Austin Johnson,austin-johnson-2,Oklahoma,oklahoma
2013,64,134,Mason Plumlee,mason-plumlee-1,Duke,duke
2010,46,134,Matt Howard,matt-howard-1,Butler,butler
2010,91,134,Jacob Pullen,jacob-pullen-1,Kansas State,kansas-state
2018,41,134,Marek Dolezaj,marek-dolezaj-1,Syracuse,syracuse
2016,41,134,Mikal Bridges,mikal-bridges-1,Villanova,villanova
2017,54,134,Isaiah Hicks,isaiah-hicks-1,North Carolina,north-carolina
2010,32,133,Joe Mazzulla,joe-mazzulla-1,West Virginia,west-virginia
2018,73,133,Keenan Evans,keenan-evans-1,Texas Tech,texas-tech
2015,38,133,Bryn Forbes,bryn-forbes-1,Michigan State,michigan-state
2015,52,133,Andrew Harrison,andrew-harrison-1,Kentucky,kentucky
2017,67,133,Chris Silva,chris-silva-1,South Carolina,south-carolina
2014,57,133,Casey Prather,casey-prather-1,Florida,florida
2010,58,133,John Wall,john-wall-1,Kentucky,kentucky
2012,63,132,Bradley Beal,bradley-beal-1,Florida,florida
2012,42,132,Reggie Bullock,reggie-bullock-2,North Carolina,north-carolina
2011,38,132,Brady Morningstar,brady-morningstar-1,Kansas,kansas
2010,44,131,Draymond Green,draymond-green-1,Michigan State,michigan-state
2011,40,131,Doron Lamb,doron-lamb-1,Kentucky,kentucky
2019,46,131,Josh Perkins,josh-perkins-1,Gonzaga,gonzaga
2010,84,130,LaceDarius Dunn,lacedarius-dunn-1,Baylor,baylor
2011,41,130,Dexter Strickland,dexter-strickland-1,North Carolina,north-carolina
2016,32,130,Devonte' Graham,devonte-graham-1,Kansas,kansas
2012,37,130,Chris Smith,chris-smith-4,Louisville,louisville
2019,46,130,Zach Norvell Jr.,zach-norvelljr-1,Gonzaga,gonzaga
2011,103,130,Tyler Zeller,tyler-zeller-1,North Carolina,north-carolina
2016,65,129,Dillon Brooks,dillon-brooks-1,Oregon,oregon
2015,31,129,Tyler Ulis,tyler-ulis-1,Kentucky,kentucky
2017,85,129,De'Aaron Fox,deaaron-fox-1,Kentucky,kentucky
2014,56,129,Gary Harris,gary-harris-1,Michigan State,michigan-state
2018,48,129,Zhaire Smith,zhaire-smith-1,Texas Tech,texas-tech
2014,65,129,Branden Dawson,branden-dawson-1,Michigan State,michigan-state
2014,39,129,Caris LeVert,caris-levert-1,Michigan,michigan
2013,42,129,Sam Thompson,sam-thompson-1,Ohio State,ohio-state
2012,60,128,Tyler Zeller,tyler-zeller-1,North Carolina,north-carolina
2019,81,128,Brandon Clarke,brandon-clarke-1,Gonzaga,gonzaga
2017,28,128,Silas Melson,silas-melson-1,Gonzaga,gonzaga
2011,66,128,Marcus Morris,marcus-morris-1,Kansas,kansas
2015,46,127,Aaron Harrison,aaron-harrison-1,Kentucky,kentucky
2016,71,127,Wayne Selden,wayne-selden-1,Kansas,kansas
2008,72,127,Ty Lawson,ty-lawson-1,North Carolina,north-carolina
2014,41,127,Dakari Johnson,dakari-johnson-1,Kentucky,kentucky
2017,34,127,Isaiah Briscoe,isaiah-briscoe-1,Kentucky,kentucky
2013,40,126,Sam Mills,sam-mills-1,La Salle,la-salle
2013,23,126,Quinn Cook,quinn-cook-1,Duke,duke
2011,49,126,Alex Tyus,alex-tyus-1,Florida,florida
2011,91,126,Derrick Williams,derrick-williams-2,Arizona,arizona
2013,26,125,Trent Lockett,trent-lockett-1,Marquette,marquette
2017,59,125,Malik Monk,malik-monk-1,Kentucky,kentucky
2015,56,125,Rondae Hollis-Jefferson,rondae-hollis-jefferson-1,Arizona,arizona
2017,65,125,Josh Jackson,josh-jackson-2,Kansas,kansas
2012,17,125,Conner Teahan,conner-teahan-1,Kansas,kansas
2010,60,124,Curtis Kelly,curtis-kelly-1,Kansas State,kansas-state
2012,51,124,Kenny Boynton,kenny-boynton-1,Florida,florida
2019,55,124,Keldon Johnson,keldon-johnson-1,Kentucky,kentucky
2011,29,124,Tyrel Reed,tyrel-reed-1,Kansas,kansas
2016,41,124,Tyler Dorsey,tyler-dorsey-1,Oregon,oregon
2009,42,123,Deon Thompson,deon-thompson-1,North Carolina,north-carolina
2014,26,123,Derrick Walton,derrick-walton-1,Michigan,michigan
2019,34,123,Samir Doughty,samir-doughty-1,Auburn,auburn
2010,43,123,Patrick Patterson,patrick-patterson-1,Kentucky,kentucky
2017,59,123,KeVaughn Allen,kevaughn-allen-1,Florida,florida
2011,98,123,Jimmer Fredette,jimmer-fredette-1,Brigham Young,brigham-young
2009,52,122,J.T. Tiller,jt-tiller-1,Missouri,missouri
2013,40,122,Scottie Wilbekin,scottie-wilbekin-1,Florida,florida
2019,30,122,Ashton Hagans,ashton-hagans-1,Kentucky,kentucky
2018,56,122,Cody Martin,cody-martin-1,Nevada,nevada
2012,47,121,Erving Walker,erving-walker-1,Florida,florida
2016,73,121,Perry Ellis,perry-ellis-1,Kansas,kansas
2013,25,121,Ryan Kelly,ryan-kelly-3,Duke,duke
2015,71,121,Kyle Wiltjer,kyle-wiltjer-1,Gonzaga,gonzaga
2014,21,121,Denzel Valentine,denzel-valentine-1,Michigan State,michigan-state
2014,82,121,Adreian Payne,adreian-payne-1,Michigan State,michigan-state
2010,46,120,Jon Diebler,jon-diebler-1,Ohio State,ohio-state
2013,47,120,Rasheed Sulaimon,rasheed-sulaimon-1,Duke,duke
2015,34,120,Gary Bell,gary-bell-1,Gonzaga,gonzaga
2008,49,120,Derrick Brown,derrick-brown-1,Xavier,xavier
2016,67,120,Grayson Allen,grayson-allen-1,Duke,duke
2018,46,120,Jordan Caroline,jordan-caroline-1,Nevada,nevada
2012,40,120,Perry Jones,perry-jones-1,Baylor,baylor
2014,57,119,Chasson Randle,chasson-randle-1,Stanford,stanford
2011,30,119,D.J. Gay,dj-gay-1,San Diego State,san-diego-state
2009,40,119,Tony Crocker,tony-crocker-1,Oklahoma,oklahoma
2010,44,119,Mickey McConnell,mickey-mcconnell-1,Saint Mary's (CA),saint-marys-ca
2008,52,119,Damion James,damion-james-1,Texas,texas
2009,52,119,Corey Fisher,corey-fisher-1,Villanova,villanova
2010,40,119,William Buford,william-buford-1,Ohio State,ohio-state
2017,30,119,Kevarrius Hayes,kevarrius-hayes-1,Florida,florida
2016,69,119,Brandon Ingram,brandon-ingram-1,Duke,duke
2011,56,119,John Henson,john-henson-1,North Carolina,north-carolina
2011,55,118,Jordan Taylor,jordan-taylor-1,Wisconsin,wisconsin
2014,42,118,Devin Oliver,devin-oliver-1,Dayton,dayton
