year_id,pts,mp,player,player_id,school_name,url_school
2019,16,32,Jordan Bruner,jordan-bruner-1,Yale,yale
2009,6,32,Antonio Pena,antonio-pena-1,Villanova,villanova
2014,6,32,Connar Tava,connar-tava-1,Western Michigan,western-michigan
2008,17,32,Matt Nelson,matt-nelson-1,Boise State,boise-state
2013,11,32,Zeke Marshall,zeke-marshall-1,Akron,akron
2012,4,32,Akil Mitchell,akil-mitchell-1,Virginia,virginia
2008,8,32,Cliff Hammonds,cliff-hammonds-1,Clemson,clemson
2010,6,32,Blake Hoffarber,blake-hoffarber-1,Minnesota,minnesota
2012,2,32,Zack Novak,zack-novak-1,Michigan,michigan
2017,0,32,Lourawls Nairn,lourawls-tum-tum-nairn-1,Michigan State,michigan-state
2010,9,32,Gary Johnson,gary-johnson-1,Texas,texas
2019,6,32,Quincy McKnight,quincy-mcknight-1,Seton Hall,seton-hall
2013,6,32,Steven Kaspar,steven-kaspar-1,Bucknell,bucknell
2011,15,32,Casey Mitchell,casey-mitchell-1,West Virginia,west-virginia
2008,9,32,Gary Johnson,gary-johnson-1,Texas,texas
2015,6,32,Reece Chamberlain,reece-chamberlain-1,Belmont,belmont
2008,8,32,Dwight Lewis,dwight-lewis-1,Southern California,southern-california
2011,7,32,Antonio Pena,antonio-pena-1,Villanova,villanova
2015,8,32,Jalyn Patterson,jalyn-patterson-1,Louisiana State,louisiana-state
2010,11,32,Eric Tramiel,eric-tramiel-1,North Texas,north-texas
2011,6,32,Darius James,darius-james-1,Old Dominion,old-dominion
2014,5,32,Xavian Rimmer,xavian-rimmer-2,Louisiana,louisiana-lafayette
2010,9,32,Austin Freeman,austin-freeman-1,Georgetown,georgetown
2015,14,32,Isaiah Taylor,isaiah-taylor-1,Texas,texas
2018,20,32,Stephen Brown,stephen-brown-2,Bucknell,bucknell
2017,4,32,Desonta Bradford,desonta-bradford-1,East Tennessee State,east-tennessee-state
2009,16,32,Jamie Jones,jamie-jones-2,Portland State,portland-state
2012,5,32,Sandi Marcius,sandi-marcius-1,Purdue,purdue
2008,0,32,Jeremiah Rivers,jeremiah-rivers-1,Georgetown,georgetown
2010,5,32,Brandon Davies,brandon-davies-1,Brigham Young,brigham-young
2019,10,32,Quinton Rose,quinton-rose-1,Temple,temple
2016,9,32,Jaylin Airington,jaylin-airington-1,Cal State Bakersfield,cal-state-bakersfield
2019,6,32,Mustapha Heron,mustapha-heron-1,St. John's (NY),st-johns-ny
2014,5,32,Zach Gordon,zach-gordon-1,Cal Poly,cal-poly
2014,13,32,JeQuan Lewis,jequan-lewis-1,Virginia Commonwealth,virginia-commonwealth
2015,7,32,T.J. Williams,tj-williams-4,Northeastern,northeastern
2013,2,32,Chad White,chad-white-1,South Dakota State,south-dakota-state
2017,11,32,Kenny Goins,kenny-goins-1,Michigan State,michigan-state
2010,19,32,Jordan Hamilton,jordan-hamilton-2,Texas,texas
2018,4,32,Lamont Walker,lamont-walker-1,Texas Southern,texas-southern
2014,6,32,Jordan Richardson,jordan-richardson-1,Weber State,weber-state
2010,5,32,Will Brown,will-brown-1,New Mexico,new-mexico
2015,6,32,Jacob Parker,jacob-parker-1,Stephen F. Austin,stephen-f-austin
2017,10,32,Gorjok Gak,gorjok-gak-1,Florida,florida
2019,7,32,Vasa Pusica,vasa-pusica-1,Northeastern,northeastern
2012,3,32,Matt Roth,matt-roth-1,Indiana,indiana
2010,23,32,Michael Dixon,michael-dixon-1,Missouri,missouri
2012,15,32,Mike Scott,mike-scott-4,Virginia,virginia
2010,9,32,Derek Selvig,derek-selvig-1,Montana,montana
2015,5,32,Keith Carter,keith-carter-2,Valparaiso,valparaiso
2009,5,32,Dee Bost,dee-bost-1,Mississippi State,mississippi-state
2019,9,32,Issac Vann,issac-vann-1,Virginia Commonwealth,virginia-commonwealth
2017,18,32,Emmitt Holt,emmitt-holt-1,Providence,providence
2018,9,32,Mark Donnal,mark-donnal-1,Clemson,clemson
2015,2,32,Richaud Pack,richaud-pack-1,Maryland,maryland
2019,10,32,DJ Laster,dj-laster-1,Gardner-Webb,gardner-webb
2012,4,32,Martavious Irving,martavious-irving-1,Kansas State,kansas-state
2017,9,32,Marc Eddy Norelia,marc-eddy-norelia-1,Florida Gulf Coast,florida-gulf-coast
2018,13,32,Andre Berry,andre-berry-1,Rhode Island,rhode-island
2018,16,32,Mitchell Ballock,mitchell-ballock-1,Creighton,creighton
2009,10,32,Nick Shaw,nick-shaw-1,Stephen F. Austin,stephen-f-austin
2019,8,32,Damon Wilson,damon-wilson-1,Georgia State,georgia-state
2012,3,32,Michael Culpo,michael-culpo-1,Long Island University,long-island-university
2011,10,32,Austin Freeman,austin-freeman-1,Georgetown,georgetown
2011,5,32,Zeke Marshall,zeke-marshall-1,Akron,akron
2013,3,32,Mike Bruesewitz,mike-bruesewitz-1,Wisconsin,wisconsin
2015,5,32,Ben Bentil,ben-bentil-1,Providence,providence
2019,10,32,Taeshon Cherry,taeshon-cherry-1,Arizona State,arizona-state
2018,2,32,Thomas Welsh,thomas-welsh-1,UCLA,ucla
2011,14,32,Mike Muscala,mike-muscala-1,Bucknell,bucknell
2012,6,32,Charlon Kloof,charlon-kloof-1,St. Bonaventure,st-bonaventure
2009,9,32,Rogers Barnes,rogers-barnes-1,Morgan State,morgan-state
2015,5,32,Wyatt Lohaus,wyatt-lohaus-1,Northern Iowa,northern-iowa
2019,26,32,Gary Blackston,gary-blackston-1,Prairie View,prairie-view
2013,9,32,MoMo Jones,lamont-jones-1,Iona,iona
2018,7,32,Nana Foulland,nana-fouland-1,Bucknell,bucknell
2019,11,32,David McCormack,david-mccormack-1,Kansas,kansas
2017,0,32,Spike Albrecht,spike-albrecht-1,Purdue,purdue
2012,10,32,Carl Hall,carl-hall-1,Wichita State,wichita-state
2009,18,32,Trevor Booker,trevor-booker-1,Clemson,clemson
2018,10,32,James Dickey,james-dickey-1,North Carolina-Greensboro,north-carolina-greensboro
2011,4,32,Cameron Moore,cameron-moore-1,Alabama-Birmingham,alabama-birmingham
2018,4,32,Rashard Odomes,rashard-odomes-1,Oklahoma,oklahoma
2009,19,32,Lawrence Westbrook,lawrence-westbrook-1,Minnesota,minnesota
2012,10,32,Treveon Graham,treveon-graham-1,Virginia Commonwealth,virginia-commonwealth
2016,16,32,C.J. Bryce,cj-bryce-1,North Carolina-Wilmington,north-carolina-wilmington
2009,1,32,Steve McNees,steve-mcnees-1,Akron,akron
2016,9,32,Wesley Gordon,wesley-gordon-1,Colorado,colorado
2016,2,32,Dallas Cameron,dallas-cameron-1,Stephen F. Austin,stephen-f-austin
2019,5,32,Jeff Thomas,jeff-thomas-2,Georgia State,georgia-state
2017,11,32,Cyril Langevine,cyril-langevine-1,Rhode Island,rhode-island
2009,9,32,Jimmy Langhurst,jimmy-langhurst-1,Robert Morris,robert-morris
2014,15,32,Matt Carlino,matt-carlino-1,Brigham Young,brigham-young
2017,3,32,Xeyrius Williams,xeryius-williams-1,Dayton,dayton
2017,6,32,Cole Murray,cole-murray-1,Northern Kentucky,northern-kentucky
2009,11,32,Tyler Zeller,tyler-zeller-1,North Carolina,north-carolina
2010,2,32,Justin Mason,justin-mason-1,Texas,texas
2015,6,32,Corbin Kaufusi,corbin-kaufasi-1,Brigham Young,brigham-young
2017,8,32,Mitchell Solomon,mitchell-solomon-1,Oklahoma State,oklahoma-state
2011,1,32,Donte Smith,donte-smith-2,Southern California,southern-california
2017,12,32,Sam Hauser,sam-hauser-1,Marquette,marquette
2016,6,32,Jared Sam,jared-sam-1,Southern,southern
2011,6,32,Darryl Shazier,darryl-shazier-1,Bucknell,bucknell
2014,5,32,Spencer Collins,spencer-collins-1,Wofford,wofford
2016,6,32,Chris Jones,chris-jones-5,Pittsburgh,pittsburgh
2009,8,32,Jackson Emery,jackson-emery-1,Brigham Young,brigham-young
2014,13,32,Jordan Woodard,jordan-woodard-1,Oklahoma,oklahoma
2009,14,32,Barry Stewart,barry-stewart-1,Mississippi State,mississippi-state
2013,0,32,Hugh Greenwood,hugh-greenwood-1,New Mexico,new-mexico
2009,8,31,Scotty Hopson,scotty-hopson-1,Tennessee,tennessee
2011,2,31,Tim Johnson,tim-johnson-4,Wofford,wofford
2015,8,31,Joel James,joel-james-1,North Carolina,north-carolina
2013,13,31,Jamal Crook,jamal-crook-1,Western Kentucky,western-kentucky
2017,22,31,Matthew Fisher-Davis,matthew-fisher-davis-1,Vanderbilt,vanderbilt
2019,8,31,Sandro Mamukelashvili,sandro-mamukelashvili-1,Seton Hall,seton-hall
2019,2,31,Jarvis Omersa,jarvis-omersa-1,Minnesota,minnesota
2008,11,31,Durrell Summers,durrell-summers-1,Michigan State,michigan-state
2010,5,31,Darnell Gant,darnell-gant-1,Washington,washington
2012,12,31,Pierce Hornung,pierce-hornung-1,Colorado State,colorado-state
2009,10,31,Patrick Christopher,patrick-christopher-1,University of California,california
2009,10,31,Artsiom Parakhouski,artsiom-parakhouski-1,Radford,radford
2018,7,31,Pablo Rivas,pablo-rivas-1,North Carolina Central,north-carolina-central
2018,6,31,Leroy Buchanan,leroy-buchanan-1,Murray State,murray-state
2017,11,31,Eli Chuha,eli-chuha-1,New Mexico State,new-mexico-state
2009,7,31,Adam Koch,adam-koch-1,Northern Iowa,northern-iowa
2010,2,31,Tanner Smith,tanner-smith-1,Clemson,clemson
2018,21,31,Roland Griffin,roland-griffin-1,Iona,iona
2013,10,31,Le'Bryan Nash,lebryan-nash-1,Oklahoma State,oklahoma-state
2014,9,31,Titus Rubles,titus-rubles-1,Cincinnati,cincinnati
2018,17,31,Ivan Canete,ivan-canete-1,Stephen F. Austin,stephen-f-austin
2009,13,31,K.C. Rivers,kc-rivers-1,Clemson,clemson
2016,17,31,Quinton Chievous,quinton-chievous-1,Hampton,hampton
2017,15,31,Jordan Murphy,jordan-murphy-1,Minnesota,minnesota
2014,14,31,Marcus Lee,marcus-lee-2,Kentucky,kentucky
2017,12,31,Angel Delgado,angel-delgado-1,Seton Hall,seton-hall
2017,10,31,Keith Stone,keith-stone-1,Florida,florida
2012,11,31,Sam Dower,sam-dower-1,Gonzaga,gonzaga
2010,8,31,Tyler Newbold,tyler-newbold-1,Utah State,utah-state
2019,10,31,Dayon Griffin,dayon-griffin-1,Central Florida,central-florida
2015,11,31,Ray Sanders,ray-sanders-1,Albany (NY),albany-ny
2015,9,31,Tre Campbell,tre-campbell-1,Georgetown,georgetown
2019,2,31,Jaheam Cornwall,jaheam-cornwall-1,Gardner-Webb,gardner-webb
2012,6,31,Chase Simon,chase-simon-1,Detroit Mercy,detroit-mercy
2015,14,31,Tevonn Walker,tevonn-walker-1,Valparaiso,valparaiso
2015,11,31,Josh Cameron,josh-cameron-1,Coastal Carolina,coastal-carolina
2011,12,31,Jeron Belin,jeron-belin-1,Saint Peter's,saint-peters
2015,0,31,Casey Benson,casey-benson-1,Oregon,oregon
2010,13,31,Solomon Alabi,solomon-alabi-1,Florida State,florida-state
2012,10,31,Oscar Bellfield,oscar-bellfield-1,Nevada-Las Vegas,nevada-las-vegas
2008,9,31,Robert Pressey,robert-pressey-1,Coppin State,coppin-state
2010,8,31,Marcus Denmon,marcus-denmon-1,Missouri,missouri
2011,12,31,Kareem Maddox,kareem-maddox-1,Princeton,princeton
2016,15,31,Derrick Bruce,derrick-bruce-1,Oregon State,oregon-state
2016,11,31,Kadeem Allen,kadeem-allen-1,Arizona,arizona
2018,9,31,Schadrac Casimir,schadrac-casimir-1,Iona,iona
2017,22,31,LaVone Holland,lavone-holland-1,Northern Kentucky,northern-kentucky
2014,15,31,Tarius Johnson,tarius-johnson-1,Eastern Kentucky,eastern-kentucky
2013,6,31,Elliott Eliason,eliott-eliason-1,Minnesota,minnesota
2018,5,31,Christian James,christian-james-1,Oklahoma,oklahoma
2018,13,31,Mohamed Bamba,mohamed-bamba-1,Texas,texas
2016,12,31,Blake Hamilton,blake-hamilton-2,Buffalo,buffalo
2015,13,31,Justin Moss,justin-moss--1,Buffalo,buffalo
2016,22,31,Matt Costello,matt-costello-1,Michigan State,michigan-state
2010,7,31,Luke Loucks,luke-loucks-1,Florida State,florida-state
2011,21,31,Festus Ezeli,festus-ezeli-1,Vanderbilt,vanderbilt
2014,7,31,Wesley Iwundu,wesley-iwundu-1,Kansas State,kansas-state
2012,10,31,Clint Chapman,clint-chapman-1,Texas,texas
2014,4,31,Frank Mason,frank-mason-1,Kansas,kansas
2015,5,31,Ryan Manuel,ryan-manuel-1,Southern Methodist,southern-methodist
2016,3,31,Ahmad Walker,ahmad-walker-1,Stony Brook,stony-brook
2015,4,31,Chris Davenport,chris-davenport-2,North Florida,north-florida
2018,4,31,Matthew Moyer,matthew-moyer-1,Syracuse,syracuse
2018,14,31,Tyrique Jones,tyrique-jones-1,Xavier,xavier
2017,4,31,Christian Cunningham,christian-cunningham-2,Jacksonville State,jacksonville-state
2017,13,31,Nate Fowler,nate-fowler-1,Butler,butler
2008,5,31,Will Archambault,will-archambault-1,Davidson,davidson
2011,8,31,Steve McNees,steve-mcnees-1,Akron,akron
2015,8,31,Malcolm Riley,malcolm-riley--1,Texas Southern,texas-southern
2016,5,31,Rayshaun McGrew,rayshaun-mcgrew-1,Stony Brook,stony-brook
2012,8,31,Justin Martin,justin-martin-1,Xavier,xavier
2016,8,31,Khadeen Carrington,khadeen-carrington-1,Seton Hall,seton-hall
2011,6,31,Mouphtaou Yarou,mouphtaou-yarou-1,Villanova,villanova
2019,6,31,John Fulkerson,john-fulkerson-1,Tennessee,tennessee
2016,11,31,Darian Anderson,darin-anderson-1,Fairleigh Dickinson,fairleigh-dickinson
2011,25,31,Reggie Hamilton,reggie-hamilton-1,Oakland,oakland
2018,19,31,Justin Robinson,justin-robinson-3,Virginia Tech,virginia-tech
2016,10,31,Elijah Stewart,elijah-stewart-1,Southern California,southern-california
2012,14,31,Demitrius Conger,demitrius-conger-1,St. Bonaventure,st-bonaventure
2009,12,31,Jeff Foote,jeff-foote-1,Cornell,cornell
2019,7,31,Bolden Brace,bolden-brace-1,Northeastern,northeastern
2016,9,31,Kyle Davis,kyle-davis-3,Dayton,dayton
2014,6,31,Madarious Gibbs,madarious-gibbs-1,Texas Southern,texas-southern
2016,5,31,Trelun Banks,trelun-banks-1,Southern,southern
2013,7,31,Leslie McDonald,leslie-mcdonald-1,North Carolina,north-carolina
2016,8,31,Ryan Anderson,ryan-anderson-3,Arizona,arizona
2017,20,31,Jimmy Hall,jimmy-hall-1,Kent State,kent-state
2011,10,31,Laurence Bowers,laurence-bowers-1,Missouri,missouri
2013,7,31,Laurence Bowers,laurence-bowers-1,Missouri,missouri
2018,0,31,Braxton Beverly,braxton-beverly-1,North Carolina State,north-carolina-state
2016,23,31,Jordan Mathews,jordan-mathews-1,University of California,california
2008,2,31,Matt Bauscher,matt-bauscher-1,Boise State,boise-state
2009,15,31,Corey Raji,corey-raji-1,Boston College,boston-college
2019,10,31,J.P. Moorman,jp-moorman-1,Temple,temple
2011,17,31,Stephen Rogers,stephen-rogers-1,Brigham Young,brigham-young
2013,10,31,Tonye Jekiri,tonye-jekiri-1,Miami (FL),miami-fl
2019,16,31,Johnny McCants,johnny-mccants-1,New Mexico State,new-mexico-state
2013,11,31,Katin Reinhardt,katin-reinhardt-1,Nevada-Las Vegas,nevada-las-vegas
2010,5,31,Pooh Williams,pooh-williams-1,Utah State,utah-state
2017,21,31,Brandon Walters,brandon-walters-2,Middle Tennessee,middle-tennessee
2018,10,31,Allonzo Trier,allonzo-trier-1,Arizona,arizona
2019,10,31,Breein Tyree,breein-tyree-1,Mississippi,mississippi
2012,6,31,Tyrone Watson,tyrone-watson-1,New Mexico State,new-mexico-state
2012,4,31,LaMarcus Lowe,lamarcus-lowe-2,Detroit Mercy,detroit-mercy
2016,5,31,Dominique Hawkins,dominique-hawkins-1,Kentucky,kentucky
2019,10,31,Cameron Hunter,cameron-hunter-1,North Dakota State,north-dakota-state
2011,10,31,David Loubeau,david-loubeau-1,Texas A&M,texas-am
2009,6,31,Brian Zoubek,brian-zoubek-1,Duke,duke
2019,3,31,Jazz Johnson,jazz-johnson-1,Nevada,nevada
2010,19,31,Andre Young,andre-young-1,Clemson,clemson
2018,10,31,Zach Lewis,zach-lewis-1,Iona,iona
2015,2,31,Joey Ptasinski,joey-ptasinksi-1,Lafayette,lafayette
2008,11,31,Jeremiah Dominguez,jeremiah-dominguez-2,Portland State,portland-state
2018,7,31,Logan Routt,logan-routt-1,West Virginia,west-virginia
2012,5,31,David Stockton,david-stockton-1,Gonzaga,gonzaga
2011,4,31,Christopher Duncan,christopher-duncan-1,Alabama State,alabama-state
2014,3,31,Ian Baker,ian-baker-1,New Mexico State,new-mexico-state
2018,6,31,Jalen Lindsey,jalen-lindsey-1,Providence,providence
2008,17,31,Bryant Barr,bryant-barr-1,Davidson,davidson
2009,6,31,Marquise Gray,marquise-gray-1,Michigan State,michigan-state
2009,17,31,Al-Farouq Aminu,al-farouq-aminu-1,Wake Forest,wake-forest
2016,7,31,Angel Delgado,angel-delgado-1,Seton Hall,seton-hall
2019,9,31,Anthony Polite,anthony-polite-1,Florida State,florida-state
2018,4,31,Fabian White Jr.,fabian-whitejr-1,Houston,houston
2015,6,31,Badou Diagne,badou-diagne-1,Coastal Carolina,coastal-carolina
2019,3,31,Michael Oguine,michael-oguine-1,Montana,montana
2014,11,31,Shane Southwell,shane-southwell-1,Kansas State,kansas-state
2015,6,31,Rashard Kelly,rashard-kelly-1,Wichita State,wichita-state
2014,14,31,Josh Scott,josh-scott-2,Colorado,colorado
2017,20,31,Anthony Lamb,anthony-lamb-2,Vermont,vermont
2008,8,31,Dwayne Collins,dwayne-collins-1,Miami (FL),miami-fl
2010,6,31,Ryan Staudacher,ryan-staudacher-1,Montana,montana
2015,2,31,Connor Lammert,connor-lammert-1,Texas,texas
2013,3,31,Carmelo Betancourt,carmelo-betancourt-1,Akron,akron
2017,15,31,Lamont West,lamont-west-1,West Virginia,west-virginia
2010,10,31,Mantoris Robinson,mantoris-robinson-1,Winthrop,winthrop
2009,2,31,Stephen McDowell,stephen-mcdowell-1,Chattanooga,chattanooga
2017,9,31,Zach Lofton,zach-lofton-1,Texas Southern,texas-southern
2009,9,31,Mario Little,mario-little-1,Kansas,kansas
2018,10,31,Jackson Rowe,jackson-rowe-1,Cal State Fullerton,cal-state-fullerton
2009,3,31,Chretien Lukusa,chretien-lukusa-1,Binghamton,binghamton
2010,4,31,Kendrick Washington,kendrick-washington-1,Houston,houston
2016,19,31,T.J. Holyfield,tj-holyfield-1,Stephen F. Austin,stephen-f-austin
2011,11,31,Marlon Louzeiro,marlon-louzeiro-1,Little Rock,arkansas-little-rock
2012,7,31,Derek Selvig,derek-selvig-1,Montana,montana
2012,18,31,Jack Cooley,jack-cooley-1,Notre Dame,notre-dame
2009,12,31,Joe Trapani,joe-trapani-1,Boston College,boston-college
2008,11,31,Mike Miller,mike-miller-2,Coppin State,coppin-state
2009,3,31,Pooh Williams,pooh-williams-1,Utah State,utah-state
2019,0,31,Ben Perez,ben-perez-1,Iona,iona
2011,11,31,Ian Hummer,ian-hummer-1,Princeton,princeton
2015,5,31,Dion Wiley,dion-wiley-1,Maryland,maryland
2016,6,30,Lucas Woodhouse,lucas-woodhouse-1,Stony Brook,stony-brook
2018,3,30,Amadi Ikpeze,amadi-ikpeze-1,St. Bonaventure,st-bonaventure
2015,12,30,Mamadou Ndiaye,mamadou-ndiaye-2,UC-Irvine,california-irvine
2009,5,30,L.D. Williams,ld-williams-1,Wake Forest,wake-forest
2009,15,30,Kevin Goffney,kevin-goffney-1,Chattanooga,chattanooga
2011,26,30,Hollis Thompson,hollis-thompson-1,Georgetown,georgetown
2008,6,30,Alex Gordon,alex-gordon-1,Vanderbilt,vanderbilt
2013,11,30,Titus Rubles,titus-rubles-1,Cincinnati,cincinnati
2013,9,30,Tim Henderson,tim-henderson-2,Louisville,louisville
2015,7,30,RaShawn Stores,rashawn-stores-1,Manhattan,manhattan
2015,10,30,Deverell Biggs,deverell-biggs-1,Texas Southern,texas-southern
2013,8,30,Kendall Williams,kendall-williams-1,New Mexico,new-mexico
2012,22,30,Michael Dixon,michael-dixon-1,Missouri,missouri
2009,7,30,Ravern Johnson,ravern-johnson-1,Mississippi State,mississippi-state
2008,14,30,Ryan Brooks,ryan-brooks-2,Temple,temple
2015,8,30,BaeBae Daniels,baebae-daniels-1,North Florida,north-florida
2013,9,30,Jerian Grant,jerian-grant-1,Notre Dame,notre-dame
2013,2,30,Travon Woodall,travon-woodall-1,Pittsburgh,pittsburgh
2018,4,30,Marvin Smith,marvin-smith-2,North Carolina-Greensboro,north-carolina-greensboro
2010,7,30,Kyle Madsen,kyle-madsen-1,Ohio State,ohio-state
2012,16,30,Pat Bergmann,pat-bergmann-1,Vermont,vermont
2014,6,30,Sampson Carter,sampson-carter-1,Massachusetts,massachusetts
2013,4,30,James Bell,james-bell-1,Villanova,villanova
2016,14,30,Bryn Forbes,bryn-forbes-1,Michigan State,michigan-state
2011,2,30,Vander Blue,vander-blue-1,Marquette,marquette
2010,8,30,Chris Singleton,chris-singleton-1,Florida State,florida-state
2014,2,30,Eric Garcia,eric-garcia-2,Wofford,wofford
2009,7,30,Venoy Overton,venoy-overton-1,Washington,washington
2009,3,30,Louis Dale,louis-dale-1,Cornell,cornell
2014,0,30,Shaquille Harrison,shaquille-harrison-1,Tulsa,tulsa
2010,0,30,Fred Gulley,fred-gulley-1,Oklahoma State,oklahoma-state
2017,6,30,Charles Cooke,charles-cooke-1,Dayton,dayton
2013,8,30,Jared Berggren,jared-berggren-1,Wisconsin,wisconsin
2018,6,30,Kevarrius Hayes,kevarrius-hayes-1,Florida,florida
2008,0,30,Shane Dansby,shane-dansby-1,Belmont,belmont
2013,0,30,Todd Mayo,todd-mayo-1,Marquette,marquette
2010,7,30,Tommy Hubbard,tommy-hubbard-1,East Tennessee State,east-tennessee-state
2013,10,30,Kerry Hammonds,kerry-hammonds-1,Middle Tennessee,middle-tennessee
2013,6,30,Blake Jenkins,blake-jenkins-1,Belmont,belmont
2014,16,30,Adam Woodbury,adam-woodbury-1,Iowa,iowa
2009,8,30,Johnny Moran,johnny-moran-1,Northern Iowa,northern-iowa
2019,8,30,Gerard Andrus,gerard-andrus-1,Prairie View,prairie-view
2013,7,30,Chauncey Gilliam,chauncey-gilliam-1,Akron,akron
2012,9,30,Angelo Johnson,angelo-johnson-1,Southern Mississippi,southern-mississippi
2017,21,30,Carson Williams,carson-williams-1,Northern Kentucky,northern-kentucky
2018,10,30,Garrison Brooks,garrison-brooks-1,North Carolina,north-carolina
2013,4,30,Winston Shepard,winston-shepard-1,San Diego State,san-diego-state
2014,5,30,Taurean Prince,taurean-prince-1,Baylor,baylor
2011,5,30,Tramaine Butler,tramaine-butler-1,Alabama State,alabama-state
2014,14,30,Drew Barham,drew-barham-1,Gonzaga,gonzaga
2014,2,30,Carson Desrosiers,carson-desrosiers-1,Providence,providence
2012,15,30,Chad White,chad-white-1,South Dakota State,south-dakota-state
2017,2,30,Seventh Woods,seventh-woods-1,North Carolina,north-carolina
2019,10,30,Jordan Nwora,jordan-nwora-1,Louisville,louisville
2012,20,30,Andrew Nicholson,andrew-nicholson-1,St. Bonaventure,st-bonaventure
2014,9,30,Maurice Creek,maurice-creek-1,George Washington,george-washington
2018,10,30,Davion Mintz,davion-mintz-1,Creighton,creighton
2010,13,30,Preston Brown,preston-brown-1,Sam Houston State,sam-houston-state
2008,4,30,James Mays,james-mays-1,Clemson,clemson
2015,9,30,Michael Cobbins,mike-cobbins-1,Oklahoma State,oklahoma-state
2017,0,30,Sedee Keita,sedee-keita-1,South Carolina,south-carolina
2014,8,30,Cady Lalanne,cady-lalanne-1,Massachusetts,massachusetts
2010,11,30,Matt Morgan,matt-morgan-2,Winthrop,winthrop
2016,4,30,Khalil Iverson,khalil-iverson-1,Wisconsin,wisconsin
2017,12,30,Riley LaChance,riley-lachance-1,Vanderbilt,vanderbilt
2013,7,30,James Robinson,james-robinson-2,Pittsburgh,pittsburgh
2008,2,30,Jamie Smalligan,jamie-smalligan-1,West Virginia,west-virginia
2016,10,30,Dom Uhl,dom-uhl-1,Iowa,iowa
2014,9,30,Kenny Kaminski,kenny-kaminski-1,Michigan State,michigan-state
2018,9,30,Devin Watson,devin-watson-1,San Diego State,san-diego-state
2018,0,30,Jordan Session,jordan-session-1,Georgia State,georgia-state
2010,12,30,Reggie Holmes,reggie-holmes-1,Morgan State,morgan-state
2014,18,30,Sam Thompson,sam-thompson-1,Ohio State,ohio-state
2014,7,30,Richard Amardi,richard-amardi-1,Oregon,oregon
2010,20,30,Lazar Hayward,lazar-hayward-1,Marquette,marquette
2011,9,30,Keyon Carter,keyon-carter-1,Old Dominion,old-dominion
2009,11,30,Kwadzo Ahelegbe,kwadzo-ahelegbe-1,Northern Iowa,northern-iowa
2018,2,30,Mark Hughes,mark-hughes-1,Wright State,wright-state
2018,10,30,Chris Lykes,chris-lykes-1,Miami (FL),miami-fl
2016,10,30,Moritz Wagner,moritz-wagner-1,Michigan,michigan
2012,7,30,Cody Ellis,cody-ellis-1,Saint Louis,saint-louis
2016,22,30,Khalil Small,khalil-small-1,Green Bay,green-bay
2012,24,30,Jake Cohen,jake-cohen-1,Davidson,davidson
2019,8,30,D'Mitrik Trice,dmitrik-trice-1,Wisconsin,wisconsin
2017,18,30,Nana Foulland,nana-fouland-1,Bucknell,bucknell
2015,6,30,Dallas Cameron,dallas-cameron-1,Stephen F. Austin,stephen-f-austin
2015,8,30,Isaiah Dennis,isaiah-dennis-1,Georgia State,georgia-state
2012,16,30,Neil Watson,neil-watson-1,Southern Mississippi,southern-mississippi
2010,13,30,Jahmar Young,jahmar-young-1,New Mexico State,new-mexico-state
2010,9,30,Ryne Smith,ryne-smith-1,Purdue,purdue
2010,16,30,Ari Stewart,ari-stewart-1,Wake Forest,wake-forest
2011,21,30,Evan Smotrycz,evan-smotrycz-1,Michigan,michigan
2017,4,30,Jeff Roberson,jeff-roberson-1,Vanderbilt,vanderbilt
2019,14,30,Trevelin Queen,trevelin-queen-1,New Mexico State,new-mexico-state
2013,15,30,Ethan Wragge,ethan-wragge-1,Creighton,creighton
2013,6,30,Kyle Anderson,kyle-anderson-3,UCLA,ucla
2016,23,30,Shaquille Harrison,shaquille-harrison-1,Tulsa,tulsa
2014,13,30,Emmy Andujar,emmy-andujar-1,Manhattan,manhattan
2016,5,30,P.J. Thompson,pj-thompson-1,Purdue,purdue
2009,10,30,Bradford Burgess,bradford-burgess-1,Virginia Commonwealth,virginia-commonwealth
2011,4,30,James Anderson,james-anderson-1,Brigham Young,brigham-young
2015,0,30,Jarryn Skeete,jarryn-skeete-1,Buffalo,buffalo
2017,8,30,E.J. Crawford,ej-crawford-1,Iona,iona
2017,7,30,Devin Cannady,devin-cannady-1,Princeton,princeton
2011,6,30,Lance Goulbourne,lance-goulbourne-1,Vanderbilt,vanderbilt
2018,9,30,Darius George,darius-george-1,Marshall,marshall
2017,6,30,T.J. Gibbs,temple-gibbs-1,Notre Dame,notre-dame
2012,7,30,Levi Randolph,levi-randolph-1,Alabama,alabama
2018,12,30,Markell Johnson,markell-johnson-1,North Carolina State,north-carolina-state
2016,12,30,Sam Singer,sam-singer-1,University of California,california
2016,13,29,Dedrick Basile,dedrick-basile-1,Cal State Bakersfield,cal-state-bakersfield
2018,13,29,Galin Smith,galin-smith-1,Alabama,alabama
2014,14,29,Sim Bhullar,sim-bhullar-1,New Mexico State,new-mexico-state
2019,5,29,Montell McRae,montell-mcrae-1,Buffalo,buffalo
2018,8,29,Garrison Mathews,garrison-matthews-1,Lipscomb,lipscomb
2015,2,29,Jacorey Williams,jacorey-williams-1,Arkansas,arkansas
2015,17,29,A.J. Hammons,aj-hammons-1,Purdue,purdue
