season,school,wins,adjoe,adjde,barthag,efg,efgd,tor,tord,orb,drb,ftr,ftrd,two_pct,two_pctd,three_pct,three_pctd,adj_t,wab
2015,Bryant,7,"103.8
146","109.7
287",".3483
220","48.8
187","47.6
125","16.4
65","16.1
281","33.1
110","30.6
160","35.3
217","34.2
126","48.8
140","46.9
146","32.6
232","32.7
120","63.2
218","-2.9
202"
2014,Gardner Webb,4,"98.3
272","103.4
158",".3584
220","50.3
141","49.5
161","19.1
217","20.8
68","34.3
94","27.8
67","39.7
191","34.7
74","49.4
131","50.3
240","35.2
154","31.9
89","65.6
191","-3.5
264"
2013,Fordham,2,"98.0
212","103.5
221",".3474
220","44.2
302","50.5
234","22
274","13.9
343","38.2
28","30.9
147","36.9
140","38.7
224","43.6
295","49.6
245","30.3
277","34.7
185","69.3
34","-2.9
215"
2012,"Norfolk St.
15 seed, R32",7,"97.8
221","102.4
193",".3715
220","50.8
110","49.2
179","19.6
136","21.6
109","37.2
51","29.7
95","41.1
77","42.8
279","52.5
54","48.2
179","31.7
254","34.1
166","70.4
25","-1.4
149"
2011,Lehigh,4,"101.8
179","107.1
258",".3583
220","45.6
282","48.9
152","17.2
46","20.1
149","32.7
155","29.3
83","49.2
27","43.1
263","46.5
222","45.5
87","28.8
302","37.3
253","72.4
13","-3.2
234"
2010,Cal Poly,5,"104.3
128","110.9
317",".3302
220","50.4
104","50.8
238","21.2
224","17.9
266","36.9
59","30.9
99","42.3
102","53.3
337","47.7
168","47.3
160","37.4
75","37.9
287","65.9
216","-2.9
203"
2009,McNeese St.,1,"83.9
338","89.5
20",".3212
220","40.7
342","40.8
4","26.9
337","16.9
313","32.7
162","28.2
47","39.4
103","34.5
140","39
338","38.8
6","30.3
274","30.3
51","63.7
273","-4.4
271"
2008,Morehead St.,6,"95.2
264","101.3
163",".3290
220","50.1
160","52.9
265","20.4
152","24.5
34","32.1
185","24.8
9","43
60","47.8
308","47.7
190","50
219","36.8
112","38.5
267","65.7
219","-2.4
199"
2020,Temple,1,"92.5
319","97.0
100",".3677
219","41.6
349","48.1
128","19.7
242","18.3
174","26
233","30
254","29.2
238","33.9
205","40.5
350","50.5
217","29.8
287","29.4
51","71.1
64","-3.6
269"
2019,FIU,4,"100.1
219","104.4
203",".3828
219","49
258","54.4
294","17.5
117","22.8
26","21.8
315","30
238","37.5
89","34.7
222","47.8
258","54.5
303","33.7
206","36.1
222","79.5
2","-3.2
236"
2018,Ball St.,5,"99.2
262","103.6
165",".3770
219","50.7
188","48.2
76","19.9
256","14.8
322","27.8
193","28.3
150","28.4
271","27.3
72","50.6
157","43.1
13","34
216","37.6
262","70.4
98","-2.2
187"
2017,North Florida,4,"104.0
173","109.2
269",".3633
219","50.6
172","50
150","19.1
210","14.8
328","37
19","31.7
261","35.4
180","38.3
221","52.8
89","48.6
136","31.4
278","35.2
186","71
96","-3
222"
2016,Georgia Southern,4,"103.6
182","108.3
259",".3736
219","46.8
278","52.5
263","14.9
30","20.6
49","29.7
162","34.7
320","36.8
187","48.1
322","49.2
154","53.8
318","28.9
325","33.8
129","68.5
177","-3.1
223"
2015,UCF,2,"106.8
94","112.3
311",".3593
219","48.2
208","55.1
333","18.8
176","15.6
300","30.6
184","37.7
334","35.2
218","33.6
115","45.7
231","51.3
285","35.1
145","42
336","65.7
99","-3.4
228"
2014,Charleston Southern,3,"107.5
128","113.0
296",".3610
219","52.7
69","55.1
324","15.6
48","15.4
306","30.8
190","24.1
11","34.2
298","30.3
28","51.6
66","52.6
296","36
131","40.3
321","66.5
143","-3.4
259"
2013,UC Davis,4,"105.4
97","111.3
317",".3485
219","59.6
5","51.5
266","21.8
267","16.2
314","23
335","30.5
136","48
19","34.5
144","55.4
20","50.9
278","43.5
12","35
196","68.8
54","-2.4
185"
2012,Hofstra,1,"94.8
271","99.3
138",".3718
219","43
328","49.5
189","23
297","22
95","33.8
114","34.5
249","37.8
137","43.2
285","44.5
276","47.6
157","25.6
337","35.8
215","65.9
167","-6
331"
2011,Illinois St.,3,"97.3
253","102.3
170",".3594
219","47.1
239","52.4
283","21
230","18.4
239","27.4
296","24.8
11","33.1
258","39.2
196","48.1
169","49.3
219","29.8
289","38.9
294","64.5
246","-4.6
289"
2010,UNC Asheville,6,"101.4
164","107.7
282",".3345
219","51.5
73","47
115","18.6
92","20.6
163","33.5
147","36.1
276","36
211","31.7
61","51.7
56","47.1
152","34
153","31.1
95","71
25","-3.5
234"
2009,Stony Brook,5,"97.9
214","104.4
231",".3219
219","47.7
222","50.9
231","20.3
165","20.8
153","34.4
121","30.1
96","35.8
183","32.6
103","43.4
295","48.4
181","39.2
46","36.8
258","62.6
303","-4
248"
2008,UC Irvine,3,"101.3
174","107.6
261",".3325
219","49.1
191","57.7
334","18.4
54","22.1
112","26.2
310","24.7
8","34
213","37.3
184","47.4
198","51.5
263","34.5
183","44.3
338","63.8
268","-2.7
216"
2020,Massachusetts,3,"97.4
248","102.0
198",".3705
218","48.8
196","49.9
190","20.2
264","17.8
211","24.3
269","31
272","36.7
106","32
169","49.1
167","51.2
242","32.2
229","31.4
98","71.7
48","-2.6
205"
2019,East Carolina,2,"99.6
234","103.7
190",".3843
218","44
337","53.9
283","18.5
182","18
212","27.1
206","33.9
329","32.2
191","42.5
327","48.2
239","52.7
258","23.7
350","37.2
258","70.9
76","-2.3
188"
2018,Little Rock,1,"102.3
202","106.8
221",".3777
218","51.2
160","50.6
152","18.7
181","18.3
180","26.6
232","34.4
320","32
190","40.1
286","46.8
268","46.5
68","39.6
43","37.7
264","65.3
310","-4.7
302"
2017,Illinois Chicago,4,"94.0
308","98.7
84",".3650
218","46.5
311","47.7
66","22.3
324","16.8
252","31
117","24.8
45","38.1
126","30.7
81","42.9
333","47.3
95","35.9
147","32.4
103","72.9
41","-3
223"
2016,Boston University,5,"101.1
232","105.7
207",".3740
218","51.4
117","51.3
221","18.8
220","19.4
107","29.3
178","25.9
64","39.9
118","36.3
158","51.6
85","47.9
140","34.1
200","37.8
270","69.6
140","-3.1
226"
2015,New Hampshire,7,"96.6
272","101.4
161",".3629
218","50.7
118","43.7
22","19.2
196","16.6
262","23.1
330","22.6
7","45.1
48","45.6
301","45.6
236","43.9
56","39.6
48","28.7
29","65.4
108","-2.1
169"
2014,South Florida,2,"97.5
289","102.0
132",".3716
218","43.3
331","53.9
302","22.7
333","17.4
212","33.7
115","28.8
100","39.4
193","43.5
220","44.5
300","48.8
191","26.1
343","43
342","66.8
130","-1.5
145"
2013,"Albany
15 seed, R64",5,"94.8
266","100.1
174",".3486
218","44.5
298","49.4
197","19.4
150","18.9
213","30.3
210","24.8
14","39.9
93","21.4
3","44.9
257","47.4
156","29.1
297","35.2
206","63.3
267","-2.9
217"
2012,Princeton,2,"108.8
61","113.9
329",".3719
218","54.2
42","46.1
75","14.8
7","14.8
335","23.8
330","38.9
331","35.3
193","41.4
265","53.3
41","42.7
36","37
102","38.8
279","60.6
325","-1.1
129"
2011,Albany,4,"96.5
266","101.4
154",".3605
218","47.1
239","43.7
23","19.5
159","16.9
295","34.1
117","33.1
207","21.7
345","27.7
26","42.7
310","40.9
13","36.9
99","31.8
81","60.9
331","-4.1
273"
2010,Manhattan,1,"98.5
206","104.5
232",".3370
218","43.6
321","51
249","16.6
26","22.4
79","30.3
245","32
145","30.7
293","37.5
164","42.2
315","47.2
156","32.3
223","40.3
325","66.7
187","-7.1
341"
2009,SMU,2,"94.8
253","101.1
167",".3237
218","45.3
285","49.1
164","21.4
216","15.9
330","31.8
185","28
43","31.2
275","24.6
8","46.3
224","47.3
137","29
298","34.7
186","64.2
249","-4.2
265"
2008,Wofford,4,"105.8
104","111.8
315",".3467
218","53.6
55","56.9
327","20.3
144","19.6
223","30.6
230","34.4
228","42.1
72","30.1
73","49.8
118","52.4
281","40.4
45","43.3
334","63.7
270","-2.7
212"
2020,UTEP,4,"94.2
299","98.6
126",".3706
217","46.2
293","47.4
99","19
202","16.1
279","22.6
308","22.5
33","37.9
91","34.7
213","54.1
46","48.3
146","23.7
347","30.6
85","67.7
220","-3
234"
2019,Cornell,2,"101.8
193","106.0
234",".3851
217","54.3
67","50.8
175","18.5
182","16.3
289","20.4
333","34.2
333","37.4
90","22
13","53.2
83","53.4
272","37
93","29.7
49","69
163","-1.3
130"
2018,Eastern Michigan,3,"97.7
276","102.0
135",".3792
217","50.1
201","47.7
58","20.2
269","19.7
115","28.9
159","33.4
310","33.4
162","35.4
225","49.4
200","46.6
71","34.3
208","32.9
104","65
325","-4.5
288"
2017,LSU,1,"106.7
133","111.7
297",".3702
217","48.1
263","56.8
333","17.5
120","16.6
264","28.7
187","33.4
296","29.1
308","42.4
282","49.3
196","54
301","30.2
300","40.8
324","74.7
15","-3.1
229"
2016,Manhattan,5,"97.8
271","102.2
149",".3767
217","50.8
146","48.5
121","18.9
225","22.6
16","24.3
301","32
271","41.8
84","43.9
282","46.1
256","50
226","39
55","30.1
45","66.6
267","-1.9
151"
2015,George Mason,2,"99.1
228","104.1
200",".3631
217","43.9
321","48.8
165","21
278","18.9
164","38.1
24","32
208","40
118","44.7
292","42.6
311","48.7
216","31.8
250","32.7
120","63.1
221","-3.6
247"
2014,Oakland,4,"109.3
91","114.4
315",".3727
217","47.8
244","60.1
351","12
4","19.8
101","25.1
310","24.8
24","39.9
189","45.4
241","47.9
188","58.5
347","31.7
262","41.6
332","69.6
50","-2.1
176"
2013,Oakland,4,"103.7
121","109.3
298",".3527
217","51.3
83","62.3
347","19.5
153","23.2
51","35.2
76","23.5
7","32.9
232","33.9
136","48.3
135","59.5
344","37.4
83","44.4
346","70
19","-2.4
190"
2012,Utah,2,"96.8
240","101.2
176",".3741
217","47.7
215","56.3
328","22.9
293","18.2
255","25.3
315","28.8
73","28.7
308","31.2
81","47.6
184","52.6
294","31.9
244","42.5
326","60.8
323","-2.9
227"
2011,TCU,1,"97.4
252","102.0
161",".3694
217","47.1
239","54.7
323","20
186","18.2
252","25.9
313","28.1
53","22.8
344","34.7
106","46.5
222","59.2
344","32.2
240","30.8
59","65.9
188","-4.2
281"
2010,Long Beach St.,4,"93.4
273","99.0
135",".3405
217","46.4
251","46.1
88","20.1
173","21.9
101","33
165","34.7
243","38
173","35.7
131","48.8
125","46.4
126","27.3
323","30.2
70","69.5
66","-3.3
224"
2009,Valparaiso,2,"94.2
260","100.5
154",".3237
217","45.8
270","49.4
174","23.1
277","21.7
112","31.8
185","33.2
181","28.8
301","45.9
301","41.5
327","48.1
168","34.9
151","34
166","64.2
249","-4.8
292"
2008,High Point,4,"96.9
244","102.2
177",".3522
217","49.3
183","49.1
152","17.4
32","17.6
298","26
312","29.9
85","22.7
336","23.8
11","48
184","44.2
54","34.3
191","38.5
267","63.5
275","-2.7
211"
2020,Gardner Webb,5,"99.4
208","104.1
237",".3706
216","51.6
101","48.8
147","19.6
235","18.2
187","30.2
108","28.8
211","41.7
42","31.6
163","48.3
201","51.2
242","38.1
44","30.2
73","66.6
268","-3.2
251"
2019,Troy,3,"107.8
96","112.2
316",".3853
216","54
73","54.7
301","20.4
260","15.1
319","31.5
86","31.6
289","38.7
68","28.1
76","58.4
7","48.4
107","31.9
260","43.1
350","67.9
217","-3.5
261"
2018,North Dakota,3,"109.4
91","114.2
319",".3802
216","55.2
52","56.8
331","14.5
17","17.9
200","19
342","32.2
282","35.4
131","33.9
190","53.5
68","58.3
347","38.8
69","36.3
215","72.4
33","-2.9
220"
2017,Tulane,1,"97.5
274","102.1
139",".3708
216","42.9
342","55.8
324","19
200","21.2
55","28.5
192","30.1
212","33.6
218","36.5
185","45.6
301","55.5
325","25.5
345","37.5
254","74.5
18","-4.2
288"
2016,Utah Valley,3,"109.2
92","114.1
318",".3776
216","52.2
94","51.9
242","16.4
77","16.4
254","29.3
178","26.9
91","41.2
95","34.9
134","45.2
279","51.2
261","40.7
26","35.7
201","73.2
27","-3.1
222"
2015,Ball St.,3,"98.9
233","103.8
198",".3657
216","50
145","51.4
257","21.6
301","18.3
198","31.6
158","28.2
90","32.6
266","38.8
205","48.1
161","50.2
253","35
147","35.6
218","62.1
275","-4.1
268"
2014,Illinois Chicago,0,"102.5
210","107.2
218",".3742
216","48.4
222","55.4
328","21.9
316","16.9
240","33.2
126","23.9
9","40.9
168","47.7
272","48.1
183","52.5
293","32.8
235","40.4
322","65.5
195","-6.3
343"
2013,Holy Cross,3,"99.4
184","104.6
240",".3583
216","49.1
146","48.4
167","20.5
212","16.7
302","27.5
278","30.5
136","31.8
245","36.5
191","43
302","47.7
171","39.4
34","33.1
142","64.2
225","-3.8
263"
2012,East Carolina,1,"105.2
106","110.0
303",".3744
216","50
139","54.1
301","16.8
24","20.5
157","23.3
334","39.5
334","31.8
259","33.7
137","49.8
116","50.4
244","33.5
195","42.9
328","67.2
106","-3.8
259"
2011,Northeastern,3,"105.2
128","110.1
287",".3712
216","52.4
84","53.4
304","21
230","17.8
270","28.2
281","35.8
276","28.2
316","40.2
216","48.2
164","50.4
252","40.6
37","39.8
308","61.3
327","-4.1
272"
2010,UCF,2,"99.4
190","105.1
247",".3437
216","45.4
283","53.8
321","20.7
196","20.9
147","33.4
152","38.3
325","37.5
181","46.7
298","47.6
171","51.4
286","26.9
329","38.7
304","65.9
216","-3.3
222"
2009,Georgia St.,3,"93.6
267","99.7
139",".3260
216","44.3
306","47.9
120","18.2
65","20.8
153","28.2
288","36.6
285","27.5
320","28.7
51","42.8
309","48.3
178","32
232","31.5
79","61.4
321","-4.8
291"
2008,Montana,3,"104.1
127","109.5
288",".3569
216","57.1
14","49.6
169","21.4
197","15.6
328","27.4
297","26.8
27","41.5
78","38
200","54.2
29","50.9
244","41.1
37","31.2
75","62.4
302","-3.9
268"
2020,Lamar,3,"95.3
287","99.7
148",".3723
215","51.9
91","51.6
249","25
352","25.1
11","26.2
226","35.2
338","39.2
68","35.7
231","51.2
100","50
197","35.5
105","36.5
275","71.1
64","-4.2
297"
2019,Milwaukee,4,"97.9
256","101.9
156",".3867
215","50.3
205","49.6
118","18.6
186","16.6
270","21.8
315","29.7
226","28.1
274","33.6
189","46.8
294","47.5
81","37.6
78","34.3
167","67.4
238","-2.4
198"
2018,Nicholls St.,5,"99.4
257","103.7
166",".3807
215","55.6
42","48.4
82","25.3
349","20.7
73","32.6
80","26.6
103","51.9
3","47.5
341","59
8","47.6
104","32.2
261","33.3
112","73
25","-1.1
116"
2017,South Alabama,3,"100.1
233","104.8
179",".3713
215","50.2
190","54.2
292","19.5
231","23.6
13","26.1
256","31.6
258","42.8
56","43.4
292","48.2
228","57.2
338","35.4
169","33.3
128","72.5
50","-4.3
298"
2016,George Mason,1,"102.3
203","106.6
226",".3845
215","46.1
301","48.1
110","19.7
262","9.1
351","34.1
60","26.5
81","32.8
267","42.8
266","46.7
236","44.7
57","29.9
311","36.2
216","69
167","-4.3
275"
2015,Idaho,3,"106.3
100","111.3
301",".3716
215","57.4
10","55.1
333","16.7
82","13.6
345","30.3
192","25.6
30","34.8
223","43.8
280","52.6
46","54.1
333","44.2
13","37.7
274","67.9
38","-4.1
271"
2014,Nebraska Omaha,2,"100.9
238","105.4
192",".3782
215","49.5
174","53.4
292","18.1
165","19.6
110","26.2
291","29.4
118","33.3
309","43
213","50.4
105","56.3
338","31.9
256","31.4
83","72.8
9","-3.2
245"
2013,East Carolina,3,"100.4
168","105.6
256",".3584
215","47.7
198","51.7
268","17.6
66","19.8
176","31.1
180","38.3
330","28.3
302","31.6
94","46.8
191","50.8
276","33
200","36.7
242","69.1
41","-3.1
228"
2012,Southeast Missouri St.,6,"102.4
154","107.0
275",".3772
215","58.1
7","45.7
62","23.2
303","15.6
325","36.4
61","29.1
83","34.1
220","33.2
121","56.4
8","43.5
52","41.4
29","34.4
173","64.9
210","-1.4
148"
2011,Norfolk St.,6,"100.9
198","105.6
236",".3717
215","51.5
107","45.3
45","22.4
280","20.7
123","33
143","34.9
255","42.6
96","51
323","50
109","44.6
67","36.5
110","31.3
69","71.8
22","-1.9
168"
2010,Furman,3,"96.0
253","101.5
184",".3455
215","45.8
269","44.6
47","22.4
269","14.6
340","36.5
64","29.7
69","40.7
127","49.8
321","45
254","44.6
80","31.5
243","29.8
60","68.8
91","-3.7
240"
2009,DePaul,0,"97.1
225","103.1
209",".3339
215","43.8
314","51.4
248","20.4
172","21
138","28.7
275","45.4
344","31.1
277","30.8
82","45.9
232","48.7
191","26
331","38.8
296","65.2
219","-4.2
261"
2008,Idaho St.,5,"99.4
209","104.6
222",".3572
215","52.7
82","45.5
49","22.1
233","18.9
252","34.2
117","34.2
219","39.3
114","44.9
286","52.4
57","44.2
54","35.6
152","32
89","61.9
310","-2
172"
2020,Tulane,2,"96.7
264","101.0
170",".3796
214","45.6
304","51.5
246","17.3
107","23.9
17","20.5
329","33.6
325","27.6
278","34.2
209","42.4
341","53.1
297","33.8
161","32.9
151","67.2
244","-2.9
223"
2019,Chattanooga,4,"108.5
86","112.8
324",".3887
214","54.9
48","55.2
315","16.2
54","13.8
335","23.3
293","30.5
254","28.7
264","27.4
64","53.1
87","52.5
253","38.1
64","40.1
330","67.1
252","-1.9
164"
2018,James Madison,2,"99.9
240","104.1
173",".3837
214","47.4
292","51.4
185","13.9
11","17.5
213","25.8
252","29.4
190","35
135","39.6
282","46
294","49.4
152","33.2
231","36.5
220","67.6
236","-5.3
324"
2017,Cornell,2,"97.4
277","101.9
137",".3724
214","55.7
39","47.1
53","22.4
327","17.5
222","21.3
328","31.9
266","25.9
334","27.6
42","58.5
5","50.5
202","35.2
177","26.5
9","70.5
118","-2.3
182"
2016,Loyola Marymount,3,"101.9
215","105.9
212",".3890
214","46.9
273","53.2
290","17.9
170","18.6
148","28.1
221","31
231","27.8
329","41.7
250","45.4
274","49.5
204","33.2
232","39.4
307","68
200","-3.7
254"
2015,North Texas,3,"98.9
235","103.4
191",".3741
214","50.1
139","51.8
268","20.4
255","22.9
22","28.4
240","35.4
310","38.9
144","41.4
248","51.9
62","45.2
89","30.8
273","39.5
311","66.4
73","-3.5
238"
2014,Jacksonville St.,3,"101.3
231","105.8
195",".3789
214","48.6
209","50.8
213","16.9
95","19.2
125","29.9
209","33.8
259","43.1
126","55.4
335","50
112","47.9
162","30.6
282","38.8
286","59.3
343","-3.5
263"
2013,Columbia,3,"98.1
207","103.2
217",".3598
214","51
88","47.5
133","15.2
7","17.7
267","21.9
341","23.9
10","31.9
243","34
137","47.8
156","41.5
28","37.4
83","42.3
339","62.4
299","-1.4
123"
2012,Eastern Michigan,5,"83.3
342","86.9
5",".3796
214","42.9
329","42.3
12","24.7
330","25.7
11","30.2
221","32.6
187","34.4
212","37.8
213","39.5
341","41.7
25","34.4
159","28.8
33","59.7
336","-0.9
122"
2011,Drake,2,"98.1
238","102.6
177",".3719
214","49.2
178","51.4
250","18.3
98","19.5
187","19.3
342","32.4
183","41.9
107","32.7
82","46.6
220","49.9
244","36.4
114","36.4
231","66.2
170","-5
299"
2010,Rider,5,"101.0
171","106.4
262",".3544
214","49.4
133","49.6
197","17.5
56","19.1
230","23.3
337","31.7
132","36.1
207","33.3
90","48.4
139","47.7
176","34.5
139","35.5
221","68.2
116","-3.1
215"
2009,Tennessee Tech,5,"96.8
227","102.4
192",".3432
214","52.6
68","51.5
251","22.5
260","23.1
64","34.7
114","34.5
231","26.8
324","36
163","49.1
141","50.7
245","39.5
43","35.8
230","72.7
13","-3.9
243"
2008,Florida Atlantic,4,"98.8
214","103.8
211",".3627
214","49.4
180","53.5
283","21.1
176","19.4
230","31.7
196","24.8
9","42.8
64","32.1
96","51.4
82","48.5
176","29.9
292","40.4
304","70.4
58","-3.3
239"
2020,Lafayette,5,"103.1
140","107.6
284",".3799
213","54.6
34","50.4
214","16.5
69","12.2
351","20.2
330","25.1
81","24.3
327","17.3
2","55.4
29","46.4
97","35.8
94","38.2
307","67.7
220","-2.8
219"
2019,Massachusetts,1,"98.1
252","102.0
158",".3893
213","44.1
336","49.4
112","20.8
273","19.3
139","32
77","27
140","25.3
308","42.5
327","43
336","46.6
61","30.4
292","35.9
215","66
304","-4.5
304"
2018,Florida Atlantic,4,"92.6
330","96.5
62",".3841
213","42.8
348","48.6
89","19.4
227","17.8
203","29.6
145","25
66","25.5
317","32.2
153","41.6
345","48.2
125","30.7
298","32.8
101","69
161","-2.4
196"
2017,Evansville,1,"97.5
275","101.9
135",".3761
213","45.2
327","50.1
154","19.5
231","19
138","25.9
263","27.6
119","39.6
101","42.3
281","44.2
322","51
212","32.4
254","32.5
105","69.4
172","-5.6
332"
2016,Fairfield,6,"105.8
135","109.7
275",".3957
213","52.1
97","51.9
242","16
63","18.7
144","24.5
297","32.2
276","36.4
197","35
136","51.3
91","51.7
273","35.6
150","34.8
168","73.9
22","-2.8
208"
2015,James Madison,6,"99.8
217","104.3
204",".3753
213","54.7
30","49.9
197","19.9
232","18.8
169","25.1
316","31.9
206","39
143","27.9
28","52.7
43","46.2
126","38.9
61","37.2
267","64.3
156","-2.2
172"
2014,Western Illinois,3,"98.2
273","102.5
136",".3796
213","54.7
35","49
139","23.2
339","15.8
292","24.9
317","21.8
5","45.2
90","36.6
107","51.3
76","47.7
155","41.9
25","34.4
159","63
303","-2.7
216"
2013,UAB,2,"92.4
294","97.2
126",".3598
213","43.3
315","53
302","21.3
246","23.6
43","34.1
99","31.7
178","25.6
330","41.9
280","45.1
251","47.8
175","26
338","43.2
344","69.4
32","-3.5
248"
2012,Portland,2,"97.7
222","101.9
186",".3821
213","47.9
210","52.2
268","24
318","20.3
168","35.6
74","32.8
195","40.3
89","41.8
271","49
141","51.5
269","29.8
294","35.7
212","66.9
113","-3.9
272"
2011,North Florida,4,"101.0
194","105.6
238",".3741
213","54.2
37","49.7
183","24.3
326","23.3
38","31.4
204","40.7
344","45.2
57","40.5
222","50.8
93","51
271","39.2
55","30.7
57","64
272","-3.4
245"
2010,Tennessee Tech,6,"109.4
63","114.9
339",".3627
213","58
5","51.5
261","22.5
273","19.5
214","36.3
71","39.3
334","42.6
100","41.8
238","54.9
13","51.7
291","43.7
6","34
171","67.3
153","-2.9
200"
2009,Eastern Kentucky,6,"103.7
134","109.7
307",".3438
213","55.5
18","54.4
315","19.2
113","23.2
59","29.8
250","36.8
289","30.7
282","29.9
68","55.1
14","54.9
330","37.3
89","35.7
226","61.2
324","-3.1
207"
2008,Weber St.,6,"98.3
222","103.1
201",".3660
213","52.2
92","52.9
265","21.7
213","22.7
90","26.1
311","27
29","42.4
68","43.9
274","51.4
82","47.1
123","35.7
147","41.1
319","64
263","-1.2
135"
2020,"Miami OH
(A) 136 Buffalo",2,"108.4
60","113.1
331",".3807
212","52.4
74","56.1
339","18.1
149","17.6
217","26.2
226","29.8
246","30.6
214","33.6
199","45.6
293","49.6
189","42.2
10","43.1
351","67.1
249","-3.4
261"
2019,Hartford,4,"105.2
145","109.4
282",".3893
212","55.3
38","49.6
118","16.4
64","18.4
192","25.2
252","27.8
168","29.2
253","33.8
192","48.6
225","49.3
140","41.9
12","33.3
130","67.9
217","-2.2
181"
2018,East Carolina,2,"98.5
264","102.7
148",".3844
212","49.3
225","52.5
229","20.9
302","18.7
164","27.8
193","35.3
335","22.7
337","23.4
23","52
111","52.1
249","29.6
326","35.6
186","69
161","-3.3
239"
2017,Quinnipiac,4,"102.7
186","107.2
235",".3802
212","47.7
274","48.2
84","16.4
64","15.7
298","33.2
66","36.4
341","34.3
205","32.7
117","47.5
246","45
46","32.1
260","37.1
238","73.1
40","-3.9
274"
2016,Morehead St.,6,"103.4
184","107.3
236",".3963
212","50.9
137","48.5
121","18.6
212","20.4
60","38.7
12","31.9
262","32.2
277","43.7
276","46.4
245","45
62","43.5
9","36.4
223","66
286","-2.1
167"
2015,Wright St.,3,"94.6
298","98.8
117",".3771
212","49.5
161","47.8
132","18.2
145","21.1
61","18.9
347","33.5
263","37.4
176","37
175","44.7
271","46.1
121","37.8
78","34
167","62.3
263","-3.2
217"
2014,Radford,5,"103.7
184","108.2
234",".3804
212","49.2
187","49.6
165","17.9
145","16.1
277","35.1
74","28.8
100","45.7
79","42.4
206","51.7
64","47
130","28.7
315","38.4
274","67.9
92","-3.2
248"
2013,UNC Asheville,6,"97.2
231","102.0
205",".3645
212","48.4
171","47.4
129","19.6
162","19.6
185","32
159","30.8
143","40.4
88","30.2
78","49.6
90","48
187","30
280","30.9
87","69
46","-2
157"
2012,Boston College,2,"92.9
293","96.8
93",".3832
212","48.6
192","47.5
122","24.2
327","16.9
304","19.5
344","32.5
178","30.7
280","33.5
129","47.8
177","47.3
149","33.1
211","31.9
100","66.7
125","-2.7
217"
2011,Western Kentucky,4,"103.5
151","108.2
266",".3759
212","50.9
127","47.8
106","20.5
210","16.2
306","35.8
64","36.4
289","29.9
303","27.1
21","52.9
52","44.8
72","30.6
274","35.7
209","67.2
123","-3.2
228"
2010,"Winthrop
16 seed, R68",6,"91.4
295","95.8
88",".3664
212","42.9
332","43.6
25","17.5
56","21.7
112","38.6
36","28.6
51","31.2
284","33.8
93","42.5
310","42.3
30","29.1
302","30.9
91","62.2
317","-2.4
177"
2009,Texas St.,3,"95.1
248","100.4
149",".3503
212","47.4
233","49.9
190","22.3
256","23.7
45","35.4
89","32.8
169","33.6
229","60
344","50.1
109","49
200","27.8
318","34.6
182","74.7
6","-4
247"
2008,Fairfield,4,"98.1
226","102.8
193",".3669
212","52.1
98","48.1
114","19.9
123","16.2
322","31.1
214","34.8
241","39.6
110","28.6
50","49.3
141","47.1
123","38
85","33.1
112","62.8
294","-2.6
208"
2020,Penn,2,"93.9
304","97.9
112",".3833
211","47.5
245","46.2
66","17.4
115","16.8
251","22.3
310","30.2
259","28.9
249","26.3
52","55.5
28","45
49","23.3
348","32.7
146","70.5
85","-2.2
184"
2019,South Alabama,3,"100.3
214","104.2
200",".3931
211","52.1
131","52.3
231","17.5
117","19.7
116","25.6
237","29.5
220","32.8
179","40.7
309","56.4
31","51
207","30.4
292","36.6
244","68.2
202","-3.5
262"
2018,NJIT,4,"98.2
270","102.3
140",".3847
211","51.9
134","51.7
195","18.7
181","19.9
105","27.5
203","25.3
77","33.5
160","25.9
49","48.7
215","51.6
235","38.6
75","34.6
150","67.7
227","-4.2
281"
2017,Loyola Marymount,3,"100.7
222","105.0
183",".3814
211","49.8
204","53.7
279","17
97","20.1
87","25.9
263","26.3
84","34.6
199","40.3
255","47.7
239","52.2
260","36
141","38
262","70.7
108","-2.8
207"
2016,Missouri,2,"98.7
263","102.4
156",".3964
211","43.6
332","51.4
226","18
175","17.5
202","25.7
278","31.6
253","36.7
189","29.9
48","46.9
229","50.9
249","24.7
348","34.9
173","68.1
194","-3.3
233"
2015,SIU Edwardsville,5,"93.9
311","98.0
104",".3794
211","48.3
203","45.3
52","22.4
327","19.4
148","31.7
152","31
171","40.5
107","36.8
170","41.8
329","45.8
106","40.3
38","29.5
37","65.9
92","-3.4
231"
2014,Grand Canyon,5,"104.3
178","108.7
243",".3838
211","50.4
140","45.6
53","18.1
165","12.3
349","25
313","29.9
130","61.3
5","41
187","49.5
127","45.1
83","34.5
177","31.3
78","68.6
69","-1.2
119"
2013,Bowling Green,2,"94.7
268","99.1
163",".3724
211","46.3
250","47.9
146","20.5
212","20.5
137","29.9
216","31.8
184","25.7
329","33.8
132","45.5
242","48.6
214","32.2
222","31.1
96","63.9
243","-3.9
264"
2012,Wright St.,3,"89.6
321","93.2
47",".3902
211","43.6
320","50.2
210","21.5
238","27.8
2","27.7
281","28.3
61","35.8
180","42.8
279","40.7
332","55.9
333","33.3
199","27.1
14","64.1
255","-2.5
209"
2011,VMI,4,"113.4
39","118.4
341",".3779
211","57.4
6","51.7
263","18.1
89","18.4
239","28
286","39.1
334","34.6
227","38
174","55.8
7","53
308","39.4
51","31.8
81","78.5
1","-3.5
251"
