season,school,wins,adjoe,adjde,barthag,efg,efgd,tor,tord,orb,drb,ftr,ftrd,two_pct,two_pctd,three_pct,three_pctd,adj_t,wab
2020,Chicago St.,0,"85.5
346","123.2
351",".0149
353","45
316","58
348","24
344","14.1
340","18.9
339","31.1
273","45.4
19","41.1
305","42.9
335","52.9
293","32.7
205","43.5
353","69.5
127","-5.9
336"
2019,Maryland Eastern Shore,1,"86.5
347","119.6
353",".0234
353","43.6
342","55.1
311","20.5
262","16.9
258","26.5
217","31.3
278","28.1
274","34.6
219","45.2
320","52.1
246","27.2
340","39.8
326","61.7
350","-6.5
350"
2020,Kennesaw St.,0,"80.2
352","112.3
326",".0204
352","38.8
353","55.7
334","19.8
248","20
101","24.8
261","36.1
346","32.7
174","30.7
143","38.7
353","58.1
348","26.2
339","34.3
205","70
102","-6.9
350"
2019,New Hampshire,1,"77.4
353","102.2
165",".0388
352","40.1
351","49.5
114","18.4
172","18.9
161","22
310","23.9
53","17
351","34.1
201","37.4
352","45.9
45","28.8
322","36.9
250","66.8
263","-5.2
325"
2020,Maryland Eastern Shore,1,"79.6
353","106.0
262",".0356
351","39
352","47.9
115","21.9
316","19.8
108","30.1
114","29.2
223","38.5
80","45.7
331","47.9
215","51.3
247","16.3
353","28.3
32","68
205","-4.7
310"
2019,Delaware St.,0,"87.6
343","114.4
337",".0443
351","41.2
350","54.7
301","16.5
71","19.6
123","30
126","27.8
168","22.4
333","36.4
252","39.9
350","52.9
263","28.6
326","38.9
311","68.8
175","-6.5
351"
2018,Mississippi Valley St.,1,"87.8
349","119.1
343",".0290
351","42
350","56.8
331","17.4
117","24.7
4","30.1
131","32.5
290","36.5
106","52.7
348","39.6
351","57.1
339","31.9
275","37.5
257","70.9
78","-7.6
349"
2017,Presbyterian,1,"86.2
348","119.9
345",".0219
351","43.8
339","56.5
328","24.1
345","17.6
213","32.6
81","31.9
266","29.6
299","32.9
120","42.5
336","55.8
329","31.2
283","38.4
274","64.6
326","-6.9
347"
2016,Central Connecticut,1,"87.8
343","117.2
341",".0348
351","45.5
314","51.2
215","21.2
315","15.9
278","31.2
117","30.4
212","31.3
291","28.1
33","42.5
330","51.5
265","35.8
142","33.5
125","67.3
237","-8.4
351"
2015,Florida A&M,0,"80.6
351","115.6
334",".0157
351","41.1
344","52.1
279","22
314","20
121","29.9
204","35.1
305","41.5
90","42.3
265","43
305","51.6
292","24.7
342","35.3
207","66.5
70","-8.7
351"
2014,Maryland Eastern Shore,0,"90.6
336","124.2
349",".0257
351","42.8
335","54.7
319","22.4
325","20.1
93","33.5
118","36.5
320","39.1
198","49.3
296","42.6
325","48.8
191","28.7
315","45.3
350","65.5
195","-5.5
335"
2020,Delaware St.,1,"82.7
350","110.2
307",".0356
350","40.5
351","50.5
218","24.4
348","21.9
35","31.2
85","33.5
323","37.6
93","46.2
334","45
310","53
296","22.9
349","30.5
84","77.1
3","-3.7
271"
2019,Alcorn St.,2,"84.4
350","108.5
263",".0527
350","43.1
346","50.2
146","22
311","20.9
71","28.7
167","32.5
306","29.4
247","35.8
246","42.3
343","49.8
158","29.7
303","33.9
152","67.7
226","-5.6
338"
2018,Delaware St.,0,"87.9
348","116.6
334",".0372
350","48.4
263","55.4
311","24.5
347","19.1
139","33.1
69","29.6
199","30.2
238","36.8
254","47.2
257","56.5
337","34
216","36.1
205","66.4
280","-7.7
350"
2017,Alabama A&M,1,"87.5
347","120.2
348",".0252
350","44.6
332","51
182","19.2
218","15.5
304","28.8
183","33.8
304","40
91","38.7
231","45.6
301","52
253","28.2
327","32.7
112","65.5
314","-7.7
351"
2016,Chicago St.,0,"89.3
340","117.5
342",".0411
350","41.4
345","55.5
328","17.1
125","20.3
64","30.6
133","36.1
332","28.9
314","48.3
325","40.5
344","52.4
292","28.6
329","40.5
324","69.9
124","-6.9
347"
2015,Central Arkansas,0,"84.5
347","120.6
350",".0165
350","49.1
177","58.3
350","29.8
351","20.1
114","27.6
267","33.3
259","51.5
16","50.6
332","52.4
51","57.6
350","28.3
318","40
316","72.7
4","-6.4
335"
2014,Grambling St.,0,"94.2
321","127.1
351",".0310
350","49.9
156","55.2
326","21.6
310","20.7
73","28.4
248","39.9
345","35.9
262","45
238","47.2
214","52
282","36.2
125","40.1
316","62.1
327","-6.5
344"
2020,Arkansas Pine Bluff,2,"81.6
351","107.6
285",".0399
349","46.4
283","47.8
110","24.1
345","22.6
25","27.2
200","34.2
331","47.2
8","41.2
306","49
169","48.6
153","26.9
328","31
91","67
253","-4.6
308"
2019,Alabama A&M,3,"82.3
352","104.0
195",".0633
349","44.4
332","46.5
41","22.2
313","20.5
84","30.2
120","30.6
259","29.2
253","37.2
266","45.8
311","49.6
154","27.3
339","27.9
20","66.3
291","-3.8
278"
2018,Alabama St.,3,"95.2
303","122.8
348",".0512
349","46.3
323","48.9
98","19.4
227","18
198","36.5
16","36.5
345","39.4
65","51.7
347","47.1
260","44.7
35","29.9
320","38.5
285","69.1
150","-5.7
329"
2017,North Carolina A&T,0,"93.9
309","128.4
351",".0267
349","50.6
172","57.4
337","24
343","14.7
329","30.9
120","30.3
218","31.1
271","33.3
126","45
312","51.2
218","41.3
29","43.4
340","65.1
320","-7.5
349"
2016,Delaware St.,2,"83.8
350","108.1
256",".0502
349","44.1
327","43.2
14","22.8
339","19.4
107","31.2
117","39.7
348","34.4
241","36
151","47.6
211","43.6
32","26.6
339","28.5
22","66.8
255","-4.7
298"
2015,Grambling St.,0,"80.9
350","114.2
329",".0186
349","44.1
317","47.2
104","26.3
349","15.2
319","30.7
180","30.1
145","48.9
24","40.2
227","44.4
280","51.7
295","29
308","25.7
5","64.4
150","-7.6
347"
2014,Southern Utah,0,"87.3
349","114.4
313",".0430
349","46.1
289","54.5
316","21.2
299","17.1
224","23
337","33.2
246","34.4
294","66.5
350","44.1
307","54.1
318","34.5
177","37.1
238","63.3
292","-7.8
350"
2020,Howard,0,"97.1
256","125.9
352",".0481
348","49.3
178","55.1
328","18.5
172","19.7
111","28.2
167","39.2
352","27.9
269","38.4
268","49.3
156","56.7
339","32.8
200","35
228","70.8
73","-7.5
352"
2019,Chicago St.,0,"88.5
338","111.1
303",".0676
348","45.7
313","54.6
299","21.8
308","18.1
205","20.5
328","31
268","29.8
240","33.4
186","48.6
225","53.3
270","23.8
349","37.6
274","70.3
99","-5.7
342"
2018,Cornell,1,"88.3
345","113.3
309",".0540
348","48.1
277","56.4
326","22.8
334","15.5
304","23.7
299","30.5
239","36.4
108","23.8
29","51.2
143","54.4
300","29.2
335","39.8
306","71.1
69","-2.1
180"
2017,Longwood,1,"90.2
337","121.9
349",".0304
348","51
162","53
252","23
335","16.6
264","21.2
332","36.3
339","35.4
180","29.2
60","53.9
56","51.7
239","30.5
294","37
235","72.2
56","-6
340"
2016,Southern Utah,1,"94.3
306","121.5
350",".0515
348","48.1
242","58.7
350","17.5
143","19.2
123","21.5
327","32.1
272","41.5
89","51.6
343","45.8
264","55.2
340","35.1
169","44.6
348","71
79","-5.9
330"
2015,Jackson St.,3,"87.2
340","115.9
338",".0365
348","41.1
344","50.5
222","19.8
228","18.8
169","38.4
22","28
86","42.8
72","47.6
318","42.8
308","48
192","25
341","36.6
250","62.1
275","-4.6
291"
2014,The Citadel,0,"95.5
311","122.2
346",".0556
348","49.1
190","51.5
235","18.6
193","13.8
340","25.6
302","37.1
328","37.6
231","31.2
36","47.4
205","50.6
249","35.1
156","35.7
196","64.9
231","-8.1
351"
2020,Central Connecticut,1,"91.2
327","116.5
343",".0567
347","45.7
303","54.6
320","19.3
216","18.3
174","26.4
220","39.7
353","29.2
238","37.1
251","43.1
334","49.6
189","34.3
142","41.7
349","69.9
105","-7.9
353"
2019,Stetson,0,"89.9
335","112.9
325",".0681
347","42.6
348","55.9
325","16.3
59","18.4
192","24.3
273","31.3
278","30.5
222","34
196","41.4
346","55.9
321","29.9
299","37.3
264","69.9
115","-6.3
346"
2018,Florida A&M,3,"97.4
280","124.8
351",".0547
347","50.2
199","54.5
291","16.4
64","20.3
89","26.3
240","36
342","39.9
59","42.6
312","49.4
200","55.6
320","34.5
199","35.1
165","69.1
150","-4.6
296"
2017,Howard,2,"84.6
351","110.0
279",".0463
347","44.5
334","46.9
51","22.5
330","16.6
264","34.2
48","31.9
266","35.3
186","31.3
87","46.9
263","44.3
26","26.7
339","34.3
156","68.7
206","-5.5
329"
2016,Arkansas Pine Bluff,3,"86.4
346","110.4
278",".0569
347","48.7
222","46.2
55","24.1
347","17.9
186","27.2
251","32.8
287","35.3
217","51
342","51.9
75","48.6
165","29.4
317","27.3
12","64.7
327","-4.5
285"
2015,Central Connecticut,1,"87.7
338","114.4
332",".0447
347","45.7
276","50.5
222","21.8
305","13.7
343","27.1
281","33.6
266","27.7
327","22.6
3","45.4
247","52.7
315","31
269","31
65","62.6
250","-8.1
350"
2014,Abilene Christian,1,"88.4
347","113.0
295",".0564
347","45.1
306","52.6
276","22.2
322","19.7
105","25.6
302","32.3
211","47.3
58","46.5
259","42
329","49.6
210","35.3
151","40.2
317","66.2
159","-5.1
328"
2013,Grambling St.,0,"77.9
346","124.5
347",".0045
347","43.8
305","49.8
209","26.9
342","11.9
346","29.4
234","37.6
321","24.7
338","34.9
155","41.6
316","47.6
167","32.6
209","36.1
234","62.6
291","-8.5
347"
2010,Alcorn St.,0,"79.2
345","117.0
342",".0110
347","43.3
327","49.7
203","28.8
347","22.9
59","32.2
195","41.6
345","47.3
39","44.3
277","42.1
318","48.2
195","31
258","35.6
226","76.4
4","-8.7
347"
2020,Mississippi Valley St.,1,"92.4
320","117.9
344",".0573
346","45.6
304","49.8
186","15.8
49","18.7
154","20.1
332","38.1
351","29.8
224","41
302","47.1
236","51.4
254","29.4
294","30.9
90","77.7
2","-5.6
330"
2019,Morgan St.,3,"86.4
348","108.4
261",".0684
346","44.4
332","50.3
149","20.2
251","23.3
20","32.6
68","32.8
312","36.7
98","32.5
170","44.2
330","48.2
102","30.1
297","36.7
247","72.9
37","-4.6
306"
2018,Northwestern St.,0,"88.1
347","111.9
294",".0601
346","44.7
343","52
211","25.6
350","20.3
89","34
52","38.1
349","43.3
25","45.6
335","46.7
272","54.5
302","25.5
351","31
49","70.5
94","-7.2
348"
2017,St. Francis NY,0,"85.2
350","109.2
270",".0543
346","38.9
350","50
150","15.8
43","20.5
76","29.5
161","34.5
322","27.2
325","42.4
282","36.6
350","51.4
228","28.2
327","30.6
49","66.3
293","-7.2
348"
2016,Florida A&M,2,"84.6
349","107.8
248",".0578
346","41.1
347","48.2
112","20
277","20
74","27.8
225","33.5
304","41.9
80","34.3
126","41.8
335","52.9
302","26.6
339","26.9
11","69.9
124","-3.6
250"
2015,Morgan St.,2,"89.3
336","116.4
342",".0451
346","39.5
349","52.4
286","13.9
7","19.9
127","32
137","33.6
266","37.8
168","36.2
157","38.9
348","52.4
311","27.1
327","35
193","65.1
119","-4
266"
2014,Lamar,2,"89.5
341","113.5
306",".0613
346","44.9
310","53.3
290","22.8
336","18
187","28.8
240","33.8
259","47.5
56","34.3
69","43.6
312","51.4
272","34.8
166","38.2
268","67.1
119","-5.9
340"
2013,New Orleans,1,"86.2
334","116.9
342",".0292
346","43.6
311","58.3
341","24.5
327","19.7
180","28
269","35.1
273","35
182","38.1
215","44.9
257","55.6
335","26.4
333","42.6
342","68.6
62","-3.7
253"
2010,Chicago St.,1,"76.3
347","105.3
250",".0240
346","40.3
344","50.5
225","27.7
343","23.2
46","34.4
122","31
102","31.3
280","42.3
247","41.3
333","48.5
202","25.5
336","35.5
221","64.6
259","-6.4
328"
2020,Alabama A&M,2,"83.0
349","105.1
249",".0626
345","40.7
350","46.9
85","19
202","18.2
187","29.2
134","24.1
63","30.9
206","32.6
178","45.4
303","50.2
203","19.8
352","26.6
22","66.6
268","-4.5
304"
2019,Mississippi Valley St.,1,"87.8
341","109.7
285",".0718
345","44.5
330","48.7
89","19.2
211","20.2
93","30.5
110","34.1
332","35.9
113","38
280","44.6
329","47.6
84","29.5
306","33.8
146","69.5
139","-5.7
341"
2018,Coppin St.,4,"86.5
351","108.5
252",".0689
345","47
303","46.2
33","22.3
328","19.7
115","28.1
188","30.2
220","35.1
133","36.3
249","45.1
315","44.5
31","32.6
252","32.7
99","67.3
251","-4.6
297"
2017,Hartford,1,"88.2
345","111.6
296",".0625
345","44
338","52.6
238","20.7
294","18.4
174","27.7
218","37.8
350","26.5
329","34.4
144","43.9
324","49
148","29.4
316","39.7
303","68.6
208","-6.5
345"
2016,Grambling St.,3,"90.3
336","115.0
329",".0586
345","47.1
268","49.1
140","18.8
220","18.2
169","28.2
217","33.3
298","59.5
2","34.1
122","48.5
185","48.1
145","29.3
319","33.9
132","64.3
333","-4.5
284"
2015,Alcorn St.,3,"85.7
344","111.7
307",".0454
345","42.2
337","46.5
80","17.5
113","17.8
216","27.1
281","34.6
296","45.1
48","41.4
248","46.7
204","46.5
134","20.9
351","31
65","67.5
48","-5.7
326"
2014,Houston Baptist,1,"89.7
339","113.4
305",".0632
345","45.9
294","50.7
207","23.5
342","17.7
200","33.4
122","35
289","41
165","35.4
88","44.7
298","51.6
275","32.8
235","32.5
101","67.4
107","-7.1
347"
2013,Lamar,0,"80.7
345","109.3
297",".0295
345","40.8
336","48.2
154","27
344","16
319","33.6
111","36.8
304","34.1
198","29.3
62","39.9
336","47.9
181","33.3
189","32.7
133","70.6
11","-7.5
346"
2012,Grambling St.,3,"89.0
325","120.5
343",".0295
345","43.9
310","50.9
226","22.6
285","18.1
269","31
202","33.1
202","46.8
19","30.2
60","44.6
268","50.5
249","27.8
318","34.6
183","65.7
172","-5.7
320"
2011,Grambling St.,1,"78.5
345","111.8
315",".0170
345","42
336","51.7
263","23.1
304","23.4
34","29.1
263","26.1
20","41.6
109","59.9
343","43.1
304","51.6
280","26
334","34.6
169","69.6
53","-7.8
344"
2010,Southern,2,"79.3
344","109.1
292",".0250
345","43.9
317","46.8
107","24.9
324","22.3
85","28.8
280","35.8
269","41.6
112","31.5
59","46.2
214","50.3
253","26.5
333","25.9
13","70.3
44","-6.7
335"
2020,Incarnate Word,2,"90.9
330","113.1
332",".0746
344","45.2
312","54.5
315","21.9
316","20.8
72","32.9
51","34.8
336","27.9
269","32.6
178","48.4
197","52.3
278","26.8
329","39.5
336","66.6
268","-4.9
315"
2019,San Jose St.,0,"87.3
345","108.5
266",".0751
344","45.2
322","57.3
341","25.5
349","15.9
304","27.3
197","26.4
121","30.5
222","20
4","43.4
334","59.4
348","32.5
240","36.9
250","69.6
134","-5.5
336"
2018,Morgan St.,4,"90.8
340","112.2
300",".0802
344","45.5
336","48.3
80","18.2
154","21
58","34.5
42","33.7
313","40.9
50","37.3
258","47
261","48.2
125","27.3
349","32.4
87","70.7
85","-3.8
263"
2017,Florida A&M,3,"93.2
316","117.3
337",".0661
344","50.7
167","47.9
74","20.1
262","15.7
298","28.9
181","32.3
279","41.6
70","33.3
126","46.7
271","50
184","38.6
65","30.1
38","68.9
197","-4.7
306"
2016,Lamar,2,"90.7
334","115.3
332",".0594
344","46
304","53
281","23
341","17.1
222","34.7
48","29
155","40.8
107","45.4
290","44.2
305","50.4
238","33.2
232","39.1
300","75.1
10","-6
334"
2015,San Jose St.,0,"84.6
346","110.1
290",".0460
344","38.5
351","57.6
347","21.4
294","17.6
226","21.4
342","30.3
152","30.9
293","41.1
244","39.2
346","56
343","25.1
340","40.3
319","64
183","-5.9
331"
2014,Mississippi Valley St.,2,"89.5
340","113.0
294",".0644
344","42.2
339","54
307","21
292","19
131","31
187","27.8
67","42.7
134","47
264","44.5
300","53.7
311","24.3
347","36.5
222","72
14","-4.5
308"
2013,Howard,1,"75.2
347","101.2
192",".0319
344","35.9
347","45.6
78","26.6
341","24
35","34.1
99","33.3
233","39.4
103","45
315","34.8
347","46.2
116","26
338","29.9
60","63.4
261","-4.4
288"
2012,Alcorn St.,2,"85.6
338","115.4
334",".0312
344","44
308","51.9
255","23.6
312","23.3
51","30.1
225","34.9
264","38.1
132","46.9
314","43.6
302","49.5
217","30.1
289","38.2
267","67.8
83","-6.6
336"
2011,Alcorn St.,2,"82.8
343","114.0
326",".0246
344","41.3
339","47.9
113","21
230","18.7
224","25.4
317","34.7
250","48.4
31","38.6
185","38.9
341","49.7
232","32.6
228","29.3
31","75.5
3","-6.8
336"
2010,Grambling St.,2,"86.0
338","117.2
343",".0278
344","46.9
234","48.9
183","22.9
285","23.1
52","28.8
280","36.5
289","32.4
266","51.4
328","44.6
266","49.1
224","34.8
128","32.3
124","68.5
104","-5.7
317"
2009,North Carolina Central,1,"86.8
334","123.8
343",".0165
344","43.8
314","58.4
339","21.1
207","21.3
126","29
266","42.3
339","35
199","39.4
236","40.4
334","60.7
344","33.9
183","35.3
210","68.8
76","-5.1
302"
2020,Houston Baptist,1,"104.9
108","128.9
353",".0851
343","52.1
86","60.4
352","19.5
230","16.2
274","35.7
22","28.6
201","48.6
6","45.4
328","51.1
103","60.9
353","36.2
86","39.7
337","77
4","-6.3
346"
2019,Portland,0,"89.5
336","110.5
296",".0818
343","45.4
317","56.1
332","20.7
268","16.9
258","19.3
340","29.1
206","39.8
54","40.8
311","47.3
279","54.6
305","28.5
329","39
312","69.3
152","-5.3
330"
2018,South Carolina St.,4,"93.1
328","115.0
322",".0811
343","46.3
323","53.2
251","15.9
44","20.7
73","32.7
78","31.2
260","36.4
108","26.3
55","46.2
285","52.5
261","31
289","36.4
218","69.4
139","-3.7
260"
2017,Southern,5,"95.3
296","119.0
343",".0724
343","49.6
215","48.6
98","18.6
179","15.7
298","34.9
39","30.3
218","50.8
7","39
236","50.7
150","47.2
90","30.9
290","34.3
156","67.6
249","-3.7
263"
2016,North Carolina A&T,1,"93.9
312","117.6
343",".0699
343","45.9
306","53
281","19.3
245","18.7
144","30.7
129","28.9
152","35.5
212","52.3
345","45.6
267","51.1
256","31
290","37
241","68.7
173","-6.6
340"
2015,Liberty,0,"86.8
341","111.8
308",".0518
343","46.4
262","51.6
263","26.5
350","15.5
306","29.9
204","31.5
188","40
118","39
210","48.2
159","47.3
166","28.3
318","37.7
274","66.4
73","-8
348"
2014,Presbyterian,0,"99.0
265","124.9
350",".0648
343","50.6
130","57.7
342","16.7
85","14.5
328","21.7
343","38.2
333","32.2
320","26.5
10","50
112","55.8
336","34.5
177","40.4
322","63.7
277","-7.8
349"
2013,Alabama A&M,3,"87.1
332","114.2
333",".0427
343","43.2
317","50.3
223","21.4
251","18.9
213","32
159","31.3
167","46.3
31","33.1
117","41.2
322","50.7
274","32.2
222","32.6
130","68.1
73","-5.5
321"
2012,Maryland Eastern Shore,1,"84.1
340","112.4
319",".0344
343","41.2
341","52.6
276","25.9
339","20.5
157","39.9
21","34.8
260","31.9
256","45.8
308","44.9
257","50.6
251","21.7
345","37.4
253","67.4
100","-4.8
303"
2011,"Alabama St.
16 seed, R68",3,"84.9
337","113.1
322",".0359
343","41.8
337","48.5
135","23
301","27.1
3","37.8
33","37.9
321","56.2
6","55.3
332","45.6
254","45.9
98","23.4
343","36.9
245","64.1
264","-5.8
315"
2010,Bryant,0,"85.6
340","114.6
338",".0335
343","47.2
225","54.6
331","25
325","19.7
205","23
341","34.4
235","32
272","48
307","44.5
271","50.5
265","34.3
144","41.5
333","63.7
288","-7.9
345"
2009,Winston Salem St.,1,"79.2
343","109.1
301",".0244
343","43.8
314","50.3
202","27.2
338","23.7
45","34.9
108","35.2
250","38
142","39.4
236","42
323","51.8
282","33.3
197","31.6
81","70.4
37","-5.8
323"
2020,Southeast Missouri St.,0,"100.4
196","122.8
350",".0893
342","48.2
218","61.1
353","16.9
88","17.1
241","27.1
202","32.7
308","32.8
172","35.3
222","47.3
230","59.4
351","33.3
174","43.3
352","65.8
297","-7.5
351"
2019,Binghamton,2,"92.6
321","113.2
328",".0907
342","51.5
155","53
251","20.3
258","19.7
116","19
342","33.3
319","29.3
251","22.9
18","50.2
167","48.2
102","35.4
140","39.3
318","66.4
287","-4.8
312"
2018,VMI,2,"86.6
350","106.8
220",".0831
342","46.2
326","52.1
214","21.7
318","18.2
187","23.3
309","29.4
190","25.6
315","33.4
180","43.1
336","52.6
262","33.8
222","34.3
139","69.7
130","-5.6
327"
2017,Mississippi Valley St.,3,"100.5
224","125.4
350",".0727
342","54.2
67","55.7
320","20.2
268","18.5
166","33.3
65","30
205","44.7
37","41.6
271","51.3
128","54.1
304","41.2
32","39
289","73.4
37","-5.7
334"
2016,VMI,1,"90.5
335","113.1
308",".0715
342","46.1
301","55.3
325","21.4
320","18.6
148","29
192","32.2
276","23.7
347","46.1
303","43.1
321","54.4
328","33.2
232","37.7
266","67.6
222","-6.8
345"
2015,UT Rio Grande Valley,2,"90.1
332","115.9
339",".0523
342","43.1
329","53.3
307","22.1
318","18.1
208","34.2
78","36.9
329","31.9
279","32.1
82","43.9
289","48.8
218","27.1
327","40.5
322","60.8
309","-4.8
301"
2014,Central Connecticut,1,"94.1
323","117.3
336",".0737
342","48.8
200","50.7
207","21.4
303","16.4
262","28
253","36.5
320","26.3
346","26.7
11","50
112","49.7
214","30.3
291","35
177","70.9
25","-6.2
342"
2013,Longwood,0,"89.9
313","116.5
341",".0485
342","48.4
171","52.8
297","21.1
238","18.4
231","24.4
326","36
294","29.6
286","32.6
109","48.9
119","51.3
289","31.6
238","38.5
290","69.6
28","-7.3
345"
2012,South Carolina St.,0,"91.6
305","120.6
344",".0404
342","42.8
332","53.7
295","23.5
311","15.4
327","40.1
17","36.4
301","38.2
130","32.7
109","43.3
304","50.1
235","27.8
318","41.5
320","69.7
39","-7
341"
2011,Southern,3,"84.9
338","112.0
317",".0398
342","45
300","46.1
64","24.2
323","21.6
94","32
184","37.3
307","38.9
153","35.4
120","45
270","48.6
189","30
286","27.2
14","64.1
264","-5.7
313"
2010,Centenary,1,"86.2
335","114.5
337",".0370
342","43.5
322","59.1
346","19
108","22.5
73","20.8
345","31.7
132","33.7
249","44.1
275","42.1
318","55.1
339","30.3
269","44.6
344","68.9
88","-6
324"
2009,NJIT,1,"76.2
344","104.9
240",".0248
342","41
340","46.7
90","27.9
342","21.2
129","30.9
219","36.2
279","30.7
282","44.1
286","40.3
335","43.1
40","28.3
313","36.3
241","67.5
128","-7.1
338"
2020,Coppin St.,2,"87.0
342","106.3
265",".0907
341","47.7
236","47.9
115","19.7
242","20.4
89","26.1
231","29.2
223","33.9
146","29.4
111","55.3
31","45.1
51","27.2
326","35.6
248","72.4
32","-4.7
309"
2019,Savannah St.,2,"94.8
305","115.3
340",".0949
341","50.3
205","51
180","17.9
148","22.7
27","23.5
288","35.8
347","30.5
222","41.1
315","60.8
3","50
164","28.1
332","35.2
194","75.5
9","-3.8
274"
2018,Alabama A&M,2,"89.0
344","109.4
270",".0852
341","46.6
315","46.9
41","24.3
346","16.9
249","31.9
96","30.4
233","39.2
67","35.3
222","46.6
273","46.1
65","31.1
288","32.8
101","65.7
304","-6.7
343"
2017,UC Santa Barbara,1,"87.8
346","109.5
273",".0729
341","39.4
349","53.2
261","17.2
104","18.7
154","30.5
129","28.8
161","30.1
292","32
100","39.1
348","52.4
266","26.6
340","36.4
215","66.1
298","-5.2
317"
2016,Prairie View A&M,1,"85.7
348","106.7
227",".0746
341","41.8
344","50.5
194","18.9
225","25
2","28.3
213","37
340","37.4
172","47.4
316","43.2
319","53.8
318","25.9
346","28.9
25","68.6
175","-6.5
337"
2015,Chicago St.,1,"90.9
327","116.7
344",".0537
341","41.5
341","48.2
146","19.2
196","18.2
203","38.8
16","36.8
328","23.4
347","49.9
326","40.9
336","44.6
71","28.4
317","35.4
214","59.5
331","-5.2
315"
2014,Jackson St.,3,"88.6
346","110.4
264",".0744
341","43.7
325","50
184","23.3
341","23.5
13","37.5
32","33.9
263","45.3
87","51.5
314","46
252","49.2
205","23.8
348","34.5
163","65.8
180","-3.6
272"
2013,South Carolina St.,0,"90.0
310","115.9
339",".0520
341","42.9
323","50.7
240","23.2
305","17.1
292","36.4
48","35.4
281","30.7
264","34
137","46.4
204","49.7
248","21.1
346","35.8
223","66.2
146","-6.5
341"
2012,UMBC,2,"91.1
311","119.9
340",".0407
341","45.9
270","57.7
340","21.9
261","19.7
196","28.6
263","34.6
253","32.9
238","43.9
294","43.2
305","57
340","35.6
131","39.4
293","70.4
25","-5.2
309"
2011,Howard,2,"84.9
339","111.7
312",".0408
341","44.9
303","54.2
314","27
345","20.3
139","35.5
75","33.9
229","40.4
128","39.8
209","41.6
326","49.6
229","35.1
163","42.1
326","66.2
170","-7
338"
2010,Toledo,0,"83.7
342","109.3
293",".0444
341","41.6
340","52.2
285","25.3
328","18.3
258","28.4
290","36.2
281","34
241","37.4
161","42.3
313","50.4
261","26.6
331","37
270","60.7
335","-6.5
330"
2009,Alcorn St.,2,"93.0
276","125.1
344",".0318
341","47.9
217","54.9
320","17.8
56","17.9
286","28.2
288","37
297","42.4
63","34
129","46.5
217","58.6
340","34.2
175","31.3
73","71.5
29","-6.6
331"
2008,Maryland Eastern Shore,0,"82.1
337","120.7
341",".0118
341","39.1
338","55.9
322","20.2
142","20.5
181","32.8
163","39.8
332","31.9
256","37.1
175","40.3
326","54.7
324","24.1
338","38.9
276","68.4
109","-7
338"
2020,Longwood,2,"86.0
343","104.6
242",".0955
340","46.5
278","51.6
249","21.9
316","20.5
83","22.8
303","25.3
91","40.8
49","38.8
273","42.6
338","50.8
231","33.6
168","35
228","71.2
62","-6.2
344"
2019,Incarnate Word,1,"95.7
293","116.2
345",".0971
340","54.8
55","55.9
325","24.2
341","20.5
84","26.5
217","33.3
319","27
288","40.7
309","54.4
63","60.5
350","37
93","32.5
107","65.6
315","-6.4
349"
2018,Incarnate Word,0,"100.2
233","122.5
347",".0903
340","51.6
147","53
243","22.3
328","13.4
345","28.1
188","35.3
335","43.2
26","35.4
225","53.3
73","48.7
134","31.8
276","42.1
338","69.6
135","-6.1
339"
2017,Arkansas Pine Bluff,4,"89.7
341","111.4
295",".0770
340","49.9
200","53.4
268","23.4
340","26
3","30.2
142","32.7
287","40.6
87","55.3
348","47.9
233","52.6
271","36
141","36.4
215","70.8
100","-4.7
304"
2016,Bradley,1,"81.5
351","101.5
139",".0746
340","41.2
346","52.3
258","27.2
351","18.2
169","23.6
315","25.7
60","36.1
205","48.4
327","38.2
349","49.8
217","30.8
292","38.2
286","66.8
255","-5.1
308"
2015,Nicholls St.,2,"83.6
349","106.6
247",".0575
340","44.5
309","50.1
208","24.9
345","21.4
56","31.7
152","33.8
274","42.8
72","50.5
331","48.6
147","50.2
253","23.3
348","33.3
144","63.4
212","-5.4
320"
2014,Kennesaw St.,1,"94.6
318","116.2
332",".0864
340","49.1
190","54.2
311","23.5
342","16.9
240","28.3
250","35.1
292","45.2
90","47.8
274","48.5
165","53.6
309","33.6
201","36.9
230","64.9
231","-6.7
345"
2013,Houston Baptist,1,"87.2
331","110.8
311",".0600
340","45.9
264","53.4
308","26.9
342","16.9
300","29.2
238","28.3
73","29.9
281","44.2
306","46.3
215","48.2
198","30
280","44.1
345","69.1
41","-4
271"
2012,Louisiana Monroe,1,"81.3
343","106.7
269",".0418
340","40.8
343","50.3
213","21.2
222","17.3
291","26.6
298","34.1
232","25.2
333","25.3
16","35.7
345","48.3
182","33.9
180","36
223","63.3
277","-4.9
306"
2011,UT Rio Grande Valley,0,"94.9
281","121.6
345",".0547
340","53.3
59","60.1
344","23.9
317","19.9
161","22.6
335","26.5
21","48.7
29","52
325","46.1
238","57
341","44.6
7","43.8
340","67.1
127","-6.4
333"
2010,North Carolina Central,0,"78.8
346","102.0
194",".0490
340","37.8
347","51.9
279","24.6
319","22.2
90","29.4
266","37.8
319","24
343","38.1
173","36.6
347","51.8
295","27
326","34.7
201","64.6
259","-6.1
326"
